1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 863649.2),(2 3194460.8),(3 6591780),(4 11033318),(5 16456991),(6 22559386),(7 29088178),(8 36312948),(9 43389830),(10 50511532),(11 57548356),(12 64779536),(13 71836120),(14 79369290),(15 86501656),(16 93537144),(17 100445190),(18 107533016),(19 114567590),(20 122106820),(21 129244184),(22 136738830),(23 144717540),(24 152494830),(25 160829380),(26 168949000),(27 177294400),(28 186010620),(29 195277580),(30 204474420),(31 214010240),(32 224615860),(33 234990100),(34 245839100),(35 256861490),(36 267942200),(37 279491500),(38 292578700),(39 305012830),(40 317644200),(41 330000000),(42 342839100),(43 355149950),(44 367579650),(45 379317400),(46 390497500),(47 401162850),(48 412050460),(49 423395420),(50 434747140),(51 446058240),(52 456129180),(53 465504260),(54 472941100),(55 479207680),(56 483459940),(57 488094100),(58 493039140),(59 496481800),(60 499478800),(61 502243740),(62 500915870),(63 497151070),(64 490991460),(65 481882020),(66 470463520),(67 458108770),(68 442944100),(69 426812200),(70 410010370),(71 391823870),(72 373730400),(73 355637020),(74 337465020),(75 319145730),(76 301709730),(77 284430400),(78 268553300),(79 253469390),
(1 873155.1),(2 3158154.3),(3 6419713.5),(4 10588291),(5 15546621),(6 21000588),(7 26696068),(8 32545024),(9 38186564),(10 43582016),(11 48747360),(12 53590964),(13 58189996),(14 62610836),(15 66777024),(16 70732370),(17 74531600),(18 78325080),(19 82039680),(20 85767480),(21 89399440),(22 93056490),(23 96859890),(24 100569260),(25 104295144),(26 107934360),(27 111666136),(28 115474260),(29 119275290),(30 123222640),(31 127386900),(32 131935060),(33 136733730),(34 141833500),(35 147104980),(36 152615200),(37 158502480),(38 165174260),(39 171790370),(40 178757580),(41 185920210),(42 193412060),(43 201182030),(44 209087780),(45 217222620),(46 225427660),(47 233620450),(48 242043700),(49 250521570),(50 258881440),(51 266885730),(52 274169150),(53 280966980),(54 286565900),(55 291990980),(56 296720400),(57 301470460),(58 305445120),(59 308499420),(60 310353340),(61 311686080),(62 310075460),(63 306727070),(64 302178240),(65 296222270),(66 289018020),(67 280760060),(68 271824580),(69 262513760),(70 252976430),(71 243607460),(72 234804130),(73 226140420),(74 217595000),(75 209341400),(76 201574030),(77 193717980),(78 186899300),(79 181251120),
(1 866245.8),(2 3118074.8),(3 6293543.5),(4 10320164),(5 15087439),(6 20318974),(7 25801376),(8 31367690),(9 36835884),(10 42126476),(11 47228356),(12 52037332),(13 56559570),(14 60833876),(15 64861260),(16 68676040),(17 72222584),(18 75568810),(19 78691976),(20 81612450),(21 84471110),(22 87289660),(23 90122210),(24 92830424),(25 95493496),(26 98016830),(27 100583300),(28 103200510),(29 105958720),(30 108745560),(31 111707620),(32 114925496),(33 118278390),(34 121849320),(35 125764740),(36 129745624),(37 133923260),(38 138673580),(39 143413870),(40 148374610),(41 153326830),(42 158428910),(43 163405440),(44 168571900),(45 173670190),(46 178958720),(47 184394030),(48 190066750),(49 195947860),(50 201770510),(51 207518830),(52 213026000),(53 218856210),(54 223869740),(55 229229100),(56 234753800),(57 240265140),(58 245406450),(59 249765550),(60 253041660),(61 255405890),(62 255539970),(63 253773390),(64 250720590),(65 246049780),(66 240463340),(67 234264700),(68 226934770),(69 219224700),(70 211190350),(71 202163250),(72 192888620),(73 183272700),(74 173266480),(75 163021950),(76 152934990),(77 142734990),(78 133488900),(79 125431464),
(1 540749.5),(2 1870941.8),(3 3601373.3),(4 5714061.5),(5 8167407),(6 10788645),(7 13463758),(8 16177700),(9 18854948),(10 21583680),(11 24437148),(12 27288956),(13 30091996),(14 32945116),(15 35849710),(16 38741056),(17 41605870),(18 44479290),(19 47329108),(20 50231108),(21 53067600),(22 55872748),(23 58646016),(24 61303340),(25 63987228),(26 66552370),(27 69098080),(28 71626000),(29 74199830),(30 76709150),(31 79197020),(32 81660420),(33 84044160),(34 86410070),(35 88906890),(36 91282940),(37 93769560),(38 96393980),(39 98978450),(40 101795336),(41 104613390),(42 107669220),(43 110782980),(44 114022950),(45 117194530),(46 120602950),(47 124007280),(48 127583144),(49 131211464),(50 134736000),(51 138495420),(52 142271000),(53 146273810),(54 150345980),(55 154771540),(56 159651410),(57 163655300),(58 166376880),(59 167742140),(60 167985230),(61 167100000),(62 165523540),(63 163031360),(64 159773360),(65 156070300),(66 152116530),(67 148009810),(68 143690300),(69 139248450),(70 134563600),(71 129345020),(72 123623460),(73 117081150),(74 109517370),(75 101855760),(76 94322210),(77 87360184),(78 81322710),(79 76518570),
(1 468210.9),(2 1633578.5),(3 3158904.8),(4 5043848),(5 7227222),(6 9545157),(7 11893388),(8 14279183),(9 16644673),(10 19067854),(11 21624942),(12 24233804),(13 26827148),(14 29490862),(15 32193854),(16 34867424),(17 37477668),(18 40037480),(19 42508468),(20 44907380),(21 47133296),(22 49186876),(23 51100796),(24 52799344),(25 54415860),(26 55845720),(27 57191236),(28 58481868),(29 59756310),(30 60980852),(31 62197052),(32 63338240),(33 64469230),(34 65545588),(35 66655280),(36 67704810),(37 68786104),(38 69849736),(39 70974330),(40 72179070),(41 73380280),(42 74548190),(43 75566776),(44 76412240),(45 77102600),(46 77614024),(47 77933180),(48 78155360),(49 78375544),(50 78669256),(51 79170070),(52 79702660),(53 80288820),(54 80685550),(55 81037570),(56 81587330),(57 81782296),(58 81303224),(59 80301624),(60 78769200),(61 76887080),(62 74923600),(63 73017940),(64 71328010),(65 70060060),(66 69274610),(67 68965130),(68 68999650),(69 69119180),(70 69022600),(71 68210550),(72 66689296),(73 64409296),(74 61389490),(75 58218596),(76 55293924),(77 53018236),(78 51400016),(79 50445668),
(1 336844),(2 1189869.1),(3 2346625),(4 3786406.5),(5 5420580.5),(6 7122273.5),(7 8817456),(8 10484437),(9 12094245),(10 13725731),(11 15402368),(12 17098028),(13 18781300),(14 20502092),(15 22234726),(16 23991216),(17 25708616),(18 27429990),(19 29132076),(20 30815866),(21 32455084),(22 34027320),(23 35558824),(24 37042868),(25 38521876),(26 40002456),(27 41464710),(28 42966730),(29 44465596),(30 45939400),(31 47398856),(32 48824044),(33 50222896),(34 51574380),(35 52897616),(36 54047144),(37 55162970),(38 56245976),(39 57228950),(40 58150104),(41 58979430),(42 59822324),(43 60573664),(44 61166870),(45 61636748),(46 61942964),(47 62164108),(48 62418050),(49 62716710),(50 63113044),(51 63852130),(52 64921100),(53 66330496),(54 67626060),(55 68836900),(56 70005070),(57 71197620),(58 71979790),(59 72173390),(60 71674690),(61 70613144),(62 68995210),(63 67092264),(64 65231210),(65 63673190),(66 62622810),(67 62155880),(68 62199308),(69 62543840),(70 62987572),(71 63171350),(72 63005600),(73 62474860),(74 61547064),(75 60608684),(76 59715304),(77 59041780),(78 58423776),(79 57917696),
(1 281286.78),(2 977351.56),(3 1918388.6),(4 3064664.3),(5 4326636.5),(6 5601312.5),(7 6829280.5),(8 7990275),(9 9039865),(10 10027847),(11 11009572),(12 11972180),(13 12919350),(14 13922786),(15 14981425),(16 16059966),(17 17190514),(18 18387642),(19 19667610),(20 21041724),(21 22468576),(22 23951970),(23 25515076),(24 27050774),(25 28650030),(26 30180996),(27 31724668),(28 33263374),(29 34843930),(30 36438970),(31 38061830),(32 39751004),(33 41439020),(34 43174868),(35 44993616),(36 46677332),(37 48309924),(38 49875376),(39 51238020),(40 52467676),(41 53532756),(42 54504730),(43 55307428),(44 55990824),(45 56557036),(46 56991616),(47 57333292),(48 57651244),(49 58020750),(50 58493740),(51 59177892),(52 60095188),(53 61090132),(54 61959932),(55 62625412),(56 63179948),(57 63689300),(58 63973956),(59 63845520),(60 63165756),(61 62133140),(62 60939584),(63 59699476),(64 58688452),(65 58119870),(66 58130456),(67 58689856),(68 59647572),(69 60742372),(70 61688212),(71 62440080),(72 62955932),(73 63362988),(74 63359480),(75 63168336),(76 62762460),(77 62200360),(78 61271724),(79 59940544),
(1 297466.63),(2 1054710.3),(3 2094636.6),(4 3364271),(5 4772123.5),(6 6185768.5),(7 7540296),(8 8808273),(9 9921755),(10 10961446),(11 11974320),(12 12951793),(13 13882287),(14 14826140),(15 15777963),(16 16708478),(17 17624926),(18 18542748),(19 19481366),(20 20410854),(21 21349180),(22 22274250),(23 23220314),(24 24114296),(25 24979538),(26 25801676),(27 26605970),(28 27373000),(29 28138120),(30 28853752),(31 29581532),(32 30277176),(33 30947638),(34 31588274),(35 32261274),(36 32866920),(37 33516526),(38 34244220),(39 34967516),(40 35741436),(41 36563692),(42 37365308),(43 38122136),(44 38669960),(45 39034276),(46 39185496),(47 39096540),(48 38799508),(49 38285788),(50 37671270),(51 37090196),(52 36721708),(53 36623652),(54 36658424),(55 36757190),(56 36979652),(57 37479308),(58 38047550),(59 38414276),(60 38468916),(61 38201880),(62 37598470),(63 36696584),(64 35667696),(65 34682652),(66 33930756),(67 33485084),(68 33346364),(69 33372726),(70 33463092),(71 33658224),(72 33986332),(73 34502516),(74 35028880),(75 35534376),(76 36008676),(77 36307276),(78 36219270),(79 35759976),
(1 284867.28),(2 998047.6),(3 1956494),(4 3099118),(5 4344162),(6 5599904.5),(7 6813798.5),(8 7929722.5),(9 8930777),(10 9859773),(11 10745895),(12 11546623),(13 12242756),(14 12862947),(15 13430996),(16 13904294),(17 14282461),(18 14604415),(19 14856009),(20 15048514),(21 15246289),(22 15467222),(23 15713779),(24 16016862),(25 16371631),(26 16793032),(27 17233642),(28 17652438),(29 18031680),(30 18355828),(31 18621438),(32 18835360),(33 19032088),(34 19241160),(35 19515598),(36 19837632),(37 20214068),(38 20646088),(39 21033578),(40 21394494),(41 21719600),(42 21946750),(43 22066066),(44 22078302),(45 21935066),(46 21688528),(47 21407282),(48 21174210),(49 21019080),(50 20947966),(51 21053866),(52 21458456),(53 22071538),(54 22661192),(55 23080976),(56 23380856),(57 23796212),(58 24284056),(59 24670836),(60 24904490),(61 24986494),(62 24785796),(63 24347538),(64 23722104),(65 22983488),(66 22312180),(67 21781876),(68 21397236),(69 21104208),(70 20856240),(71 20744136),(72 20928032),(73 21427614),(74 21998610),(75 22580436),(76 23141722),(77 23675434),(78 23995936),(79 24070422),
(1 266612.38),(2 903289.1),(3 1712213.5),(4 2644204.8),(5 3651041),(6 4674372),(7 5673984.5),(8 6610575),(9 7460663),(10 8280522.5),(11 9091163),(12 9835794),(13 10525100),(14 11196263),(15 11828603),(16 12398861),(17 12910156),(18 13369614),(19 13777964),(20 14189949),(21 14598094),(22 15029845),(23 15511856),(24 16013643),(25 16548715),(26 17094478),(27 17648260),(28 18180280),(29 18684252),(30 19137028),(31 19524174),(32 19830738),(33 20093896),(34 20296390),(35 20486728),(36 20649464),(37 20817184),(38 21000538),(39 21145574),(40 21285206),(41 21400750),(42 21515192),(43 21605310),(44 21642886),(45 21668670),(46 21696178),(47 21747186),(48 21855356),(49 22007236),(50 22173542),(51 22388298),(52 22637406),(53 22871256),(54 23099648),(55 23294314),(56 23537758),(57 23998580),(58 24572370),(59 25016752),(60 25207472),(61 25159420),(62 24972872),(63 24548186),(64 23932118),(65 23148376),(66 22277484),(67 21385710),(68 20497388),(69 19633198),(70 18823084),(71 18248864),(72 18035796),(73 18212818),(74 18641208),(75 19220854),(76 19898560),(77 20500424),(78 20844814),(79 20957764),
(1 280662.72),(2 940411.7),(3 1767598.4),(4 2701688.5),(5 3715554.8),(6 4741973.5),(7 5753647),(8 6706404.5),(9 7557192.5),(10 8371597),(11 9155005),(12 9853051),(13 10454019),(14 10992559),(15 11468129),(16 11850950),(17 12138338),(18 12359713),(19 12519550),(20 12664136),(21 12747284),(22 12812982),(23 12888882),(24 12974741),(25 13109323),(26 13261571),(27 13446264),(28 13645864),(29 13821057),(30 13933940),(31 13975141),(32 13937483),(33 13838200),(34 13667824),(35 13508940),(36 13378434),(37 13349050),(38 13429955),(39 13627773),(40 13934664),(41 14298432),(42 14717493),(43 15142568),(44 15520664),(45 15822240),(46 16004258),(47 16125239),(48 16174705),(49 16168968),(50 16097542),(51 15984766),(52 15916420),(53 15975511),(54 16158065),(55 16380388),(56 16573141),(57 17020386),(58 17548022),(59 18011682),(60 18305318),(61 18402010),(62 18335838),(63 18087582),(64 17655720),(65 16968154),(66 16146259),(67 15275519),(68 14499774),(69 13903302),(70 13403893),(71 12959656),(72 12773350),(73 13027640),(74 13533615),(75 14077062),(76 14674984),(77 15284344),(78 15672064),(79 15881446),
