1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 665059.8),(2 2378748.3),(3 5059080),(4 8492668),(5 12496855),(6 16906678),(7 21770818),(8 26874870),(9 32192474),(10 37804100),(11 43573216),(12 49321504),(13 54806676),(14 60361696),(15 65505204),(16 70398940),(17 76210800),(18 82236340),(19 87890130),(20 93341736),(21 97764424),(22 101451736),(23 104335620),(24 106730296),(25 108494264),(26 109685920),(27 110594600),(28 111512490),(29 112280936),(30 112836670),(31 113856024),(32 114893370),(33 115839840),(34 117101670),(35 118524840),(36 119582780),(37 120855770),(38 122187010),(39 123565240),(40 124902020),(41 126182400),(42 127511770),(43 128789496),(44 130208280),(45 131553920),(46 132883624),(47 134164290),(48 135176210),(49 136611970),(50 137744210),(51 138730060),(52 139734900),(53 140715580),(54 141293250),(55 141850980),(56 142264270),(57 142620380),(58 142788600),(59 142823860),(60 142524980),(61 142418270),(62 141977710),(63 141756400),(64 141056660),(65 140323700),(66 138962430),(67 137342260),(68 135107440),(69 132363480),(70 128925600),(71 125037736),(72 120924710),(73 117631464),(74 114585464),(75 111692520),(76 108959590),(77 106905304),(78 105214550),(79 104128216),
(1 770013.2),(2 2933502.5),(3 6324314.5),(4 10657150),(5 15808494),(6 21345744),(7 27152992),(8 33224692),(9 39404428),(10 45627870),(11 51772096),(12 57618132),(13 63031896),(14 68244670),(15 73206210),(16 78036940),(17 83350570),(18 88698260),(19 93493260),(20 97787944),(21 101019800),(22 103321416),(23 104799224),(24 105612150),(25 105733816),(26 105215016),(27 104562480),(28 103890456),(29 103278550),(30 103051220),(31 102959120),(32 103292190),(33 104038040),(34 105220420),(35 106890090),(36 109044200),(37 111226216),(38 113691010),(39 116400450),(40 119181120),(41 121957800),(42 124844650),(43 127742190),(44 130704550),(45 133624870),(46 136540030),(47 139383260),(48 142697040),(49 145291920),(50 147725220),(51 149923870),(52 152007140),(53 153960240),(54 155877800),(55 157514420),(56 158950960),(57 159997010),(58 160934820),(59 161530780),(60 162244530),(61 162536740),(62 162682480),(63 162929800),(64 162711070),(65 162339100),(66 161675400),(67 160598880),(68 159047630),(69 157062880),(70 154388830),(71 151218900),(72 148017700),(73 145163940),(74 142307680),(75 139263140),(76 136000590),(77 132715350),(78 129256920),(79 125466904),
(1 677645.7),(2 2550370.8),(3 5399409.5),(4 8970393),(5 13050824),(6 17215180),(7 21409498),(8 25588246),(9 29740550),(10 33844610),(11 37897496),(12 41884532),(13 45833664),(14 49847548),(15 53877296),(16 57811680),(17 61994180),(18 66060388),(19 69307220),(20 71933416),(21 73843060),(22 75016680),(23 75524200),(24 75484130),(25 74924200),(26 73979120),(27 72883416),(28 71721980),(29 70595240),(30 69697600),(31 68901770),(32 68366970),(33 68045496),(34 67865510),(35 67773900),(36 67844280),(37 67869496),(38 67907384),(39 67897896),(40 67852590),(41 67713896),(42 67568630),(43 67348824),(44 67083524),(45 66767744),(46 66387490),(47 65987748),(48 65750176),(49 65260770),(50 64825156),(51 64426990),(52 64151844),(53 63931628),(54 63950796),(55 64113056),(56 64425200),(57 64910690),(58 65614764),(59 66561824),(60 67918344),(61 68992904),(62 70201750),(63 71560904),(64 72735590),(65 73940856),(66 75143650),(67 76012170),(68 76520600),(69 76698136),(70 76301400),(71 75408710),(72 74387690),(73 73244740),(74 71819250),(75 70156450),(76 68339096),(77 66512896),(78 64813548),(79 63241100),
(1 658835.4),(2 2493895.5),(3 5301371.5),(4 8757934),(5 12650893),(6 16412110),(7 20029352),(8 23447094),(9 26689960),(10 29789510),(11 32800132),(12 35749100),(13 38723180),(14 41753990),(15 45051336),(16 48485320),(17 51898430),(18 55101908),(19 57777436),(20 59939830),(21 61601090),(22 62697784),(23 63290310),(24 63401610),(25 63062770),(26 62429412),(27 61744570),(28 61024996),(29 60437250),(30 60126756),(31 59902380),(32 59951150),(33 60235130),(34 60647170),(35 61139790),(36 61656690),(37 62041044),(38 62349750),(39 62577040),(40 62711396),(41 62732290),(42 62664988),(43 62563976),(44 62395476),(45 62173228),(46 61974200),(47 61760028),(48 61560748),(49 61456596),(50 61463204),(51 61487176),(52 61686656),(53 61974252),(54 62350052),(55 62770604),(56 63241710),(57 63802084),(58 64481456),(59 65356110),(60 66476244),(61 67577940),(62 68700000),(63 69775200),(64 70816810),(65 71709260),(66 72578730),(67 73208030),(68 73718140),(69 74019680),(70 74112250),(71 73928730),(72 73697630),(73 73391784),(74 72849420),(75 72209150),(76 71642000),(77 71318180),(78 71349630),(79 71782430),
(1 626556.6),(2 2371624),(3 4985819),(4 8063141),(5 11276103),(6 14123767),(7 16547955),(8 18500998),(9 20062602),(10 21347944),(11 22533652),(12 23696596),(13 24970310),(14 26435870),(15 28269016),(16 30418008),(17 32654626),(18 34888868),(19 36977130),(20 38813988),(21 40452320),(22 41813724),(23 42821508),(24 43544824),(25 43921060),(26 44104460),(27 44150092),(28 44189500),(29 44293320),(30 44565092),(31 44996988),(32 45614376),(33 46405252),(34 47290396),(35 48241696),(36 49263548),(37 50308950),(38 51425396),(39 52538670),(40 53763004),(41 55016816),(42 56338340),(43 57747876),(44 59242492),(45 60801076),(46 62407090),(47 64034770),(48 65597564),(49 67143450),(50 68702280),(51 70196320),(52 71629290),(53 72978360),(54 74208380),(55 75292490),(56 76229384),(57 77044170),(58 77794536),(59 78545144),(60 79271040),(61 80029240),(62 80717800),(63 81456136),(64 82164070),(65 82798770),(66 83485976),(67 84268290),(68 85135930),(69 86049784),(70 86880520),(71 87545220),(72 88200630),(73 88643240),(74 88764730),(75 88657910),(76 88478530),(77 88237390),(78 88131960),(79 88198536),
(1 734330.44),(2 2764536.8),(3 5680690),(4 8925055),(5 11985528),(6 14411923),(7 16040934),(8 16877268),(9 17089114),(10 16896788),(11 16570051),(12 16291104),(13 16245070),(14 16518394),(15 17161020),(16 18159700),(17 19400152),(18 20845638),(19 22333260),(20 23758276),(21 25070700),(22 26139902),(23 26886204),(24 27347564),(25 27513088),(26 27470256),(27 27284534),(28 27017036),(29 26767292),(30 26629232),(31 26590646),(32 26673030),(33 26850822),(34 27129844),(35 27452148),(36 27797622),(37 28188992),(38 28558636),(39 28904564),(40 29255108),(41 29588860),(42 29985786),(43 30385492),(44 30824816),(45 31257066),(46 31705690),(47 32144564),(48 32528908),(49 32894416),(50 33309264),(51 33708156),(52 34125730),(53 34542824),(54 34961376),(55 35363596),(56 35751680),(57 36149908),(58 36591296),(59 37154644),(60 37799244),(61 38568708),(62 39428868),(63 40436044),(64 41485828),(65 42599704),(66 43781492),(67 45051388),(68 46253340),(69 47363896),(70 48143180),(71 48481908),(72 48438250),(73 47876990),(74 46601220),(75 44764470),(76 42569170),(77 40320400),(78 38433344),(79 37201510),
(1 763533.75),(2 2863261.8),(3 5832270),(4 9056754),(5 11964688),(6 14134389),(7 15355153),(8 15733451),(9 15468014),(10 14878238),(11 14248404),(12 13787111),(13 13644633),(14 13878225),(15 14465959),(16 15431241),(17 16654967),(18 18057380),(19 19578934),(20 21082930),(21 22483592),(22 23630340),(23 24456864),(24 24988844),(25 25221346),(26 25223478),(27 25048640),(28 24803918),(29 24537588),(30 24324974),(31 24201438),(32 24147070),(33 24154686),(34 24197494),(35 24225900),(36 24192766),(37 24091250),(38 23886316),(39 23638706),(40 23350302),(41 23014680),(42 22644588),(43 22240918),(44 21817340),(45 21365868),(46 20950194),(47 20587262),(48 20290490),(49 20064322),(50 19976502),(51 20044846),(52 20288292),(53 20732572),(54 21336040),(55 22122076),(56 23070892),(57 24229608),(58 25552898),(59 27060672),(60 28616312),(61 30250108),(62 31815702),(63 33264684),(64 34575660),(65 35726456),(66 36747584),(67 37615976),(68 38301124),(69 38845316),(70 39188256),(71 39327890),(72 39250264),(73 38883736),(74 38161388),(75 37195676),(76 36068316),(77 35093184),(78 34466204),(79 34366300),
(1 737941.9),(2 2722758.3),(3 5436833),(4 8228625),(5 10566532),(6 12093019),(7 12738437),(8 12669474),(9 12196526),(10 11624601),(11 11207102),(12 11042707),(13 11140889),(14 11510442),(15 12103463),(16 12948314),(17 14035728),(18 15288229),(19 16627140),(20 17882770),(21 18923776),(22 19652558),(23 20066604),(24 20213194),(25 20095172),(26 19800804),(27 19413748),(28 19046260),(29 18729656),(30 18491000),(31 18387352),(32 18368248),(33 18428488),(34 18557496),(35 18721556),(36 18907750),(37 19094280),(38 19331324),(39 19635076),(40 19992344),(41 20373016),(42 20778674),(43 21206984),(44 21624772),(45 22001598),(46 22353644),(47 22702874),(48 23013080),(49 23322086),(50 23655386),(51 24014210),(52 24423734),(53 24880994),(54 25410810),(55 26026116),(56 26684470),(57 27332012),(58 27956268),(59 28546506),(60 29101210),(61 29586072),(62 30031000),(63 30391202),(64 30674754),(65 30942860),(66 31224904),(67 31575854),(68 31936716),(69 32332002),(70 32708996),(71 32973068),(72 33057664),(73 33069214),(74 33023964),(75 32827154),(76 32614484),(77 32470002),(78 32532038),(79 32763326),
(1 596795.6),(2 2150394.3),(3 4163915.3),(4 6124539),(5 7635209.5),(6 8507560),(7 8808542),(8 8785187),(9 8716159),(10 8776104),(11 8987616),(12 9262404),(13 9535805),(14 9803563),(15 10112075),(16 10567243),(17 11162973),(18 11845035),(19 12604023),(20 13275778),(21 13769321),(22 14075119),(23 14221645),(24 14245210),(25 14162940),(26 14029463),(27 13878899),(28 13736296),(29 13607459),(30 13498870),(31 13456325),(32 13471479),(33 13561481),(34 13725778),(35 13927714),(36 14162942),(37 14446498),(38 14868680),(39 15374709),(40 15938605),(41 16560019),(42 17201768),(43 17870920),(44 18528068),(45 19146774),(46 19703688),(47 20190964),(48 20594266),(49 20890970),(50 21036724),(51 21081720),(52 20988180),(53 20790114),(54 20532810),(55 20299982),(56 20104008),(57 19945458),(58 19841394),(59 19795508),(60 19801370),(61 19857164),(62 19976232),(63 20137960),(64 20271192),(65 20393566),(66 20400816),(67 20363608),(68 20145872),(69 19789486),(70 19318576),(71 18864220),(72 18408238),(73 18000934),(74 17663740),(75 17352620),(76 17064896),(77 16794830),(78 16584600),(79 16517670),
(1 457578.38),(2 1607245.8),(3 3016261.8),(4 4284675),(5 5166269),(6 5615496.5),(7 5758243),(8 5844390),(9 6041809.5),(10 6380353),(11 6741394.5),(12 6993761.5),(13 7112904),(14 7164583),(15 7189114),(16 7337812.5),(17 7690518),(18 8158134),(19 8629436),(20 9007900),(21 9259975),(22 9395101),(23 9431115),(24 9404132),(25 9348323),(26 9306145),(27 9280900),(28 9269973),(29 9291232),(30 9353392),(31 9477804),(32 9662234),(33 9904103),(34 10154292),(35 10390315),(36 10624330),(37 10922326),(38 11279506),(39 11646186),(40 12015914),(41 12386322),(42 12742771),(43 13091002),(44 13411149),(45 13700126),(46 13936843),(47 14112944),(48 14236861),(49 14301413),(50 14305728),(51 14280279),(52 14242462),(53 14217700),(54 14232548),(55 14310428),(56 14413434),(57 14534056),(58 14639541),(59 14729758),(60 14796176),(61 14862332),(62 14958964),(63 15034549),(64 15103790),(65 15126176),(66 14970290),(67 14692708),(68 14241133),(69 13707396),(70 13179995),(71 12751352),(72 12473445),(73 12383618),(74 12461625),(75 12572508),(76 12672337),(77 12737666),(78 12788233),(79 12963902),
(1 392415.72),(2 1345966.5),(3 2451182.3),(4 3380176),(5 3985369.5),(6 4263012),(7 4408132.5),(8 4669644),(9 5161573.5),(10 5827197.5),(11 6492671),(12 6969176),(13 7209650),(14 7276073.5),(15 7280104.5),(16 7428911),(17 7756144.5),(18 8140455.5),(19 8477409),(20 8716388),(21 8880723),(22 8956297),(23 8955770),(24 8936936),(25 8939049),(26 9005169),(27 9119209),(28 9270690),(29 9459378),(30 9688416),(31 9961877),(32 10251557),(33 10545743),(34 10782808),(35 10989157),(36 11200905),(37 11461094),(38 11743713),(39 12047157),(40 12380147),(41 12757409),(42 13165137),(43 13609157),(44 14060356),(45 14496006),(46 14912899),(47 15282056),(48 15603368),(49 15914261),(50 16224075),(51 16527514),(52 16848250),(53 17185466),(54 17562692),(55 17920666),(56 18249436),(57 18512572),(58 18689014),(59 18720048),(60 18612238),(61 18363608),(62 18009776),(63 17556182),(64 17096592),(65 16638108),(66 16190831),(67 15817574),(68 15478494),(69 15174413),(70 14923693),(71 14807757),(72 14894361),(73 15139947),(74 15376814),(75 15472222),(76 15405828),(77 15248853),(78 15077976),(79 15005954),
