1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 241143.3),(2 797311.7),(3 1565499.1),(4 2482456.8),(5 3547232.8),(6 4565589),(7 5519220.5),(8 6338905.5),(9 6974606.5),(10 7430843.5),(11 7863196.5),(12 8208728),(13 8455673),(14 8348529.5),(15 8032759.5),(16 7968920),(17 8159429.5),(18 7907617.5),(19 7399996.5),(20 7130688.5),(21 7088966.5),(22 7278935.5),(23 7601120),(24 7868096),(25 8400692),(26 8808971),(27 9072301),(28 9424925),(29 9639621),(30 9632455),(31 9598157),(32 9536704),(33 9465681),(34 9526344),(35 9575504),(36 9346929),(37 9292525),(38 9462811),(39 9719731),(40 9719693),(41 9844804),(42 10212411),(43 10596291),(44 11027269),(45 11429881),(46 11672509),(47 11851204),(48 11941477),(49 12036479),(50 12051923),(51 11844893),(52 11444304),(53 10948449),(54 10431696),(55 9846453),(56 9166908),(57 8584295),(58 8101682.5),(59 7953189.5),(60 7922650.5),(61 8033942.5),(62 8117508),(63 7989794.5),(64 8001716),(65 8309319.5),(66 8610626),(67 8825893),(68 8861380),(69 9035886),(70 9073899),(71 8958543),(72 8989535),(73 9206873),(74 9506874),(75 9657632),(76 9600233),(77 9480003),(78 9260565),(79 9158085),
(1 255359.83),(2 715255.1),(3 1043545.94),(4 1233994.8),(5 1358461.3),(6 1397824.5),(7 1351806.4),(8 1307498.6),(9 1269524),(10 1267294.4),(11 1300940.9),(12 1316656.4),(13 1388334.9),(14 1471946.4),(15 1590084.9),(16 1611489.4),(17 1566628),(18 1514045.4),(19 1542173.9),(20 1589283.1),(21 1599705.6),(22 1533956.8),(23 1445938.1),(24 1388308.1),(25 1384897.3),(26 1431106.1),(27 1450035.9),(28 1447552.5),(29 1465907.5),(30 1412032),(31 1353356.4),(32 1360602.5),(33 1407980.6),(34 1426560.4),(35 1426935.9),(36 1433120.4),(37 1472377),(38 1504767.5),(39 1564283.5),(40 1589109.9),(41 1602519.3),(42 1582440.9),(43 1580959.6),(44 1623894.6),(45 1680110.8),(46 1730466.1),(47 1765089.4),(48 1742987.1),(49 1685155.5),(50 1619730.6),(51 1592964.8),(52 1597522.8),(53 1607399),(54 1595227.1),(55 1608853),(56 1667625.8),(57 1805872.4),(58 1864465.9),(59 1804352.8),(60 1681860.5),(61 1615017.4),(62 1610033),(63 1646778.3),(64 1703422.8),(65 1743916.4),(66 1752825.6),(67 1769690.1),(68 1727684.8),(69 1723709.6),(70 1675032.5),(71 1664874.8),(72 1706904.8),(73 1738172.1),(74 1700796.1),(75 1649535),(76 1621406.3),(77 1659268),(78 1682036.5),(79 1654224),
(1 240712.77),(2 640094.94),(3 910001.2),(4 1045705.94),(5 1123335.6),(6 1188945.3),(7 1188774.5),(8 1175960.1),(9 1136021.1),(10 1147594.4),(11 1223623.8),(12 1293514.6),(13 1398643.9),(14 1490791),(15 1528652.4),(16 1481652.4),(17 1382816.4),(18 1300462.5),(19 1327399.6),(20 1345936.8),(21 1348070),(22 1332417.5),(23 1324535.3),(24 1290418.5),(25 1261303.1),(26 1271713.3),(27 1318654.1),(28 1353260.9),(29 1349703.9),(30 1326717),(31 1315829.6),(32 1303740.4),(33 1296635.9),(34 1282154.1),(35 1288432.8),(36 1295336),(37 1327670),(38 1360936.1),(39 1414737),(40 1402230.1),(41 1414137.6),(42 1430726.9),(43 1433906.1),(44 1417824),(45 1444791.6),(46 1462011.6),(47 1505847.9),(48 1558103.6),(49 1557214.4),(50 1540675.4),(51 1518299.6),(52 1487254.4),(53 1456609.1),(54 1465762.6),(55 1523650.5),(56 1571058),(57 1625109.9),(58 1598706.1),(59 1486098.4),(60 1399317.1),(61 1369297),(62 1415042.4),(63 1461176.4),(64 1465873.9),(65 1520957.5),(66 1532362.6),(67 1510196.4),(68 1472234.6),(69 1424171.6),(70 1325676.6),(71 1270053.1),(72 1328746.5),(73 1399648.6),(74 1421146.4),(75 1407853.4),(76 1386203.4),(77 1392540.6),(78 1355884.4),(79 1291918.4),
(1 232228.31),(2 613886.2),(3 848558.06),(4 970869.06),(5 1034083.7),(6 1052917.3),(7 1052386),(8 1053727.5),(9 1031728),(10 1020177.6),(11 1087809.8),(12 1106415),(13 1150594.5),(14 1236639.9),(15 1289461.5),(16 1243199.9),(17 1130475.8),(18 1076489.9),(19 1095504.5),(20 1122133.8),(21 1148747.3),(22 1100519.3),(23 1067202.8),(24 1104258.6),(25 1174696.5),(26 1231617.6),(27 1294011.3),(28 1299981.9),(29 1263116.9),(30 1219936.8),(31 1155366.8),(32 1077917),(33 1080326.1),(34 1078047.3),(35 1091971.5),(36 1105404.1),(37 1110917.9),(38 1090743.1),(39 1089379.5),(40 1073383.8),(41 1062128.1),(42 1069791),(43 1074634.5),(44 1076423.4),(45 1054594.5),(46 1037250.75),(47 1065156),(48 1120663.5),(49 1126978.4),(50 1119913),(51 1111951.8),(52 1107049.1),(53 1109170.5),(54 1090171.5),(55 1108386.4),(56 1164833),(57 1232701.1),(58 1266045.6),(59 1222435.6),(60 1111723.9),(61 1071199),(62 1108863.5),(63 1199586.5),(64 1241857.4),(65 1256638.4),(66 1213678.1),(67 1156342.9),(68 1108404.4),(69 1079355.5),(70 1073317.6),(71 1079201.6),(72 1083452),(73 1112714.3),(74 1127544.4),(75 1129592.1),(76 1136576),(77 1162862.1),(78 1136486.8),(79 1077495.4),
(1 235136.8),(2 630354.1),(3 864501.94),(4 917871.6),(5 904194.56),(6 888956.6),(7 895436.6),(8 889459.94),(9 909943.94),(10 925902.25),(11 966952.2),(12 991467.7),(13 1017096.2),(14 1063406.1),(15 1119913.9),(16 1123710.8),(17 1065332.5),(18 1007987.5),(19 995085.1),(20 1011225.5),(21 1014052.2),(22 964229.8),(23 949475.1),(24 1022033.4),(25 1146767.3),(26 1213349),(27 1242092.3),(28 1234786.5),(29 1215390.4),(30 1195249.4),(31 1137720.5),(32 1060573.9),(33 1005329.06),(34 996449.5),(35 1023234.4),(36 1030134.25),(37 1011057.7),(38 1018666.8),(39 1072036.5),(40 1104580.6),(41 1079332.1),(42 983797.5),(43 920545.44),(44 946523.06),(45 959883.06),(46 947071.94),(47 956920.3),(48 977827.25),(49 1027384.9),(50 1043750.56),(51 1069762.5),(52 1079159),(53 1063042.3),(54 1048463.06),(55 1034938.5),(56 1075981.6),(57 1139097.4),(58 1156839),(59 1118336.5),(60 1021389.7),(61 1024424.8),(62 1102222.5),(63 1156094.1),(64 1168896.1),(65 1130084.3),(66 1044560),(67 975746.3),(68 965237.94),(69 1025988.2),(70 1052605.6),(71 1038093.75),(72 995225.6),(73 991058.5),(74 1010483.7),(75 1044310.06),(76 1103308.3),(77 1134597.3),(78 1105787),(79 991870.56),
(1 235806),(2 618988.56),(3 805726.5),(4 819286.5),(5 804141.3),(6 781395.44),(7 801154.8),(8 803440.1),(9 819440.56),(10 841229.06),(11 869796.7),(12 912570.94),(13 940602.06),(14 951493.6),(15 981493.7),(16 979021.25),(17 955637.6),(18 947192.94),(19 955060),(20 947347.7),(21 914311.5),(22 845308.9),(23 813090.4),(24 855791.2),(25 931435.44),(26 973874.75),(27 977664.1),(28 931863.5),(29 921688.75),(30 948680.4),(31 996504.1),(32 992491.7),(33 964812.56),(34 952124.25),(35 975974.44),(36 977749.94),(37 921348.75),(38 870992.4),(39 903347.9),(40 956019.7),(41 989825.7),(42 957165.1),(43 933416.8),(44 933910.7),(45 939138.9),(46 932597.56),(47 915272.9),(48 906562.7),(49 913897.1),(50 919236.1),(51 929386.7),(52 947025.06),(53 922908.1),(54 889395.44),(55 918971.1),(56 994399.25),(57 1051850.3),(58 1020276.7),(59 952392.9),(60 910707.06),(61 939258.5),(62 1026169.94),(63 1088222.3),(64 1115805.4),(65 1088349.4),(66 1010293.06),(67 915739.44),(68 908815.7),(69 991357.2),(70 1023075.2),(71 969068.06),(72 911809.75),(73 894231.75),(74 914314.1),(75 954083.3),(76 985966.06),(77 992187.2),(78 959155.7),(79 904042.06),
(1 215536.33),(2 541939.9),(3 670928.56),(4 638040.4),(5 616230.3),(6 644717.44),(7 659794.94),(8 630782.6),(9 644621.4),(10 706172.94),(11 766535.44),(12 753183.6),(13 718436.4),(14 724550.7),(15 761974.8),(16 796431.75),(17 823549.94),(18 838132.2),(19 823660.3),(20 800500.8),(21 772537.75),(22 740735.06),(23 734014.9),(24 783393.06),(25 854589.1),(26 880178.44),(27 874547.06),(28 862590.4),(29 831506.56),(30 818316.25),(31 841452.25),(32 845942.4),(33 813189.44),(34 786595.9),(35 813157.2),(36 844527.44),(37 827324.56),(38 787184.44),(39 792024.56),(40 815066.25),(41 831172.7),(42 811067.44),(43 791474.94),(44 789943.44),(45 784825.4),(46 762032.56),(47 738849.06),(48 736480.6),(49 751232.25),(50 767281.2),(51 766382),(52 781891),(53 783968.4),(54 715909.75),(55 696113.3),(56 749977.06),(57 819265.44),(58 823857.2),(59 743342.56),(60 660522.8),(61 685346.6),(62 746737.1),(63 784204.94),(64 795477.3),(65 804117.9),(66 787692.1),(67 751080.94),(68 741802.94),(69 789190.7),(70 803962.8),(71 752182.7),(72 697956.75),(73 684473.3),(74 686941.4),(75 707031.1),(76 731990.7),(77 781526.06),(78 802137.56),(79 761725.06),
(1 172427.39),(2 440006.6),(3 568221.44),(4 578507.25),(5 587398.6),(6 606836),(7 606189.2),(8 576389.25),(9 577934.2),(10 591069.75),(11 608245.4),(12 602755.7),(13 612004.56),(14 624133.4),(15 653519.5),(16 674011.1),(17 706055.44),(18 725810.2),(19 726129.44),(20 707634.06),(21 706785.25),(22 706836.5),(23 692407.75),(24 695718.3),(25 731791.6),(26 756847.56),(27 767418.44),(28 781766.6),(29 780002.2),(30 753577.4),(31 750296.06),(32 726699.44),(33 704413.56),(34 712566.2),(35 747205.94),(36 771689.2),(37 757388.2),(38 708516),(39 697653.56),(40 713321.7),(41 723318.94),(42 693631.06),(43 680103.1),(44 677334.06),(45 702987.6),(46 699319.94),(47 680135.75),(48 656232.1),(49 668566.9),(50 704294.3),(51 728510.8),(52 734346.94),(53 723974.8),(54 684668.06),(55 660171.25),(56 671182.94),(57 720615.94),(58 747241.94),(59 740198.3),(60 707868.1),(61 719715.44),(62 760957.8),(63 817782.94),(64 845781.44),(65 837723.1),(66 783173.94),(67 739544.94),(68 734043.06),(69 777461.4),(70 801874.75),(71 768260.44),(72 716521.94),(73 693987.8),(74 707477.2),(75 729595.4),(76 748597.06),(77 775650.9),(78 774631.25),(79 749338.5),
(1 150522.78),(2 367760.22),(3 449195.75),(4 448797.75),(5 472339.5),(6 506867.75),(7 518981.47),(8 500324.25),(9 496326.03),(10 504061.63),(11 523020),(12 528864.6),(13 520548),(14 513010.2),(15 529088.06),(16 545399.1),(17 563435.4),(18 572387.25),(19 578085.44),(20 575562.44),(21 568992.7),(22 553579.9),(23 542728.56),(24 560702.9),(25 580999.9),(26 586653.3),(27 584449.94),(28 580937.9),(29 572289.4),(30 548684.25),(31 552242.56),(32 565951.2),(33 579423.8),(34 590988.1),(35 604649.25),(36 617942.06),(37 615769.2),(38 597880.75),(39 601655.8),(40 618009.44),(41 636881),(42 623804.25),(43 616793.7),(44 620941.3),(45 632281.3),(46 627876.1),(47 623493),(48 613888.94),(49 599636.9),(50 604964.06),(51 629834.7),(52 659556.9),(53 681271),(54 652739),(55 596269.9),(56 561855.5),(57 585551.1),(58 598842.06),(59 580053.94),(60 556801.9),(61 554319),(62 581536.56),(63 628065.94),(64 655390.6),(65 656791.9),(66 612852.75),(67 584799.7),(68 600471.3),(69 623919.2),(70 629799.6),(71 619202.2),(72 629848.4),(73 648169),(74 636187.44),(75 627823.5),(76 636322.5),(77 662804.5),(78 655417),(79 648794),
(1 149983.89),(2 366357),(3 448276),(4 427908.25),(5 433549.2),(6 479686.28),(7 518681.25),(8 513046.66),(9 523825.16),(10 541856.5),(11 573553.06),(12 566576.3),(13 525368.2),(14 506144.38),(15 545201),(16 585738.7),(17 590886),(18 553403.9),(19 536612.75),(20 551580.25),(21 563926.4),(22 543452.56),(23 528648.1),(24 543085),(25 571421.2),(26 572117.4),(27 558775.75),(28 564847.4),(29 592992.5),(30 594104.06),(31 571746.6),(32 538530.44),(33 529808.25),(34 541253.25),(35 576120.8),(36 592411.6),(37 587334.6),(38 565454.44),(39 592043.9),(40 620025.4),(41 631158.4),(42 609252.1),(43 599141.75),(44 615359),(45 646783.25),(46 646574.25),(47 636074.94),(48 611765.94),(49 611624.5),(50 627994),(51 633409),(52 617141),(53 622426.1),(54 641310.1),(55 639367.6),(56 596968.1),(57 580326.6),(58 588905.2),(59 599691.3),(60 592911.1),(61 588439.5),(62 588210.6),(63 615558.25),(64 625573.5),(65 620102.1),(66 589786.56),(67 567174.56),(68 566968.94),(69 586265.94),(70 587753.6),(71 573720.94),(72 574260.25),(73 599474.25),(74 600110.3),(75 600290.4),(76 597637.75),(77 593857.4),(78 577956.8),(79 570703.9),
(1 144743.16),(2 361176.1),(3 445894.38),(4 426859.75),(5 418152.6),(6 441580.53),(7 462182.22),(8 458928.53),(9 471283.84),(10 477954.44),(11 490321.4),(12 497514.06),(13 489792.8),(14 478484.28),(15 511985.4),(16 558123),(17 572490.7),(18 527712.3),(19 489805.72),(20 489546.75),(21 514535.5),(22 516599.7),(23 509297.63),(24 523322),(25 552040.7),(26 556098.94),(27 548188.2),(28 549529.2),(29 551283.7),(30 538611.9),(31 536886.06),(32 534753.94),(33 535954.94),(34 537071),(35 563787),(36 580644.9),(37 566093.9),(38 535480.44),(39 540172.2),(40 570003.7),(41 600970.8),(42 594651.25),(43 554512.6),(44 516594.6),(45 526947.8),(46 546395.5),(47 559485.7),(48 536646.8),(49 507955.03),(50 499103.13),(51 516099.34),(52 526047.3),(53 537156.2),(54 553941.3),(55 557207.4),(56 529563.56),(57 492952.8),(58 483586.9),(59 506374.16),(60 537730.1),(61 546651.75),(62 529940.94),(63 539494.94),(64 547295.3),(65 541734.25),(66 534579.7),(67 546463.3),(68 559390.4),(69 569783.56),(70 559467.75),(71 561123.3),(72 575771.8),(73 575241.4),(74 560311.9),(75 572615),(76 600555.1),(77 595923),(78 566575.8),(79 556367.75),
(1 146134.02),(2 360525.75),(3 426514.8),(4 395967),(5 389568.9),(6 422259.2),(7 457194.9),(8 453008.34),(9 435542.66),(10 435793.25),(11 459003.94),(12 480796.47),(13 496767.6),(14 505235.66),(15 525611.44),(16 536777.75),(17 526836.3),(18 491108.16),(19 474571.06),(20 476054.9),(21 484106.28),(22 470712.5),(23 480531.1),(24 517147.1),(25 535523.06),(26 519873.5),(27 513139.88),(28 523948.56),(29 533574.44),(30 519313.94),(31 509228.97),(32 495081.5),(33 487435.38),(34 488511.94),(35 518718.75),(36 535807.6),(37 513017.72),(38 467958.06),(39 484042.28),(40 536189.8),(41 559778),(42 536010.3),(43 499641.72),(44 478948.97),(45 493930.7),(46 490040.22),(47 481065.38),(48 472858.28),(49 455404.63),(50 438584.94),(51 459135.38),(52 476795.22),(53 476318.9),(54 474723.72),(55 478592.4),(56 465186.88),(57 457401.63),(58 457232.63),(59 470162.16),(60 486926.75),(61 491332.63),(62 481567.2),(63 494382.13),(64 504048.06),(65 494684.84),(66 474462.34),(67 496139.16),(68 536898.75),(69 528985.7),(70 482963.78),(71 474465.16),(72 512822.34),(73 539911.75),(74 521759.78),(75 522986.7),(76 548915.06),(77 559300.3),(78 532446.9),(79 506610.06),
(1 135179.14),(2 335260.88),(3 407613.2),(4 398213.38),(5 415010.6),(6 456911.5),(7 473367.72),(8 443529.13),(9 421202.22),(10 435302.44),(11 473080.22),(12 491621.28),(13 485886.94),(14 484761.38),(15 499081.28),(16 515077.5),(17 523325.78),(18 526450.3),(19 528196.2),(20 510208),(21 489636.78),(22 467307.34),(23 482942.16),(24 515326.72),(25 525190.4),(26 496063.56),(27 472408.38),(28 480132.06),(29 492041.84),(30 481435.94),(31 485606.72),(32 485775.63),(33 470697.66),(34 450608.78),(35 455568.47),(36 466386.28),(37 459931.6),(38 434547.63),(39 446307.13),(40 482389.94),(41 492459.94),(42 466065),(43 449439.4),(44 443515.28),(45 452632.03),(46 447631.7),(47 429370.47),(48 416669.47),(49 416042.9),(50 415234.44),(51 423619.03),(52 424248.9),(53 418846.9),(54 422610.4),(55 444530.34),(56 449169.88),(57 444121.7),(58 439228),(59 452524.7),(60 464598.63),(61 472420.38),(62 472261.56),(63 486541.28),(64 479062.88),(65 455440.56),(66 444293.72),(67 469781.22),(68 498722.66),(69 493700.13),(70 456098.28),(71 443620.4),(72 471422.38),(73 477718.72),(74 456921.47),(75 468465.28),(76 508391.38),(77 529370),(78 514822.5),(79 490970.06),
(1 120821.6),(2 287576.53),(3 329617.5),(4 311527.7),(5 326264.6),(6 359461.25),(7 380819.53),(8 368913.9),(9 347881.03),(10 350076.03),(11 362391.94),(12 368959.6),(13 371152.97),(14 376870.28),(15 384245.7),(16 393892.28),(17 406372.22),(18 414010.2),(19 411521.44),(20 384105.22),(21 372018.4),(22 363590.97),(23 382409.97),(24 413597.22),(25 416129.6),(26 379890.2),(27 354252.34),(28 370043.63),(29 399853.03),(30 401946.6),(31 392672.3),(32 377896.1),(33 375809.5),(34 383808.84),(35 401936.88),(36 397266.7),(37 376991.34),(38 357529.6),(39 370840.84),(40 393800.2),(41 384043.7),(42 349053.8),(43 339464.94),(44 358681.9),(45 373104.13),(46 364316.03),(47 368708.28),(48 375558),(49 366730.63),(50 364442.78),(51 373581.25),(52 368324.13),(53 369014.84),(54 383083.03),(55 382815.78),(56 369380.47),(57 364768.88),(58 364260.4),(59 358789.03),(60 361916.5),(61 370754.03),(62 374949.66),(63 380536.22),(64 382432.47),(65 372806.94),(66 364530),(67 391823.53),(68 407970.88),(69 384109.28),(70 344971.88),(71 347659.63),(72 370515.8),(73 363972.38),(74 350882.03),(75 373166.16),(76 406044.4),(77 413634.75),(78 391711.88),(79 381749.6),
(1 98222.93),(2 234965.6),(3 279027.97),(4 269410.56),(5 273440.25),(6 291887.22),(7 312678.13),(8 304708.13),(9 286104.6),(10 275520.22),(11 283666.22),(12 297457.7),(13 313346.03),(14 321157.7),(15 325250),(16 329046.72),(17 348375.66),(18 365273.38),(19 369918.97),(20 348070.44),(21 320650.66),(22 306656.38),(23 320691.13),(24 348621.16),(25 361847.97),(26 337339.88),(27 320428.16),(28 328001.44),(29 353431.47),(30 367430.13),(31 366926.44),(32 354980.13),(33 353014.84),(34 362305.13),(35 382061.7),(36 370999),(37 340838.97),(38 319693.94),(39 340592.22),(40 370957.66),(41 367453.8),(42 351196.78),(43 341188.28),(44 347449.03),(45 357729.6),(46 351227.56),(47 351567.97),(48 350085.72),(49 337246.2),(50 337361.34),(51 339646.03),(52 320154.72),(53 323905.66),(54 346858.44),(55 358269.7),(56 346465.25),(57 338172.47),(58 333412.97),(59 325175.63),(60 313563.13),(61 322004.66),(62 323450.75),(63 323153.06),(64 318498.5),(65 327570.3),(66 336938.06),(67 340827.56),(68 338178.66),(69 321095.03),(70 303683.8),(71 303582.9),(72 317551.6),(73 328713.88),(74 326364.4),(75 336144.25),(76 350651.84),(77 361986.16),(78 352537.56),(79 342579.75),
(1 80667.96),(2 190005.9),(3 228116.33),(4 234035.38),(5 252940.94),(6 270443.5),(7 277645.28),(8 268421.88),(9 266610.03),(10 265075.25),(11 274231.78),(12 286597.22),(13 291975.78),(14 293442.13),(15 299768),(16 299403.88),(17 301673.16),(18 301970.88),(19 303602.1),(20 299144.84),(21 293428.4),(22 288118.34),(23 296166.97),(24 307589.88),(25 318679.78),(26 311047.25),(27 301311.44),(28 301770.66),(29 317161.28),(30 334891.47),(31 353381.88),(32 339176.25),(33 321998.78),(34 325425.5),(35 335272.25),(36 331035.97),(37 315715.78),(38 291749.03),(39 297720.47),(40 326701.03),(41 337616.97),(42 308610.72),(43 288525.03),(44 287689),(45 294915.5),(46 300872.2),(47 314732.13),(48 314214.66),(49 310639.47),(50 313598.8),(51 310623.47),(52 288274.8),(53 285552.66),(54 301882.06),(55 312989.2),(56 313086.6),(57 309793.66),(58 304190.44),(59 305215.44),(60 300316.84),(61 305238.4),(62 298930.63),(63 298173.38),(64 297498.75),(65 302336.34),(66 304716.25),(67 298483.66),(68 292223.28),(69 296308.88),(70 302122.78),(71 301941.03),(72 296139.22),(73 299117.2),(74 313066.13),(75 329274.88),(76 328522.03),(77 319414.56),(78 305423.72),(79 302657.25),
(1 73293.914),(2 171185.31),(3 203609.86),(4 210888.14),(5 227836.9),(6 244096.47),(7 249571.72),(8 243984.1),(9 241932.67),(10 246575.22),(11 256816.53),(12 264269.16),(13 272629.94),(14 286128.84),(15 292822.16),(16 280902.16),(17 272729.28),(18 272832.38),(19 275921.2),(20 270753.3),(21 264562.16),(22 260303.9),(23 270209.1),(24 277807.22),(25 280201.63),(26 274307.66),(27 265420.28),(28 258896.14),(29 264288.56),(30 286472.16),(31 312887.22),(32 314650.56),(33 309022.28),(34 310834.88),(35 319380.9),(36 319711.2),(37 310991.8),(38 294600.75),(39 292681),(40 312968.06),(41 319754.56),(42 296646.56),(43 274945.66),(44 275440.5),(45 285319.72),(46 287148.28),(47 285272.44),(48 273105.9),(49 282272.75),(50 291505.38),(51 292149.66),(52 285132.16),(53 284360.84),(54 288205.8),(55 293656.25),(56 287256.63),(57 283148.84),(58 281811.75),(59 287409.8),(60 284435.28),(61 284214.9),(62 281109.06),(63 272703.1),(64 266022.03),(65 271911.75),(66 272033),(67 265048.44),(68 254984.33),(69 260939.08),(70 269597.06),(71 276060.25),(72 275941.84),(73 280526.25),(74 288672.06),(75 303193.94),(76 302761.72),(77 291083.84),(78 272320.9),(79 274801.66),
(1 70950.36),(2 158593.16),(3 181864.22),(4 184883.72),(5 194636.84),(6 211495.75),(7 230042.84),(8 236107.9),(9 237012.48),(10 232356.1),(11 239061.72),(12 244040),(13 248854.69),(14 247008.33),(15 249845.95),(16 252026.9),(17 245864.53),(18 243980.89),(19 245983.83),(20 240030.94),(21 236954.98),(22 236622.63),(23 234204.42),(24 230316.4),(25 235635.58),(26 240033.56),(27 238354.28),(28 231616.47),(29 239697.42),(30 249883.44),(31 264971.75),(32 266361),(33 259932.42),(34 254443.53),(35 259084.75),(36 258629.72),(37 258006.53),(38 245011.33),(39 234036.14),(40 247566.31),(41 261240.05),(42 251517.47),(43 245491.16),(44 247057.47),(45 250113.27),(46 243366.22),(47 242132.58),(48 236424.53),(49 239207.53),(50 247271.27),(51 252495.36),(52 251640.4),(53 253235.11),(54 252892.14),(55 256961.95),(56 252630.02),(57 253785.14),(58 254340.89),(59 255780.98),(60 249853.8),(61 248226.31),(62 240930.52),(63 238170.53),(64 235992.53),(65 237509.73),(66 234789.42),(67 228617.1),(68 227221.58),(69 237085.98),(70 251367.56),(71 254377.53),(72 243485.2),(73 247564.02),(74 259605.28),(75 274628.56),(76 276684.4),(77 274942.8),(78 266358.88),(79 264934.66),
