1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59603.02),(2 220218.45),(3 482524.53),(4 810589.94),(5 1223395.8),(6 1710098.1),(7 2232981.8),(8 2780338.5),(9 3345013.3),(10 3957160.8),(11 4539964.5),(12 5121852),(13 5791865.5),(14 6552245.5),(15 7515230.5),(16 8751377),(17 10304687),(18 12244029),(19 14605285),(20 17382228),(21 20641464),(22 24442336),(23 28694118),(24 33406538),(25 38512784),(26 43820510),(27 49092436),(28 54078188),(29 59290636),(30 64828384),(31 70811830),(32 77003640),(33 83278344),(34 88723300),(35 93428470),(36 97508904),(37 101108220),(38 104493270),(39 107308136),(40 109608060),(41 111476740),(42 112928090),(43 113846970),(44 114120810),(45 113923260),(46 112810470),(47 111214184),(48 109220760),(49 106928220),(50 104427750),(51 101631160),(52 98683736),(53 95427680),(54 91731370),(55 88633896),(56 85490470),(57 82615200),(58 79976360),(59 77582620),(60 75445064),(61 73653050),(62 72545350),(63 71405896),(64 70319320),(65 69583110),(66 69047880),(67 68811970),(68 69166140),(69 69705620),(70 70720890),(71 72174320),(72 73879940),(73 75704370),(74 77410650),(75 79227576),(76 80962470),(77 82461690),(78 83953850),(79 85475384),
(1 24096.393),(2 34612.004),(3 48406.72),(4 53124.555),(5 58287.668),(6 60417.08),(7 61476.496),(8 60743.523),(9 59721.836),(10 58228.934),(11 59708.176),(12 63005.766),(13 65734.86),(14 67415.46),(15 68300.03),(16 68440.98),(17 69538.81),(18 70278.01),(19 70298.1),(20 70538.1),(21 71566.44),(22 72176.12),(23 72500.16),(24 75267.26),(25 77038.66),(26 77180.31),(27 74548.61),(28 72303.65),(29 72048.695),(30 73066.58),(31 75227.45),(32 76781.73),(33 77055.07),(34 77212.58),(35 77846.95),(36 78272.3),(37 79067.91),(38 78148.77),(39 77113.23),(40 77762.04),(41 80585.85),(42 81316.33),(43 82246.586),(44 82325.43),(45 81557.516),(46 82620.96),(47 83229.53),(48 84396.34),(49 85498.02),(50 87654.61),(51 89258.67),(52 90677.44),(53 88942.586),(54 89918.27),(55 91793.09),(56 91309.65),(57 91968.99),(58 91803.88),(59 92760.25),(60 93071.85),(61 92205.09),(62 93094.5),(63 94970.055),(64 95152.54),(65 94408.734),(66 94378.09),(67 93480.984),(68 94144.82),(69 95134.414),(70 95845.44),(71 95894.94),(72 95994.5),(73 96304.69),(74 95592.87),(75 96342.5),(76 98377.6),(77 99166.64),(78 99794.74),(79 100067.016),
(1 23247.602),(2 34073.6),(3 47813.016),(4 53345.836),(5 58077.824),(6 59658.246),(7 60405.504),(8 60021.09),(9 59247.258),(10 57114.05),(11 58737.734),(12 61816.215),(13 64415.9),(14 66141.53),(15 65975.18),(16 66077.25),(17 66261.27),(18 67102.47),(19 67778.27),(20 67062.17),(21 67022.91),(22 67934.35),(23 68794.1),(24 71026.81),(25 71683.72),(26 72000.766),(27 70960.66),(28 69005.98),(29 67915.89),(30 68520.62),(31 70315.414),(32 71430.84),(33 71858.63),(34 72831.875),(35 72635.516),(36 73212.875),(37 72616.44),(38 71543.56),(39 71173.98),(40 71798.27),(41 74001.336),(42 76481.914),(43 79266.49),(44 79305.414),(45 79393.73),(46 77717.5),(47 78394.73),(48 79652.84),(49 81249.05),(50 84174.695),(51 84430.49),(52 84880.68),(53 84737.016),(54 85775.18),(55 86274.4),(56 86832.86),(57 86822.016),(58 87517.07),(59 88830.62),(60 89281.82),(61 88920.93),(62 88888.766),(63 89938.05),(64 90406.67),(65 90141.05),(66 89804.74),(67 89907.3),(68 90352.914),(69 91040.11),(70 91374.63),(71 92382.164),(72 92765.984),(73 92861.85),(74 92523.16),(75 92810.92),(76 94936.336),(77 95483.016),(78 95520.85),(79 95728.39),
(1 23707.305),(2 35456.523),(3 48491.344),(4 54201.42),(5 57788.367),(6 59294.332),(7 58789.426),(8 58849.55),(9 58145.457),(10 56492.465),(11 57459.17),(12 60047.766),(13 62838.902),(14 65234.254),(15 65406.563),(16 63819.95),(17 63566.496),(18 64550.92),(19 64888.55),(20 64784.504),(21 65638.3),(22 67856.16),(23 69157.9),(24 71147.01),(25 72266.96),(26 72270.59),(27 69713.99),(28 68405.7),(29 67651.91),(30 67525.734),(31 69009.42),(32 70672.9),(33 71344.85),(34 72647.26),(35 73717.96),(36 73973.93),(37 74037.016),(38 72985.11),(39 71989.5),(40 72366.6),(41 73997.22),(42 76109),(43 78775.484),(44 79776.75),(45 78513.08),(46 78068.02),(47 77741.54),(48 78397.12),(49 79697.336),(50 81699.336),(51 82778.86),(52 82033.53),(53 83426.12),(54 84561.37),(55 85497.09),(56 85267.62),(57 85051.016),(58 85976.2),(59 86817.85),(60 85954.54),(61 85884.28),(62 85501.72),(63 86742.04),(64 86577.336),(65 86509.92),(66 86476.63),(67 86177.98),(68 86810.17),(69 88494.51),(70 88568.445),(71 89345.7),(72 89094.47),(73 87956.89),(74 87695.46),(75 87901.04),(76 87958.39),(77 88516.38),(78 89070.45),(79 88834.66),
(1 22588.234),(2 33755.445),(3 45931.605),(4 52111.426),(5 55714),(6 56909.676),(7 55971.29),(8 55695.53),(9 54502.137),(10 53406.746),(11 54554.68),(12 56892.434),(13 60179.867),(14 62577.832),(15 62955.664),(16 62405.258),(17 61837.824),(18 61719.51),(19 61851.613),(20 61682.586),(21 62243.99),(22 64359.098),(23 64695.21),(24 65796.07),(25 66120.44),(26 65244.434),(27 63612.613),(28 63237.734),(29 63997.848),(30 64453.926),(31 66121.6),(32 66148.26),(33 66831.63),(34 66737.12),(35 67861.53),(36 69589.6),(37 69365.6),(38 68085.67),(39 68501.58),(40 68690.96),(41 70165.336),(42 72781.484),(43 74263.86),(44 74802.58),(45 75680.61),(46 75138.445),(47 76139.71),(48 77778.16),(49 78625.914),(50 78902.81),(51 78306.18),(52 78533.58),(53 78395.07),(54 79443.12),(55 79946.01),(56 80401.94),(57 80310.18),(58 80863.35),(59 83343.945),(60 83087.99),(61 82117.25),(62 82926.42),(63 83082.516),(64 82525.06),(65 82373.56),(66 82487.555),(67 83665.94),(68 85314),(69 85719.96),(70 86527.74),(71 87717.67),(72 86900.625),(73 86687.53),(74 85925.45),(75 86812.305),(76 87365.836),(77 87293.42),(78 89283.64),(79 89192.84),
(1 23142.441),(2 34174.887),(3 47303.242),(4 52584.98),(5 55522.64),(6 55813.574),(7 54783.496),(8 55390.22),(9 53860.5),(10 52897.9),(11 53981.855),(12 56744.715),(13 59342.645),(14 61348.715),(15 61388.453),(16 60437.715),(17 59690.05),(18 59532.9),(19 59902.066),(20 59783.684),(21 61617.73),(22 64106.05),(23 64625.715),(24 65271.29),(25 65343.87),(26 64071.883),(27 62520.97),(28 62644.605),(29 64275.73),(30 65823.266),(31 66213.195),(32 66193.5),(33 66333.9),(34 66703.63),(35 67320.484),(36 67894.54),(37 66844.555),(38 66191.016),(39 64831.426),(40 66966.164),(41 69282.61),(42 71227.87),(43 73132.414),(44 74047.984),(45 73612.92),(46 75020.63),(47 75291.99),(48 76587.586),(49 77731.35),(50 78678.37),(51 77874.73),(52 78041.39),(53 78405.086),(54 79082.26),(55 80614.41),(56 79748.31),(57 80563.13),(58 80542.49),(59 80929.766),(60 82011.68),(61 82068.17),(62 82401.2),(63 83001.61),(64 82526.35),(65 82122.39),(66 82885.21),(67 83855.65),(68 84995.88),(69 85591.99),(70 85009.13),(71 86176.94),(72 84624.484),(73 84023.77),(74 83774.68),(75 84155.41),(76 83672.99),(77 84177.805),(78 84869.34),(79 84547.32),
(1 21902.74),(2 32636.912),(3 44119.98),(4 47775.54),(5 50622.203),(6 51961.55),(7 51694.85),(8 51937.75),(9 50249.668),(10 49023.39),(11 49759.457),(12 52699.355),(13 55907.02),(14 57344.203),(15 57506.7),(16 56821.26),(17 56336.46),(18 56709.273),(19 57435.01),(20 56872.105),(21 58257.03),(22 60436.355),(23 61184.23),(24 61986.953),(25 61905.227),(26 60710.105),(27 59193.934),(28 58549.62),(29 60367.71),(30 61820.9),(31 63535.082),(32 64667.29),(33 65745.586),(34 66367.93),(35 66091.305),(36 64635.977),(37 64882.813),(38 65217.555),(39 65566.44),(40 66363.69),(41 67518.266),(42 69530.04),(43 71389.89),(44 71624.85),(45 71872.13),(46 72934.8),(47 73196.37),(48 74752.24),(49 76451.17),(50 76998.81),(51 76410.14),(52 77299.55),(53 77475.61),(54 78463.94),(55 79092.234),(56 80101.6),(57 80563.26),(58 80122.45),(59 80643.695),(60 81029.766),(61 80984.58),(62 82024.27),(63 82532.8),(64 82683.77),(65 81545.086),(66 82418.09),(67 82209.75),(68 83189.984),(69 83482.13),(70 83807.21),(71 83696.76),(72 83564.54),(73 82686.055),(74 82289.47),(75 82998.88),(76 82921.52),(77 83359.07),(78 84215.87),(79 83237.375),
(1 21934.348),(2 31992.549),(3 41979.184),(4 45465.863),(5 48170.563),(6 50082.367),(7 50373.38),(8 50345.477),(9 48559.406),(10 47463.137),(11 48028.32),(12 51360.418),(13 52810.895),(14 53728.035),(15 53630.492),(16 52716.53),(17 53717.87),(18 54350.785),(19 54780.64),(20 54716.875),(21 55791.445),(22 57909.2),(23 59078.957),(24 60103.39),(25 60039.89),(26 58942.758),(27 58529.258),(28 58501.816),(29 59194.215),(30 60741.785),(31 61674.926),(32 62902.71),(33 63616.85),(34 63266.742),(35 62014.316),(36 62068.285),(37 61642.33),(38 61448.094),(39 61234.16),(40 61929.89),(41 62371.766),(42 64018.89),(43 65573.664),(44 65995.2),(45 66242.32),(46 66357.89),(47 66777.51),(48 66914.19),(49 67949.6),(50 68335.06),(51 68935.22),(52 69818.48),(53 70801.234),(54 70971.42),(55 71539.336),(56 72830.164),(57 73679.5),(58 74970.63),(59 76066.26),(60 75996.234),(61 75354.13),(62 76290.37),(63 76257.305),(64 75928.78),(65 75417.086),(66 76151.516),(67 76836.26),(68 76894.94),(69 77950.33),(70 77696.836),(71 77098.516),(72 76205.67),(73 75722.45),(74 75044.67),(75 76128.16),(76 77288.25),(77 76575),(78 76963.05),(79 75770.73),
(1 21477.848),(2 31040),(3 40428.574),(4 43975.246),(5 46341.17),(6 47665.62),(7 48246.863),(8 48547.78),(9 46486.363),(10 45819.457),(11 46773.68),(12 49159.992),(13 51218.797),(14 52347.652),(15 52165.363),(16 51298.18),(17 51376.355),(18 51578.2),(19 52456.004),(20 52669.25),(21 53567.992),(22 55506.684),(23 57058.73),(24 57782.684),(25 58011.98),(26 57929.742),(27 57734.844),(28 57779.496),(29 58010.895),(30 59125.855),(31 61015.258),(32 62155.27),(33 63102.906),(34 62300.617),(35 61188.773),(36 60592.75),(37 60525.05),(38 60774.023),(39 61734),(40 62186.574),(41 62245.58),(42 63514.34),(43 64498.055),(44 64021.754),(45 64340.703),(46 64739.02),(47 64650.09),(48 66345.32),(49 67105.78),(50 67989.85),(51 67982.2),(52 67940.05),(53 68012.71),(54 68286.32),(55 68759.44),(56 69287.92),(57 70567.16),(58 71846.73),(59 72446.59),(60 72282.78),(61 72554.71),(62 73368.39),(63 74230.5),(64 73811.6),(65 74108.695),(66 74300.06),(67 74407.53),(68 74849.62),(69 75868.1),(70 76300.62),(71 76693.3),(72 76629.82),(73 76222.27),(74 76532.9),(75 77095.24),(76 77623.12),(77 76651.47),(78 78263.39),(79 76733.08),
(1 20194.04),(2 30498.234),(3 39628.457),(4 43702.64),(5 45557.793),(6 46539.8),(7 46667.31),(8 46703.32),(9 44824.086),(10 44664.25),(11 45844.24),(12 47649.977),(13 48766.55),(14 49775.6),(15 49917.434),(16 49792.926),(17 50295.01),(18 51067.203),(19 52479.777),(20 52610.96),(21 53484.05),(22 55645.67),(23 56409.996),(24 56749.035),(25 56675.965),(26 56256.05),(27 56144.035),(28 56263.098),(29 57017.684),(30 57891.94),(31 59482.883),(32 60341.21),(33 61858.86),(34 60992.387),(35 60014.46),(36 59490.32),(37 59090.555),(38 59500.895),(39 59966.152),(40 59783.984),(41 60464.727),(42 62118.156),(43 62418.203),(44 63586.25),(45 63419.832),(46 64192.93),(47 64367.996),(48 64683.707),(49 65429.848),(50 66359.38),(51 66821.414),(52 66719.15),(53 67377.45),(54 68140.38),(55 69815.74),(56 69456.805),(57 70197.46),(58 70653.266),(59 70799.45),(60 70894.59),(61 71086.31),(62 71873.57),(63 72858.22),(64 73015.42),(65 73169.336),(66 73341.95),(67 73765.22),(68 74274.95),(69 74635.14),(70 74655.38),(71 74749.58),(72 75990.125),(73 75657.555),(74 76257.06),(75 76874.88),(76 76998),(77 75851.586),(78 77685.484),(79 76650.56),
(1 20082.662),(2 30049.766),(3 38821.426),(4 43045.26),(5 45192.91),(6 46356.21),(7 46281.17),(8 45891.637),(9 44416.867),(10 44049.008),(11 45242.074),(12 46822.07),(13 47305.184),(14 48265.11),(15 48798.273),(16 49540.78),(17 49830.883),(18 50646.77),(19 51322.215),(20 51453.77),(21 52576.117),(22 54568.523),(23 55316.426),(24 55056.438),(25 54693.902),(26 54901.715),(27 55412.42),(28 55645.25),(29 55682.62),(30 55750.492),(31 55576.293),(32 56620.895),(33 57360.36),(34 56855.645),(35 56816.563),(36 56510.89),(37 56252.402),(38 55999.074),(39 56762.438),(40 57508.895),(41 58446.133),(42 60489.324),(43 61322.508),(44 60789.28),(45 60227.78),(46 60218.28),(47 60700.03),(48 62652.426),(49 62869.465),(50 63492.28),(51 63527.76),(52 63555.797),(53 63570.574),(54 64495.965),(55 65592.2),(56 66067.016),(57 67277.18),(58 68218.195),(59 68861.91),(60 68561.01),(61 70056.21),(62 70478.1),(63 71695.266),(64 71142.82),(65 71405.36),(66 71929.04),(67 71927.11),(68 72478.77),(69 72220.76),(70 73146.03),(71 73481.04),(72 73505.195),(73 73586.56),(74 72974.51),(75 73904.42),(76 73191.47),(77 73170.555),(78 73952.65),(79 74524.76),
(1 18640.104),(2 28347.162),(3 36122.504),(4 39675.324),(5 41230.977),(6 42598.027),(7 42216.563),(8 42381.574),(9 40916.89),(10 41119.28),(11 42633.953),(12 43846.58),(13 44704.613),(14 45704.59),(15 46452.69),(16 47984.344),(17 48093.46),(18 48490.406),(19 48837.77),(20 49448.508),(21 50745.42),(22 52408.875),(23 53179.504),(24 53405.508),(25 53943.688),(26 54139.56),(27 54364.145),(28 54569.336),(29 54641.188),(30 53970.703),(31 54668.258),(32 56105.305),(33 56863.9),(34 57405.527),(35 56782.41),(36 56016.984),(37 56981.58),(38 56923.31),(39 57383.977),(40 58049.098),(41 59736.23),(42 61535),(43 62003.53),(44 61874.664),(45 61513.305),(46 61176.688),(47 62425.664),(48 62991.25),(49 64245.805),(50 65475.496),(51 65528.754),(52 65094.547),(53 65185.406),(54 66140.016),(55 66767.445),(56 67446.734),(57 68229.484),(58 70140.22),(59 70344.35),(60 70519.82),(61 69703.82),(62 71052.586),(63 72068.24),(64 72499.875),(65 71851.66),(66 72763.17),(67 73781.73),(68 75285.414),(69 76232.945),(70 77140.76),(71 76445.06),(72 76194.8),(73 75987.32),(74 75579.586),(75 77393.516),(76 76851.06),(77 77102.945),(78 77212.62),(79 77579.53),
(1 18255.412),(2 27653.082),(3 35222.215),(4 38357.105),(5 39875.508),(6 41298.863),(7 41726.42),(8 41841.895),(9 39942.27),(10 40867.09),(11 42451.906),(12 43995.914),(13 44539.563),(14 44921.285),(15 45482.633),(16 47060.984),(17 47450.566),(18 48375.21),(19 48849.676),(20 48837.8),(21 50930.164),(22 52525.125),(23 52391.355),(24 53173.01),(25 53033.977),(26 52649.805),(27 52745.715),(28 52947.957),(29 52849.723),(30 52612.715),(31 53242.1),(32 54368.01),(33 54934.94),(34 54820.668),(35 54479.215),(36 54849.813),(37 54488.332),(38 54977.254),(39 55758.395),(40 56389.45),(41 57342.496),(42 59108.324),(43 59058.71),(44 58836.55),(45 58526.47),(46 59228.08),(47 59727.203),(48 61397.336),(49 62218.082),(50 61974.527),(51 62820.332),(52 62977.066),(53 63130.184),(54 64107.785),(55 65721.9),(56 66558.195),(57 66417.56),(58 67357.67),(59 67724.11),(60 68096.5),(61 67872.125),(62 69386.86),(63 69960.02),(64 70750.18),(65 71001.016),(66 71286.68),(67 71126.164),(68 72272.33),(69 73149.26),(70 74145.56),(71 73531.984),(72 73584.04),(73 73283.92),(74 72983.76),(75 73883.734),(76 74825.766),(77 73917.74),(78 74281.68),(79 73429.375),
(1 17419.527),(2 26450.81),(3 33286.336),(4 35846.08),(5 37392.98),(6 38644.492),(7 38901.906),(8 39761.332),(9 38703.223),(10 39634.945),(11 40665.57),(12 41826.406),(13 42092.664),(14 42279.61),(15 42646.637),(16 44033.625),(17 45379.91),(18 45631.285),(19 46106.99),(20 46841.97),(21 48394.68),(22 49913.41),(23 50644.99),(24 50798),(25 50294.1),(26 50113.23),(27 50399.23),(28 50265.207),(29 50197.617),(30 49854.24),(31 49921.773),(32 51068.824),(33 51777.266),(34 51623.543),(35 51805.426),(36 51230.676),(37 51451.52),(38 51662.566),(39 52493.273),(40 53274.934),(41 54936.945),(42 56051.7),(43 56655.348),(44 56445.504),(45 56221.7),(46 56057.84),(47 56763.367),(48 57451.16),(49 58601.1),(50 60026.75),(51 59646.094),(52 59111.082),(53 59247.395),(54 59878.105),(55 60867.875),(56 61620.887),(57 62724.395),(58 62655.023),(59 62707.22),(60 63366.805),(61 64691.36),(62 65639.03),(63 66939.82),(64 67111.94),(65 68292.95),(66 68432.555),(67 67990.664),(68 69250.57),(69 70351.08),(70 71029.86),(71 70544.13),(72 70505.984),(73 70186.18),(74 69738.336),(75 70813.695),(76 70667.49),(77 69851.57),(78 69602.22),(79 69741.06),
(1 16643.814),(2 25348.584),(3 31731.555),(4 34008.645),(5 35533.836),(6 36860.23),(7 38013.277),(8 39131.344),(9 38842.477),(10 40268.76),(11 40769.016),(12 41920.504),(13 42266.06),(14 41920.363),(15 42521.4),(16 43781.633),(17 45362.684),(18 46475.684),(19 46912.7),(20 47260.777),(21 48682.586),(22 49789.18),(23 49320.137),(24 49337.184),(25 49449.094),(26 49322.79),(27 49221.44),(28 48893.465),(29 48859.742),(30 48749.594),(31 48970.3),(32 49237.88),(33 49723.69),(34 49562.07),(35 49342.875),(36 49023.293),(37 49139.83),(38 50161.496),(39 50635.965),(40 51481.453),(41 52716.613),(42 53832.086),(43 53918.734),(44 53859.62),(45 53878.094),(46 54261.57),(47 54595.29),(48 54996.242),(49 56385.01),(50 57387.49),(51 57818.05),(52 57479.332),(53 57675.57),(54 57212.2),(55 57356.12),(56 58472.965),(57 59670.96),(58 60263.477),(59 60492.11),(60 60136.973),(61 61809.855),(62 63120.414),(63 63973.07),(64 63857.387),(65 63983.31),(66 65200.16),(67 64907.387),(68 66044.19),(69 66774.38),(70 67203.49),(71 68060.14),(72 68179.96),(73 67731.9),(74 66880.23),(75 68244.3),(76 67927.13),(77 67498.24),(78 67614.38),(79 67894.38),
(1 16562.822),(2 24757.777),(3 30529.62),(4 31849.242),(5 33681.332),(6 34876.727),(7 36514.42),(8 37240.754),(9 36830.652),(10 38065.242),(11 38845.234),(12 40032.91),(13 40326.957),(14 40423.46),(15 40710.375),(16 41673.62),(17 42369.527),(18 42953.574),(19 43641.688),(20 45113.164),(21 46359.28),(22 47051.313),(23 46907.164),(24 46622.72),(25 46252.984),(26 46871.496),(27 47376.4),(28 47568.04),(29 47084.25),(30 47646.81),(31 47946.24),(32 48073.508),(33 48081.367),(34 47215.805),(35 47307.74),(36 47588.375),(37 47963.188),(38 48684.332),(39 49569.184),(40 50369.12),(41 51339.59),(42 51477.79),(43 51312.914),(44 52475.453),(45 51930.15),(46 53004.836),(47 54059.54),(48 54605.47),(49 55883.633),(50 56430.582),(51 55941.69),(52 56437.99),(53 56548.824),(54 57095.863),(55 56797.566),(56 57484.676),(57 58173.754),(58 58638.973),(59 58456.676),(60 58863.46),(61 58933.836),(62 60208.2),(63 61464.15),(64 61941.668),(65 62036.305),(66 63371.582),(67 63056.85),(68 64610.324),(69 65066.766),(70 64999.715),(71 65480.31),(72 64997.68),(73 64884.492),(74 63714.75),(75 65145.32),(76 65348.11),(77 65475.94),(78 65578.26),(79 65524.605),
(1 16250.326),(2 24314.266),(3 29900.799),(4 30988.545),(5 32608.012),(6 33196.79),(7 34255.99),(8 35692.164),(9 35575.914),(10 36878.72),(11 38005.85),(12 39198.848),(13 39717.07),(14 40319.355),(15 41031.906),(16 42035.04),(17 42368.457),(18 42244.82),(19 43263.97),(20 44418.477),(21 45491.496),(22 45743.09),(23 45041.15),(24 45133.78),(25 45381.332),(26 45713.504),(27 45927.273),(28 46200.37),(29 45887.977),(30 46285.605),(31 46367.176),(32 46781.402),(33 46700.13),(34 46944.895),(35 47563.613),(36 48003.457),(37 47881.504),(38 48195.664),(39 49505.617),(40 51040.52),(41 52189.363),(42 52862.164),(43 53201.902),(44 53028.79),(45 53147.777),(46 53936.36),(47 54160.098),(48 55036.027),(49 56160.84),(50 56109.363),(51 56942.734),(52 56465.402),(53 56068.402),(54 57066.355),(55 57477.92),(56 57933.36),(57 57386.11),(58 57892.254),(59 58593.83),(60 58982.71),(61 59176.43),(62 61190.387),(63 61918.133),(64 62288.016),(65 63196.87),(66 63807.188),(67 63661.28),(68 64502.586),(69 64709.188),(70 64862.414),(71 64945.05),(72 64320.484),(73 64876.387),(74 64528.95),(75 65565.28),(76 65010.656),(77 65255.47),(78 65168.6),(79 66459.44),
(1 16169.984),(2 23919.428),(3 29187.648),(4 30417.121),(5 32260.488),(6 32944.99),(7 34120.496),(8 34974.21),(9 34467.9),(10 36089.074),(11 37553.496),(12 38771.715),(13 39560.426),(14 40541.82),(15 41517.61),(16 41692.35),(17 41278.625),(18 40956.336),(19 41625.785),(20 42754.863),(21 44323.086),(22 43817.746),(23 43159.11),(24 43880.355),(25 44465.79),(26 44572.01),(27 44064.23),(28 44353.996),(29 44051.047),(30 44906.98),(31 45807.645),(32 46276.07),(33 46379.555),(34 46536.945),(35 46661.668),(36 47084.63),(37 47394),(38 48319.965),(39 49460.207),(40 50715.773),(41 51159.69),(42 51843.09),(43 51916.28),(44 51756.45),(45 52075.73),(46 52203.156),(47 53375.996),(48 54599.586),(49 54888.797),(50 55580.066),(51 56462.27),(52 55631.395),(53 55669.27),(54 56091.81),(55 55938.375),(56 56110.58),(57 56610.242),(58 56621.297),(59 56909.047),(60 56773.477),(61 57894.18),(62 59277.87),(63 60137.676),(64 61109.035),(65 61860.938),(66 62340.023),(67 62045.066),(68 62356.805),(69 62648.805),(70 63873.64),(71 63336.08),(72 62947.934),(73 63204.82),(74 62757.297),(75 63702.176),(76 63253.09),(77 64012.305),(78 63779.344),(79 63907.652),
(1 15762.402),(2 23585.533),(3 28698.316),(4 29972.383),(5 31639.676),(6 32303.293),(7 33668.918),(8 34399.094),(9 33880.652),(10 35161.254),(11 35895.2),(12 37216.883),(13 38259.38),(14 38981.31),(15 40522.4),(16 40585.977),(17 40238.29),(18 40110.234),(19 40964.656),(20 41859.76),(21 42500.863),(22 42361.86),(23 41755.426),(24 42507.066),(25 43043.445),(26 43026.617),(27 42303.707),(28 41840.184),(29 41621.285),(30 42108.184),(31 43124.82),(32 44103.934),(33 44162.508),(34 43959.39),(35 44492.375),(36 44425.516),(37 44392.504),(38 45069.688),(39 46584.156),(40 47951.99),(41 48528.652),(42 48971.65),(43 48933.934),(44 48998.9),(45 49474.91),(46 50384.805),(47 50815.23),(48 51613.496),(49 52066.348),(50 52075.6),(51 51562.367),(52 51412.26),(53 51040.973),(54 51203.082),(55 51303.035),(56 51740.324),(57 52232.71),(58 52810.43),(59 53664.52),(60 53180.652),(61 54326.945),(62 55783.76),(63 56472.063),(64 57369.22),(65 58170.95),(66 59072.64),(67 59161.95),(68 59117.4),(69 59735.457),(70 61343.703),(71 61908.61),(72 61842.62),(73 62195.57),(74 60784.453),(75 61590.508),(76 60850.273),(77 61588.76),(78 61075.996),(79 61292.25),
