1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1432321.4),(2 4514327.5),(3 8825865),(4 14076492),(5 20134450),(6 27032354),(7 34766416),(8 43583964),(9 52593012),(10 61462852),(11 70531930),(12 81090136),(13 93647510),(14 107403070),(15 122962536),(16 140002200),(17 158706260),(18 179271230),(19 201734960),(20 225832750),(21 251005440),(22 276715620),(23 304499260),(24 333621280),(25 364634980),(26 397856130),(27 433060130),(28 470048600),(29 508664670),(30 549561500),(31 592420540),(32 638766700),(33 682450600),(34 723027800),(35 761732030),(36 799185200),(37 834651600),(38 868765440),(39 899702100),(40 928881660),(41 954897660),(42 978806700),(43 999901500),(44 1017625000),(45 1032436900),(46 1044842750),(47 1054154800),(48 1059723600),(49 1063619260),(50 1065434100),(51 1063571140),(52 1057683650),(53 1048983740),(54 1038350660),(55 1026993400),(56 1020077500),(57 1010115600),(58 999190300),(59 987675300),(60 977283900),(61 967225340),(62 957013800),(63 948939000),(64 942154700),(65 937168960),(66 933876200),(67 930857150),(68 928547300),(69 925853700),(70 923669300),(71 921947140),(72 918780900),(73 916340500),(74 914920500),(75 914901250),(76 915328300),(77 915953860),(78 917431500),(79 920070200),
(1 1180575.6),(2 3886687.5),(3 7588821),(4 12058122),(5 17011862),(6 22364964),(7 28153338),(8 34703610),(9 41415268),(10 48036120),(11 54648376),(12 62460980),(13 71756184),(14 82169070),(15 93781550),(16 106206550),(17 119510610),(18 133950120),(19 149248270),(20 165042660),(21 181238340),(22 197564340),(23 213731230),(24 230101600),(25 246554980),(26 263172060),(27 279745630),(28 296431260),(29 312898750),(30 329275100),(31 345400670),(32 361715940),(33 376751460),(34 390657950),(35 403519460),(36 415492400),(37 426450980),(38 436462500),(39 445409180),(40 453476930),(41 460091330),(42 465886050),(43 470364060),(44 473855580),(45 477035200),(46 479518370),(47 480999680),(48 481796450),(49 481272740),(50 479678370),(51 476790700),(52 472402780),(53 465888860),(54 458931620),(55 452047520),(56 447804100),(57 443128580),(58 439088450),(59 436272540),(60 434929570),(61 434926340),(62 435983260),(63 437987500),(64 440781920),(65 443719000),(66 446451700),(67 448576420),(68 449544800),(69 450035400),(70 450090300),(71 449401540),(72 447818660),(73 445744130),(74 443378100),(75 440834900),(76 437800540),(77 433988400),(78 429660480),(79 424685000),
(1 1170865),(2 3824139),(3 7313833.5),(4 11333793),(5 15527055),(6 19805598),(7 24107808),(8 28559062),(9 33028902),(10 37433790),(11 41935372),(12 47386064),(13 53927936),(14 61495980),(15 69676800),(16 78176150),(17 86841240),(18 95709720),(19 104468456),(20 112835110),(21 120823336),(22 128290180),(23 134939630),(24 140828530),(25 145697220),(26 149748880),(27 152959710),(28 155497540),(29 157219660),(30 158272850),(31 158632480),(32 158490290),(33 158031250),(34 157332640),(35 156386320),(36 155168110),(37 153764400),(38 152206200),(39 150500300),(40 148620820),(41 146625980),(42 144458930),(43 142116480),(44 139839700),(45 137548640),(46 135313340),(47 133127016),(48 131276584),(49 128823384),(50 126096024),(51 123247870),(52 120394650),(53 117544264),(54 115307370),(55 113693440),(56 112867330),(57 113006430),(58 114242660),(59 116899224),(60 121169220),(61 127051256),(62 134117090),(63 142020030),(64 150363000),(65 158719120),(66 166796180),(67 174615660),(68 182158510),(69 189364530),(70 196378640),(71 202816050),(72 208686460),(73 213737230),(74 217565070),(75 219888530),(76 220700670),(77 220229710),(78 218517250),(79 215585740),
(1 1161227.9),(2 3823881.8),(3 7226133),(4 10839811),(5 14095214),(6 16950602),(7 19391304),(8 21410388),(9 22767510),(10 23431836),(11 23833272),(12 24893606),(13 26942282),(14 29929576),(15 33518560),(16 37297720),(17 41062364),(18 44706064),(19 47978860),(20 50651376),(21 52491364),(22 53289784),(23 53417480),(24 52980684),(25 52034268),(26 50752016),(27 49223160),(28 47524490),(29 45812704),(30 44173680),(31 42701028),(32 41429716),(33 40374836),(34 39527260),(35 38829550),(36 38250740),(37 37826516),(38 37440880),(39 37073670),(40 36776390),(41 36534760),(42 36288080),(43 36010256),(44 35600860),(45 35012496),(46 34525110),(47 34140560),(48 33836384),(49 33676270),(50 33672364),(51 33749484),(52 33976640),(53 34324356),(54 34734524),(55 35096796),(56 35576276),(57 36437584),(58 37919480),(59 40191644),(60 43390450),(61 47352868),(62 52057656),(63 57291290),(64 62690800),(65 67646110),(66 71911780),(67 75273290),(68 77994370),(69 80508760),(70 83074890),(71 85690540),(72 88248940),(73 90316770),(74 91989860),(75 93067336),(76 93514070),(77 93182460),(78 92275040),(79 90840050),
(1 1074426.8),(2 3685305.5),(3 7131488),(4 10720236),(5 13663808),(6 15931494),(7 17652520),(8 19023784),(9 19675586),(10 19595552),(11 19200584),(12 19275952),(13 20280596),(14 22212280),(15 24742002),(16 27449166),(17 30184716),(18 32854872),(19 35300644),(20 37279250),(21 38533876),(22 38878250),(23 38623948),(24 37942340),(25 37072850),(26 36248676),(27 35492980),(28 34862256),(29 34315932),(30 33970936),(31 33783050),(32 33850372),(33 34117390),(34 34511600),(35 34965692),(36 35435996),(37 35858364),(38 36179348),(39 36324068),(40 36323070),(41 36214580),(42 36024844),(43 35743956),(44 35335250),(45 34664868),(46 34034596),(47 33485754),(48 33034470),(49 32665524),(50 32646616),(51 33067578),(52 33965440),(53 35183908),(54 36610350),(55 37937680),(56 39048972),(57 40278720),(58 41756092),(59 43662180),(60 46082332),(61 49011804),(62 52469004),(63 56356224),(64 60337724),(65 63969936),(66 66976444),(67 69260470),(68 71061340),(69 72687290),(70 74517150),(71 76558240),(72 78636210),(73 80441880),(74 81912060),(75 83071290),(76 83787240),(77 84209416),(78 84507010),(79 84692730),
(1 1048223.8),(2 3616232),(3 6930650.5),(4 10171306),(5 12557890),(6 14059923),(7 14999667),(8 15615643),(9 15698294),(10 15365776),(11 15045683),(12 15325442),(13 16506851),(14 18586492),(15 20965452),(16 23174982),(17 25228272),(18 27130396),(19 28854128),(20 30180486),(21 31020160),(22 31255060),(23 31068998),(24 30511948),(25 29860230),(26 29376128),(27 29118108),(28 29108980),(29 29335066),(30 29750932),(31 30377338),(32 31222436),(33 32124660),(34 32807340),(35 33429798),(36 33964296),(37 34333120),(38 34596812),(39 34658264),(40 34619748),(41 34576950),(42 34497628),(43 34432212),(44 34367760),(45 34312812),(46 34363336),(47 34527576),(48 34842348),(49 35119588),(50 35496384),(51 36160180),(52 37092732),(53 38180190),(54 39220796),(55 39896532),(56 40022824),(57 40095110),(58 40358010),(59 40946790),(60 41907984),(61 43199956),(62 44778060),(63 46449944),(64 47930616),(65 48904100),(66 49182270),(67 49011696),(68 48803784),(69 48724936),(70 49111750),(71 49897560),(72 50947750),(73 51948252),(74 52700490),(75 53222864),(76 53508776),(77 53756876),(78 54080140),(79 54490050),
(1 893980.4),(2 3092081.5),(3 5898599),(4 8515063),(5 10296517),(6 11358929),(7 12144905),(8 12847946),(9 13271621),(10 13368901),(11 13512220),(12 14311353),(13 16019758),(14 18373442),(15 20731224),(16 22622404),(17 23976852),(18 24951742),(19 25699008),(20 26176606),(21 26270690),(22 25967714),(23 25429600),(24 24775982),(25 24211870),(26 23915928),(27 23859604),(28 24053646),(29 24418632),(30 24870238),(31 25375840),(32 25845330),(33 26167406),(34 26343976),(35 26477182),(36 26549246),(37 26582976),(38 26642642),(39 26551756),(40 26485664),(41 26524932),(42 26713706),(43 27146466),(44 27700180),(45 28370936),(46 29175478),(47 30046454),(48 30810434),(49 31480776),(50 32106738),(51 32810838),(52 33647560),(53 34867056),(54 36209372),(55 37145896),(56 37385330),(57 37254236),(58 37011990),(59 36872216),(60 37063660),(61 37601584),(62 38433190),(63 39520132),(64 40343470),(65 40613236),(66 40163356),(67 39160930),(68 38072124),(69 37369216),(70 37374644),(71 38039900),(72 39057376),(73 40024290),(74 40527670),(75 40578250),(76 40201136),(77 39695300),(78 39259810),(79 38942372),
(1 865045.06),(2 2911371.3),(3 5360528),(4 7409559.5),(5 8632977),(6 9382236),(7 10037485),(8 10861583),(9 11589098),(10 11881983),(11 11969113),(12 12473607),(13 13804044),(14 15643484),(15 17301384),(16 18274850),(17 18634236),(18 18770914),(19 19028826),(20 19428412),(21 19735128),(22 19814872),(23 19827128),(24 19785152),(25 19740544),(26 19755252),(27 19852672),(28 20004546),(29 20121096),(30 20159320),(31 20126648),(32 20002920),(33 19760480),(34 19502786),(35 19192886),(36 18869832),(37 18586058),(38 18365266),(39 18176482),(40 18053538),(41 17976274),(42 18028054),(43 18266156),(44 18652520),(45 19083968),(46 19623752),(47 20190026),(48 20681186),(49 20996152),(50 21196540),(51 21411422),(52 21812258),(53 22622488),(54 23585438),(55 24350914),(56 24801314),(57 25101112),(58 25344062),(59 25528310),(60 25755890),(61 26087482),(62 26653684),(63 27620462),(64 28674818),(65 29479332),(66 29738520),(67 29434876),(68 28787106),(69 28150144),(70 27942336),(71 28334578),(72 29120246),(73 29897140),(74 30361358),(75 30498252),(76 30335852),(77 30025362),(78 29556972),(79 28966880),
(1 792720.7),(2 2680201),(3 4819989.5),(4 6381781),(5 7057474.5),(6 7506502.5),(7 8022129),(8 8799388),(9 9612977),(10 9935331),(11 9837592),(12 9938938),(13 10705544),(14 11966481),(15 12898699),(16 13026502),(17 12565256),(18 12124285),(19 12148456),(20 12619988),(21 13253434),(22 13718815),(23 13948856),(24 13968512),(25 13864189),(26 13742453),(27 13574114),(28 13387942),(29 13216346),(30 13022321),(31 12796008),(32 12593160),(33 12418180),(34 12227475),(35 12075723),(36 11994910),(37 11971920),(38 12035772),(39 12192686),(40 12436878),(41 12774369),(42 13182777),(43 13686534),(44 14209316),(45 14776072),(46 15468587),(47 16221009),(48 16871936),(49 17248322),(50 17374516),(51 17371482),(52 17526828),(53 17954726),(54 18398466),(55 18654458),(56 18713880),(57 18840784),(58 19062306),(59 19243366),(60 19255016),(61 19077860),(62 18939712),(63 19130192),(64 19651472),(65 20291068),(66 20768944),(67 20834980),(68 20427416),(69 19814646),(70 19329512),(71 19263164),(72 19530278),(73 19874406),(74 20044106),(75 19907360),(76 19466300),(77 18819594),(78 18020306),(79 17212060),
(1 814078.3),(2 2717627),(3 4729032),(4 6066955),(5 6642075.5),(6 7167823),(7 7963569),(8 9165055),(9 10400961),(10 10976764),(11 10834210),(12 10717119),(13 11260389),(14 12360564),(15 13194704),(16 13195042),(17 12616669),(18 12214220),(19 12500100),(20 13392654),(21 14449922),(22 15254412),(23 15710825),(24 15831810),(25 15711776),(26 15483365),(27 15208361),(28 14982988),(29 14825400),(30 14657860),(31 14487860),(32 14375684),(33 14336708),(34 14292624),(35 14323432),(36 14396183),(37 14478858),(38 14546263),(39 14628809),(40 14723757),(41 14834910),(42 14931516),(43 15068606),(44 15188898),(45 15339943),(46 15606363),(47 15990981),(48 16356112),(49 16418418),(50 16220270),(51 15846498),(52 15561746),(53 15607897),(54 15779335),(55 15730841),(56 15409127),(57 15133321),(58 15138124),(59 15389867),(60 15641006),(61 15688292),(62 15617525),(63 15820107),(64 16524839),(65 17501870),(66 18333060),(67 18636906),(68 18326178),(69 17726306),(70 17222850),(71 17003880),(72 17036586),(73 17144144),(74 17129028),(75 16943226),(76 16615580),(77 16260284),(78 15931045),(79 15683036),
(1 871419.6),(2 2862378.3),(3 4759216),(4 5761719.5),(5 6131396.5),(6 6679363),(7 7719669.5),(8 9146942),(9 10418977),(10 10805528),(11 10313340),(12 9877399),(13 10288472),(14 11381889),(15 12176825),(16 11937656),(17 11022460),(18 10418199),(19 10714668),(20 11705770),(21 12694479),(22 13161400),(23 13109086),(24 12820680),(25 12584107),(26 12474501),(27 12393794),(28 12340529),(29 12377545),(30 12452644),(31 12530409),(32 12547435),(33 12561760),(34 12558336),(35 12563456),(36 12562670),(37 12554562),(38 12555484),(39 12590880),(40 12710607),(41 12942563),(42 13216832),(43 13534092),(44 13811378),(45 14100753),(46 14441787),(47 14803060),(48 15077725),(49 15084072),(50 14765285),(51 14296384),(52 13984945),(53 14111390),(54 14426185),(55 14477201),(56 14180922),(57 13989517),(58 14204903),(59 14827061),(60 15547544),(61 15973728),(62 16113431),(63 16359770),(64 17105928),(65 18219232),(66 19046418),(67 19177152),(68 18634928),(69 17921156),(70 17514104),(71 17495576),(72 17712218),(73 17995640),(74 18267896),(75 18523444),(76 18774258),(77 19011834),(78 19213130),(79 19352462),
(1 718177.6),(2 2313769),(3 3796035.5),(4 4592899),(5 5067737),(6 5697227),(7 6637189.5),(8 7809959.5),(9 8737613),(10 8905700),(11 8360174.5),(12 7839159.5),(13 8059737),(14 8908397),(15 9518367),(16 9266118),(17 8495841),(18 8059962.5),(19 8428209),(20 9325551),(21 10084399),(22 10316963),(23 10122518),(24 9777935),(25 9568879),(26 9547427),(27 9639697),(28 9728569),(29 9764516),(30 9731282),(31 9601579),(32 9400860),(33 9185334),(34 9013493),(35 8875953),(36 8759527),(37 8701896),(38 8734083),(39 8836894),(40 9045396),(41 9372481),(42 9753912),(43 10139460),(44 10394010),(45 10518967),(46 10625675),(47 10752648),(48 10869815),(49 10959551),(50 10909820),(51 10753003),(52 10725846),(53 11040760),(54 11528842),(55 11869163),(56 11948196),(57 11991744),(58 12232587),(59 12704205),(60 13264011),(61 13596664),(62 13620945),(63 13653809),(64 13915303),(65 14560810),(66 15280079),(67 15521293),(68 15234261),(69 14825306),(70 14695999),(71 14940527),(72 15425267),(73 15904032),(74 16218542),(75 16326047),(76 16313013),(77 16232739),(78 16059826),(79 15838212),
(1 669630.94),(2 2075457.4),(3 3298015.3),(4 3938669.8),(5 4431906),(6 5156599.5),(7 6126322.5),(8 7342783.5),(9 8289197.5),(10 8430214),(11 7843836.5),(12 7348902.5),(13 7683072),(14 8682498),(15 9459111),(16 9313117),(17 8576977),(18 8151622.5),(19 8504508),(20 9273843),(21 9797211),(22 9807389),(23 9567815),(24 9309838),(25 9229507),(26 9336077),(27 9497545),(28 9585823),(29 9539224),(30 9399780),(31 9242312),(32 9110193),(33 8991489),(34 8842463),(35 8698818),(36 8576985),(37 8530096),(38 8591409),(39 8751154),(40 8955812),(41 9223205),(42 9498556),(43 9736659),(44 9858624),(45 9899212),(46 9960755),(47 10077101),(48 10230371),(49 10349987),(50 10363779),(51 10290022),(52 10274276),(53 10623897),(54 11142238),(55 11440197),(56 11426613),(57 11331181),(58 11395421),(59 11710920),(60 12082596),(61 12116408),(62 11701560),(63 11233419),(64 11117062),(65 11489879),(66 12109377),(67 12547880),(68 12693872),(69 12735105),(70 12833744),(71 13015711),(72 13289219),(73 13659943),(74 13905749),(75 13883187),(76 13632848),(77 13289596),(78 12980076),(79 12803876),
(1 617338.4),(2 1812694.4),(3 2763103.3),(4 3366603),(5 4033503),(6 4843576),(7 5600521),(8 6490513.5),(9 7266523.5),(10 7396272.5),(11 6842257.5),(12 6331271),(13 6483933),(14 7191009.5),(15 7778900.5),(16 7692302),(17 7154337.5),(18 6836336),(19 7040328.5),(20 7426011),(21 7567819),(22 7366542),(23 7145404),(24 7137614),(25 7268937),(26 7356438.5),(27 7346067),(28 7252760.5),(29 7106326),(30 6961847),(31 6856526),(32 6749943),(33 6650530.5),(34 6572286.5),(35 6562599.5),(36 6612864),(37 6696707),(38 6825918.5),(39 7004851),(40 7189744.5),(41 7391835),(42 7621178),(43 7848601.5),(44 7986054.5),(45 8020519.5),(46 8019485),(47 7995026),(48 7949702),(49 7919312.5),(50 7874547),(51 7775660),(52 7754663.5),(53 7985485),(54 8385954),(55 8632703),(56 8680601),(57 8632507),(58 8654461),(59 8836505),(60 9121105),(61 9157800),(62 8842970),(63 8497150),(64 8471556),(65 8795519),(66 9311368),(67 9728802),(68 9941509),(69 10113131),(70 10319140),(71 10478484),(72 10575690),(73 10578037),(74 10475898),(75 10319846),(76 10095588),(77 9747841),(78 9375825),(79 9199676),
