1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 336424.03),(2 1278494.1),(3 2591828.3),(4 4311469.5),(5 6341610),(6 8676987),(7 11329363),(8 14010832),(9 16632381),(10 19124152),(11 21652080),(12 24083722),(13 26394576),(14 28398766),(15 30273190),(16 31991078),(17 33479336),(18 34823116),(19 36119810),(20 37686468),(21 39348996),(22 41117470),(23 42788360),(24 44331230),(25 45572948),(26 46570756),(27 47220384),(28 47527988),(29 47761376),(30 47865330),(31 47874452),(32 48097932),(33 48586430),(34 49090320),(35 49711424),(36 50480304),(37 51265920),(38 52093090),(39 52950484),(40 53880020),(41 54615884),(42 55332544),(43 55938996),(44 56356628),(45 56533196),(46 56617052),(47 56437580),(48 56110204),(49 55496012),(50 54729996),(51 53768544),(52 52833230),(53 51744420),(54 50519756),(55 49196708),(56 47832800),(57 46463372),(58 44488948),(59 43028564),(60 41578924),(61 40247828),(62 39050932),(63 37979936),(64 37089820),(65 36271108),(66 35594812),(67 35024816),(68 34566388),(69 34115630),(70 33400072),(71 32988392),(72 32629034),(73 32185550),(74 31808768),(75 31452104),(76 30898568),(77 30413978),(78 29876688),(79 29286256),
(1 371528),(2 1513821.8),(3 3159430.8),(4 5315263),(5 7927795),(6 10953294),(7 14387182),(8 18078604),(9 21886820),(10 25777330),(11 29941798),(12 34136460),(13 38246676),(14 42108188),(15 45735970),(16 49191736),(17 52283384),(18 54954150),(19 57396096),(20 59584800),(21 61486910),(22 63142080),(23 64453350),(24 65558390),(25 66344948),(26 66971544),(27 67245680),(28 67309040),(29 67046550),(30 66596096),(31 66220090),(32 65629708),(33 65103464),(34 64563060),(35 64164680),(36 63882636),(37 63565716),(38 63413896),(39 63283596),(40 63185150),(41 63152360),(42 63271692),(43 63500376),(44 63643750),(45 63810124),(46 63944564),(47 63956390),(48 63878156),(49 63578164),(50 63223016),(51 62660084),(52 61945590),(53 61174390),(54 60166220),(55 59041012),(56 57754280),(57 56317964),(58 54563596),(59 52915332),(60 51217590),(61 49580490),(62 48044550),(63 46605770),(64 45337720),(65 44201464),(66 43216268),(67 42394348),(68 41651456),(69 41069976),(70 40514732),(71 40225716),(72 40076680),(73 40132756),(74 40202330),(75 40293544),(76 40232676),(77 40261610),(78 40218760),(79 40171750),
(1 373790.5),(2 1524334),(3 3277047.8),(4 5650602),(5 8559215),(6 11983069),(7 15878965),(8 19972742),(9 24214374),(10 28719498),(11 33539902),(12 38702536),(13 44072690),(14 49767230),(15 55637344),(16 61646896),(17 67846184),(18 74131900),(19 80258680),(20 86008650),(21 91114870),(22 95435624),(23 98733980),(24 101222856),(25 102745770),(26 103577224),(27 103607610),(28 102745430),(29 101578216),(30 100065020),(31 98415704),(32 96480056),(33 94434744),(34 92385450),(35 90228950),(36 88107680),(37 85923710),(38 83712040),(39 81399950),(40 79172200),(41 76974890),(42 74941270),(43 73047580),(44 71469624),(45 70061820),(46 69022870),(47 68184904),(48 67596730),(49 67267360),(50 67138880),(51 67129530),(52 67171690),(53 67348440),(54 67513144),(55 67678856),(56 67749760),(57 67720984),(58 67638480),(59 67459120),(60 67132120),(61 66772850),(62 66270100),(63 65620268),(64 64801100),(65 63784224),(66 62630716),(67 61391520),(68 60068990),(69 58705230),(70 57226260),(71 55837360),(72 54541024),(73 53382430),(74 52262740),(75 51181884),(76 50019740),(77 49002460),(78 48066256),(79 47190812),
(1 385199.06),(2 1560418.9),(3 3366676.5),(4 5758420),(5 8658364),(6 12011851),(7 15745867),(8 19720640),(9 23917894),(10 28341500),(11 32985608),(12 37714760),(13 42616052),(14 47675640),(15 52924756),(16 58348996),(17 64026064),(18 69852520),(19 75801550),(20 81792140),(21 87642720),(22 93218830),(23 98215750),(24 102817880),(25 106835470),(26 110298504),(27 113181400),(28 115421784),(29 117040930),(30 118000070),(31 118461704),(32 118452440),(33 118049070),(34 117550500),(35 116934710),(36 116250620),(37 115451080),(38 114547530),(39 113420890),(40 112089800),(41 110606770),(42 109022840),(43 107223660),(44 105282744),(45 103134040),(46 100772350),(47 98280190),(48 95700264),(49 93116400),(50 90541290),(51 88067620),(52 85599460),(53 83288160),(54 80995460),(55 78765920),(56 76543010),(57 74349370),(58 72277850),(59 70205330),(60 68242840),(61 66478544),(62 64814910),(63 63293944),(64 61891612),(65 60643988),(66 59511268),(67 58540916),(68 57660610),(69 56924124),(70 56285372),(71 55715100),(72 55205584),(73 54837640),(74 54502780),(75 54251028),(76 54055892),(77 53855750),(78 53707664),(79 53544304),
(1 421981.8),(2 1689111.9),(3 3592743.3),(4 6055185),(5 8941608),(6 12151127),(7 15566477),(8 18922394),(9 22252142),(10 25555462),(11 28949806),(12 32385944),(13 35892412),(14 39491724),(15 43088600),(16 46701820),(17 50261052),(18 53801296),(19 57370280),(20 61000856),(21 64543440),(22 68059130),(23 71394770),(24 74614780),(25 77615690),(26 80382456),(27 82863224),(28 85076360),(29 86840910),(30 88197336),(31 89103260),(32 89622830),(33 89823480),(34 89734280),(35 89446630),(36 89086776),(37 88599420),(38 88131220),(39 87558880),(40 86874530),(41 86083200),(42 85257704),(43 84313640),(44 83216000),(45 81927920),(46 80394616),(47 78687176),(48 76814790),(49 74872220),(50 72951350),(51 71090690),(52 69298220),(53 67672990),(54 66128732),(55 64763300),(56 63492630),(57 62298370),(58 61300236),(59 60321600),(60 59456720),(61 58724644),(62 58082500),(63 57475396),(64 56885052),(65 56398524),(66 55951836),(67 55562188),(68 55171664),(69 54858308),(70 54549824),(71 54223068),(72 53853060),(73 53551556),(74 53194150),(75 52854424),(76 52472004),(77 52037584),(78 51616884),(79 51149724),
(1 441775.8),(2 1754374.4),(3 3821536),(4 6527158.5),(5 9670392),(6 13106790),(7 16612613),(8 19969440),(9 23046396),(10 25760038),(11 28007180),(12 29890240),(13 31534758),(14 33093396),(15 34688916),(16 36355290),(17 38089944),(18 39963824),(19 41831160),(20 43618036),(21 45327770),(22 46953296),(23 48394280),(24 49760030),(25 50965468),(26 52034060),(27 52919996),(28 53639560),(29 54058056),(30 54288212),(31 54320436),(32 54190176),(33 53966444),(34 53703564),(35 53390040),(36 53103350),(37 52869356),(38 52765148),(39 52741816),(40 52736628),(41 52768480),(42 52800136),(43 52737784),(44 52525520),(45 52114384),(46 51501730),(47 50627790),(48 49526450),(49 48245176),(50 46822588),(51 45258508),(52 43677410),(53 42082936),(54 40464264),(55 38830250),(56 37238450),(57 35650396),(58 34097336),(59 32638684),(60 31264428),(61 30068108),(62 29042294),(63 28201926),(64 27517168),(65 26966752),(66 26624832),(67 26437396),(68 26413556),(69 26549858),(70 26807588),(71 27172768),(72 27667588),(73 28227424),(74 28839174),(75 29429914),(76 30017844),(77 30541988),(78 31034374),(79 31433376),
(1 398943.22),(2 1559998),(3 3445725),(4 5884727.5),(5 8682639),(6 11639653),(7 14547423),(8 17275250),(9 19803616),(10 22081092),(11 23900964),(12 25185310),(13 25904156),(14 26257310),(15 26513700),(16 26844610),(17 27428680),(18 28337906),(19 29401060),(20 30385832),(21 31234540),(22 31910916),(23 32291702),(24 32508022),(25 32631980),(26 32683394),(27 32757820),(28 32889156),(29 33056764),(30 33243074),(31 33400532),(32 33455954),(33 33416324),(34 33374476),(35 33373694),(36 33397960),(37 33471816),(38 33580810),(39 33799850),(40 34159276),(41 34662670),(42 35272970),(43 35977370),(44 36753428),(45 37562800),(46 38368730),(47 39086744),(48 39766480),(49 40344292),(50 40807228),(51 41138764),(52 41325624),(53 41387044),(54 41244212),(55 40934784),(56 40478700),(57 39827536),(58 39070570),(59 38178340),(60 37164292),(61 36078692),(62 34969828),(63 33872916),(64 32809518),(65 31818796),(66 30903188),(67 30108414),(68 29432012),(69 28876264),(70 28433762),(71 28084180),(72 27861864),(73 27740842),(74 27746920),(75 27852734),(76 28013674),(77 28211090),(78 28410400),(79 28579874),
(1 324711.28),(2 1241118.9),(3 2733463.8),(4 4692853),(5 6902322.5),(6 9306868),(7 11756630),(8 14092210),(9 16283831),(10 18300716),(11 20085908),(12 21575626),(13 22713732),(14 23525082),(15 24061722),(16 24511804),(17 25012662),(18 25708682),(19 26608564),(20 27552292),(21 28356164),(22 28918550),(23 29288414),(24 29492808),(25 29561050),(26 29538316),(27 29523680),(28 29502712),(29 29650364),(30 29954610),(31 30434130),(32 30941320),(33 31380782),(34 31697366),(35 31945448),(36 32097388),(37 32181594),(38 32185614),(39 32126522),(40 31998028),(41 31832910),(42 31644312),(43 31504142),(44 31404490),(45 31326692),(46 31223700),(47 31070798),(48 30844442),(49 30554752),(50 30183410),(51 29705638),(52 29147176),(53 28469236),(54 27715858),(55 26870324),(56 25991870),(57 25034542),(58 24077366),(59 23083342),(60 22046506),(61 21015108),(62 20018552),(63 19133384),(64 18329228),(65 17613288),(66 17006374),(67 16545807),(68 16255134),(69 16086569),(70 16052817),(71 16102099),(72 16269929),(73 16543829),(74 16898378),(75 17297798),(76 17746678),(77 18191072),(78 18605080),(79 18983100),
(1 235062.63),(2 852471.9),(3 1748285.4),(4 2800539.5),(5 3902063.5),(6 5034304.5),(7 6222596.5),(8 7552975.5),(9 9047354),(10 10667638),(11 12305020),(12 13795960),(13 15109881),(14 16291827),(15 17399282),(16 18497368),(17 19590084),(18 20643354),(19 21563278),(20 22381544),(21 23000048),(22 23371198),(23 23533424),(24 23510376),(25 23413594),(26 23295642),(27 23242078),(28 23254544),(29 23322036),(30 23433806),(31 23572590),(32 23698100),(33 23795092),(34 23805580),(35 23746330),(36 23624304),(37 23415970),(38 23177384),(39 22910608),(40 22595510),(41 22206656),(42 21742712),(43 21228816),(44 20706508),(45 20219010),(46 19783052),(47 19417830),(48 19123510),(49 18894224),(50 18703034),(51 18512664),(52 18315668),(53 18088412),(54 17814196),(55 17487002),(56 17153624),(57 16775736),(58 16437756),(59 16080088),(60 15693135),(61 15305156),(62 14924420),(63 14557596),(64 14194839),(65 13863123),(66 13570832),(67 13317027),(68 13098023),(69 12907323),(70 12760954),(71 12653605),(72 12583338),(73 12559104),(74 12570003),(75 12602007),(76 12676835),(77 12759464),(78 12851976),(79 12978680),
(1 239786.83),(2 850397.94),(3 1695716.4),(4 2589075.5),(5 3397604.5),(6 4108477),(7 4760484),(8 5439664),(9 6280993),(10 7328450),(11 8539535),(12 9730788),(13 10824122),(14 11847412),(15 12847981),(16 13923087),(17 15079275),(18 16290459),(19 17372960),(20 18280792),(21 18963240),(22 19338160),(23 19438120),(24 19307340),(25 19046856),(26 18816804),(27 18715442),(28 18749014),(29 18917958),(30 19138530),(31 19356072),(32 19462286),(33 19485336),(34 19466598),(35 19434818),(36 19293596),(37 18998976),(38 18570578),(39 18008304),(40 17415478),(41 16821006),(42 16273159),(43 15782848),(44 15374652),(45 15047012),(46 14775069),(47 14546635),(48 14382878),(49 14263692),(50 14197877),(51 14174909),(52 14183735),(53 14218047),(54 14265131),(55 14286210),(56 14301622),(57 14292456),(58 14280000),(59 14202139),(60 14057008),(61 13844614),(62 13609156),(63 13351148),(64 13089335),(65 12821024),(66 12553474),(67 12265552),(68 11978923),(69 11699337),(70 11421864),(71 11159941),(72 10913813),(73 10698866),(74 10508538),(75 10360756),(76 10266364),(77 10207502),(78 10180330),(79 10205800),
(1 258124.88),(2 900685.5),(3 1762296.5),(4 2585187),(5 3237531),(6 3716513.3),(7 4130920.5),(8 4620330.5),(9 5288824),(10 6097394),(11 6927972.5),(12 7652553.5),(13 8283724),(14 8889084),(15 9503329),(16 10190614),(17 10938462),(18 11721840),(19 12490704),(20 13176691),(21 13762195),(22 14226613),(23 14546966),(24 14673221),(25 14616616),(26 14495173),(27 14421889),(28 14446029),(29 14577339),(30 14766781),(31 14963485),(32 15087520),(33 15134988),(34 15193997),(35 15303773),(36 15432802),(37 15523578),(38 15497327),(39 15360557),(40 15110174),(41 14794517),(42 14466251),(43 14177192),(44 13944102),(45 13786504),(46 13707204),(47 13670370),(48 13687221),(49 13749914),(50 13843123),(51 13936904),(52 14021534),(53 14120857),(54 14207661),(55 14272118),(56 14316633),(57 14333986),(58 14350480),(59 14324691),(60 14245009),(61 14093176),(62 13905566),(63 13704403),(64 13525192),(65 13341563),(66 13207176),(67 13070726),(68 12941560),(69 12800830),(70 12642852),(71 12480832),(72 12313395),(73 12130277),(74 11949062),(75 11742063),(76 11495006),(77 11214002),(78 10902350),(79 10558272),
