1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1282978.6),(2 5089809.5),(3 11232419),(4 19720894),(5 31026640),(6 44408450),(7 59969372),(8 77867020),(9 98043544),(10 120241760),(11 144300210),(12 170437800),(13 198900590),(14 229790860),(15 263238990),(16 299259940),(17 337045020),(18 377985800),(19 420949660),(20 466129570),(21 513206940),(22 562450900),(23 612047550),(24 662439230),(25 713413500),(26 764429500),(27 816269300),(28 869317800),(29 923766700),(30 979574460),(31 1034271550),(32 1089001100),(33 1144120200),(34 1198488400),(35 1251604100),(36 1304183800),(37 1354986500),(38 1402529700),(39 1447836700),(40 1491558900),(41 1532856300),(42 1571916200),(43 1607929700),(44 1643015200),(45 1678241900),(46 1712512000),(47 1745320400),(48 1776919400),(49 1806140900),(50 1833101800),(51 1856176800),(52 1876316000),(53 1894398300),(54 1910339200),(55 1925130900),(56 1941019100),(57 1957586300),(58 1974306400),(59 1990925700),(60 2006857100),(61 2021541200),(62 2036935300),(63 2053912700),(64 2072607100),(65 2090396700),(66 2107251800),(67 2123898500),(68 2139721100),(69 2155811600),(70 2172774700),(71 2188584700),(72 2205244200),(73 2223736600),(74 2245057800),(75 2267113000),(76 2290616000),(77 2312350500),(78 2333448700),(79 2353782000),
(1 1286253.3),(2 5051443.5),(3 10994851),(4 18968924),(5 28981296),(6 40334180),(7 52949304),(8 66753076),(9 81829870),(10 98075530),(11 115230210),(12 133123496),(13 152238300),(14 172176720),(15 192805970),(16 214043870),(17 235307980),(18 256767950),(19 277825570),(20 298977470),(21 320144220),(22 341221400),(23 362004930),(24 382686270),(25 403253340),(26 423760200),(27 443908260),(28 463948300),(29 483653820),(30 502497630),(31 520023040),(32 536433340),(33 551892100),(34 565904300),(35 578459260),(36 590321800),(37 601191940),(38 610576800),(39 619142000),(40 626487940),(41 632670100),(42 637449200),(43 639965200),(44 640571800),(45 639462200),(46 636792200),(47 632162300),(48 626336100),(49 619158140),(50 610579300),(51 600977860),(52 590708300),(53 578872640),(54 566185150),(55 553150100),(56 539705100),(57 526247260),(58 513079140),(59 499342660),(60 485537380),(61 471746300),(62 458723680),(63 446344900),(64 434751400),(65 423915620),(66 413511170),(67 403721120),(68 393641800),(69 383507740),(70 373089000),(71 363081020),(72 354229820),(73 346308600),(74 339669540),(75 334106460),(76 329400220),(77 325090900),(78 321500800),(79 318562880),
(1 1529604.4),(2 6076845.5),(3 13363289),(4 23239160),(5 35349680),(6 49183980),(7 64236864),(8 80270090),(9 97180800),(10 114665020),(11 132316410),(12 149940900),(13 168009070),(14 186104370),(15 204140600),(16 222011860),(17 239378220),(18 256179280),(19 271913500),(20 286446750),(21 299702240),(22 311696100),(23 322420350),(24 332334820),(25 341309800),(26 349223650),(27 355068260),(28 359133920),(29 361704300),(30 362558880),(31 361871650),(32 359956380),(33 356718300),(34 352412450),(35 347102080),(36 341132500),(37 334984060),(38 328800130),(39 322951460),(40 316864600),(41 310737950),(42 304949760),(43 299246200),(44 293312540),(45 287325700),(46 281283200),(47 274637000),(48 267932420),(49 261375620),(50 254954370),(51 248869840),(52 243105220),(53 237056380),(54 230989490),(55 225279060),(56 220074320),(57 215099920),(58 210762370),(59 206356050),(60 202383100),(61 198689540),(62 195015420),(63 191055950),(64 186901570),(65 182638030),(66 178669950),(67 175002060),(68 171577630),(69 168497040),(70 165799950),(71 163533900),(72 161726900),(73 160312060),(74 159588530),(75 159842510),(76 160779780),(77 162495410),(78 164928860),(79 167785460),
(1 1125100.8),(2 4476645),(3 9833534),(4 17022394),(5 25603364),(6 35307424),(7 45663892),(8 56354668),(9 67223976),(10 77968056),(11 88359940),(12 98133640),(13 107315870),(14 115606800),(15 122782750),(16 128903420),(17 133764810),(18 137396880),(19 139799900),(20 141293550),(21 141706610),(22 141153180),(23 139637760),(24 137553220),(25 134919400),(26 131845704),(27 128126210),(28 123873550),(29 119421700),(30 114874456),(31 110579304),(32 106376370),(33 102153370),(34 98232870),(35 94599736),(36 91285320),(37 88311816),(38 85974490),(39 84316456),(40 83429450),(41 83153060),(42 83416970),(43 84353410),(44 85983670),(45 88052640),(46 90510296),(47 93243100),(48 96292930),(49 99657490),(50 103272360),(51 106903740),(52 110335330),(53 113829820),(54 117356820),(55 120966110),(56 124582856),(57 128148830),(58 131773240),(59 135409060),(60 138950800),(61 142381420),(62 145294540),(63 147485810),(64 149250900),(65 150417620),(66 151189840),(67 151257250),(68 150627360),(69 149259630),(70 147528450),(71 145398720),(72 142853400),(73 139941780),(74 136979200),(75 133929700),(76 130750980),(77 127475970),(78 124186824),(79 121124460),
(1 876584.56),(2 3496221.5),(3 7703386),(4 13357402),(5 20064098),(6 27501864),(7 35231610),(8 42875428),(9 50485724),(10 57765372),(11 64675800),(12 71138040),(13 77077040),(14 82186616),(15 86219550),(16 89151330),(17 90904400),(18 91544776),(19 91149560),(20 90024740),(21 88288210),(22 85899470),(23 83076960),(24 79894936),(25 76562936),(26 73291640),(27 70303480),(28 67706904),(29 65593156),(30 63981980),(31 62972580),(32 62407770),(33 62249724),(34 62350428),(35 62616052),(36 63031120),(37 63552132),(38 64299204),(39 65190424),(40 66242652),(41 67261050),(42 68094530),(43 68869416),(44 69541540),(45 69998960),(46 70222056),(47 70318020),(48 70315656),(49 70209630),(50 70197920),(51 70272000),(52 70347864),(53 70465380),(54 70694060),(55 71101180),(56 71474210),(57 71990240),(58 72665400),(59 73549360),(60 74653090),(61 76007144),(62 77372260),(63 78607260),(64 79703220),(65 80515200),(66 81278200),(67 81759930),(68 81797544),(69 81530010),(70 81101600),(71 80632990),(72 79994710),(73 79046010),(74 77899290),(75 76659400),(76 75571270),(77 74616420),(78 73863224),(79 73191770),
(1 745780.94),(2 2938329.5),(3 6358477.5),(4 10855789),(5 16232698),(6 22284262),(7 28652884),(8 35043096),(9 41507170),(10 47800970),(11 53839064),(12 59295596),(13 64280664),(14 68347930),(15 71188620),(16 72692520),(17 73114584),(18 72531900),(19 71094460),(20 68846360),(21 65882344),(22 62376588),(23 58637292),(24 54725544),(25 50736424),(26 47222924),(27 44404076),(28 42426708),(29 41217784),(30 40808576),(31 41135496),(32 42047180),(33 43502540),(34 45225804),(35 47028984),(36 48956984),(37 50928904),(38 52953216),(39 55073150),(40 57272428),(41 59316300),(42 61160190),(43 62722890),(44 64134296),(45 65188384),(46 66076844),(47 66611316),(48 66769780),(49 66486120),(50 65860470),(51 65022936),(52 64075304),(53 63026750),(54 61955544),(55 61032030),(56 60146584),(57 59481100),(58 59053236),(59 58752520),(60 58630210),(61 58688136),(62 58821068),(63 59141292),(64 59510976),(65 59614092),(66 59586136),(67 59397850),(68 59005600),(69 58708424),(70 58496840),(71 58196650),(72 57872360),(73 57645428),(74 57540120),(75 57590892),(76 57784428),(77 58173850),(78 58663190),(79 59069388),
(1 721031.4),(2 2786876.3),(3 5962339.5),(4 10045825),(5 14801886),(6 20030566),(7 25419690),(8 30743612),(9 35938724),(10 40716460),(11 45066384),(12 48667876),(13 51561736),(14 53690680),(15 54972744),(16 55535230),(17 55432604),(18 54899536),(19 53923668),(20 52695484),(21 51320784),(22 49879204),(23 48403464),(24 46815400),(25 45186296),(26 43574740),(27 41942024),(28 40309976),(29 38838616),(30 37556668),(31 36465944),(32 35625028),(33 35135132),(34 35009400),(35 35255640),(36 35932236),(37 36808604),(38 37948010),(39 39168532),(40 40423400),(41 41720504),(42 42914896),(43 43965016),(44 44963428),(45 45747250),(46 46281976),(47 46582628),(48 46617276),(49 46224932),(50 45467096),(51 44542656),(52 43626564),(53 42746576),(54 42001544),(55 41364884),(56 40865388),(57 40618476),(58 40679856),(59 41036604),(60 41820296),(61 43098664),(62 44730864),(63 46710744),(64 48963420),(65 51268260),(66 53613576),(67 55926656),(68 58139436),(69 60265196),(70 62359290),(71 64228124),(72 65609596),(73 66421070),(74 66858584),(75 66825680),(76 66252600),(77 65070160),(78 63425132),(79 61633920),
(1 766217.44),(2 2906265.8),(3 6066562),(4 9905488),(5 14028166),(6 18111680),(7 21816908),(8 25013518),(9 27625842),(10 29440298),(11 30406306),(12 30679676),(13 30508988),(14 29980130),(15 29495790),(16 29297604),(17 29463748),(18 29959634),(19 30821964),(20 31997188),(21 33355212),(22 34663550),(23 35892304),(24 36955750),(25 37641160),(26 37893996),(27 37721016),(28 37197636),(29 36368250),(30 35347196),(31 34281816),(32 33362406),(33 32737060),(34 32468146),(35 32482882),(36 32788516),(37 33159284),(38 33635544),(39 34202560),(40 34941900),(41 35847616),(42 36679110),(43 37322972),(44 37747664),(45 37941804),(46 37914624),(47 37649964),(48 37333820),(49 36908536),(50 36331092),(51 35674730),(52 34922428),(53 34232492),(54 33523860),(55 32898412),(56 32515192),(57 32394816),(58 32672030),(59 33269036),(60 34120856),(61 35165876),(62 36341544),(63 37661210),(64 39105844),(65 40486670),(66 41801870),(67 43002364),(68 44018120),(69 44757596),(70 45312340),(71 45574452),(72 45493824),(73 45221004),(74 44876930),(75 44335760),(76 43565936),(77 42583124),(78 41522384),(79 40549660),
(1 816139.7),(2 3134068),(3 6569838.5),(4 10705145),(5 15118753),(6 19369674),(7 22998600),(8 25806772),(9 27768808),(10 28765892),(11 28963532),(12 28400216),(13 27279752),(14 25793960),(15 24329230),(16 23068928),(17 22159256),(18 21786816),(19 21938060),(20 22539722),(21 23391880),(22 24303216),(23 25285520),(24 26279108),(25 27129288),(26 27772848),(27 28197622),(28 28429496),(29 28479548),(30 28452522),(31 28413168),(32 28456166),(33 28706758),(34 29157750),(35 29763158),(36 30521494),(37 31376234),(38 32280264),(39 33095322),(40 33843390),(41 34542200),(42 35156576),(43 35564100),(44 35840570),(45 35988610),(46 36034516),(47 35964132),(48 35835304),(49 35647784),(50 35343536),(51 34921028),(52 34358716),(53 33682720),(54 32961788),(55 32339004),(56 31962142),(57 31785292),(58 31755640),(59 31855360),(60 32031564),(61 32152294),(62 32078874),(63 31781738),(64 31236522),(65 30493118),(66 29594770),(67 28527142),(68 27385252),(69 26247016),(70 25216528),(71 24352824),(72 23655962),(73 23244366),(74 23265318),(75 23654384),(76 24243990),(77 24913098),(78 25605758),(79 26378884),
(1 630047.4),(2 2370883.8),(3 4873995.5),(4 7802962.5),(5 10788472),(6 13446954),(7 15504704),(8 16822578),(9 17455338),(10 17454862),(11 17044216),(12 16388444),(13 15631957),(14 14876327),(15 14392412),(16 14267275),(17 14543422),(18 15195262),(19 16110809),(20 17126844),(21 17972432),(22 18580952),(23 18988742),(24 19242200),(25 19336178),(26 19260864),(27 19072358),(28 18856334),(29 18751096),(30 18822472),(31 19089896),(32 19551782),(33 20207272),(34 20946216),(35 21717464),(36 22530236),(37 23248388),(38 23817702),(39 24193236),(40 24393548),(41 24368034),(42 24188306),(43 23845988),(44 23421930),(45 22998030),(46 22725546),(47 22659754),(48 22716456),(49 22770956),(50 22787534),(51 22769358),(52 22701008),(53 22583536),(54 22407706),(55 22203638),(56 22081896),(57 22153032),(58 22402728),(59 22735758),(60 23053270),(61 23374198),(62 23674998),(63 23801468),(64 23835766),(65 23797902),(66 23709300),(67 23579992),(68 23467314),(69 23367400),(70 23321592),(71 23311672),(72 23368782),(73 23458980),(74 23505618),(75 23546914),(76 23535880),(77 23392744),(78 23087134),(79 22643452),
(1 662086.7),(2 2481533.8),(3 5077665.5),(4 8027444.5),(5 10905244),(6 13283663),(7 14956697),(8 15819208),(9 15959806),(10 15511863),(11 14761302),(12 13878771),(13 13021754),(14 12444682),(15 12293581),(16 12605822),(17 13466048),(18 14730155),(19 16124956),(20 17325864),(21 18161258),(22 18569140),(23 18532432),(24 18165172),(25 17638418),(26 17038186),(27 16599034),(28 16365869),(29 16378616),(30 16630839),(31 17051644),(32 17498842),(33 17843120),(34 17990546),(35 17962198),(36 17764928),(37 17326890),(38 16706933),(39 15993769),(40 15302799),(41 14745958),(42 14409899),(43 14229822),(44 14232233),(45 14417274),(46 14668978),(47 14897658),(48 15051092),(49 15034876),(50 14793176),(51 14379448),(52 13969156),(53 13670323),(54 13511576),(55 13521882),(56 13696507),(57 14059720),(58 14638240),(59 15333001),(60 16086287),(61 16766255),(62 17309342),(63 17648860),(64 17809254),(65 17723164),(66 17368410),(67 16850804),(68 16285862),(69 15809734),(70 15505499),(71 15248632),(72 14967362),(73 14646054),(74 14383016),(75 14241963),(76 14237133),(77 14377887),(78 14651983),(79 15093668),
