q, (a, b, c)
1.5, (-23714306958.671055, 826301.0298270665, 23714150342.46744)
2.5, (-7862563.527726162, 44.06151990532772, 6824042.697286827)
3.5, (-15067337.761884993, 112.3053477172912, 14117140.090411682)
4.5, (-8974463.907653924, 25.51550793904685, 7200871.570533175)
5.5, (-5577054.578146826, 20.20530678928224, 4500262.350984452)
6.5, (-5429374.066887504, 15.955300066313068, 4054467.8967424207)
7.5, (-4594109.303180101, 23.994360033457376, 3971601.753148374)
8.5, (-3711866.8150668214, 18.916330861800176, 3269406.177904309)
9.5, (-4042661.7706477516, 14.24894284570185, 3070027.7153294203)
10.5, (-6450651.92518752, 137.01651624365263, 6650235.083333149)
11.5, (-11302204.108265992, 233.37415655890518, 11463220.07086914)
12.5, (-5774075.769869803, 85.52192979791917, 5743568.9990685005)
13.5, (-6825467.452015087, 143.43236303104965, 6891580.081512999)
14.5, (-4472337.384783411, 69.88008957234415, 4472609.512146278)
15.5, (-4714360.322792276, 63.000121626537975, 4512720.801828707)
16.5, (-4304156.857450115, 47.54846271350349, 4090030.482160296)
17.5, (-3388324.9956917167, 27.101097341870155, 2994149.13710882)
18.5, (-3577189.4204366226, 30.536652628916585, 3305745.7226508334)
19.5, (-2500991.024031252, 56.56488682595013, 2574744.231797626)
20.5, (-5460220.049727932, 152.30542224997677, 5641317.469480709)
21.5, (-2258902.993067529, 41.92580193916219, 2216812.262034373)
22.5, (-1794075.098470518, 47.892711315066975, 1879096.9464209608)
23.5, (-3209541.4026628323, 89.72133940161308, 3298999.078529767)
24.5, (-1439617.932999777, 23.533008433059397, 1390494.3781375873)
25.5, (-7391123856.179552, 354633.47660499444, 7391276446.10269)
26.5, (-6692758.196582543, 334.6121309312495, 6873107.61120099)
27.5, (-1693526.0529403624, 31.88063872395327, 1661978.4491272476)
28.5, (-2436282.0213549547, 65.70186867986328, 2437990.289016028)
29.5, (-2616130.0338356826, 69.33198634102844, 2572343.434363667)
30.5, (-1735444.5253849518, 50.77895850693636, 1732840.8347133773)
31.5, (-4622280727.194387, 340435.9614677915, 4622457342.6861)
32.5, (-984055.5823513509, 39.73884005408706, 1073117.7099427953)
33.5, (-2336445.842868141, 159.2070971882945, 2503203.950117018)
34.5, (-2499730.8236344014, 154.83843028377535, 2622419.9519930445)
35.5, (-2512332.4416077402, 143.16621287538229, 2591645.709562732)
36.5, (-2585134889.420689, 241166.810043067, 2585271979.9783483)
