1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 653063.7),(2 1905144.4),(3 3248562),(4 4720547),(5 6275017.5),(6 8002714),(7 9341600),(8 10860643),(9 13083201),(10 14817037),(11 16320588),(12 17982716),(13 19453382),(14 20832172),(15 22411506),(16 24175920),(17 26056070),(18 28657066),(19 31364566),(20 33715652),(21 35831132),(22 37410636),(23 39090484),(24 40709444),(25 41611276),(26 41984300),(27 42079180),(28 42378092),(29 42699148),(30 42585740),(31 42889876),(32 43770140),(33 44057908),(34 45232350),(35 46319404),(36 47262476),(37 48270932),(38 49053150),(39 49537948),(40 49943172),(41 50720500),(42 50991520),(43 51431980),(44 52373020),(45 53355796),(46 53893548),(47 54280788),(48 54671390),(49 55602268),(50 56200660),(51 56649056),(52 57838156),(53 58204830),(54 57861932),(55 57737420),(56 57741492),(57 57752224),(58 57405932),(59 56820544),(60 56058436),(61 54853940),(62 53732670),(63 52613120),(64 51470124),(65 50350132),(66 49375604),(67 48051548),(68 46310124),(69 45324948),(70 44833180),(71 43746204),(72 42786984),(73 41362708),(74 40496450),(75 39947116),(76 39457132),(77 38874750),(78 38168176),(79 38010350),
(1 35713.363),(2 36712.418),(3 36503.633),(4 37482.707),(5 37081.938),(6 37240.563),(7 37185.676),(8 37176.477),(9 37025.715),(10 37207.773),(11 37746.01),(12 37930.668),(13 37602.89),(14 36610.27),(15 37614.625),(16 37756.113),(17 37005.96),(18 37556.35),(19 37241.51),(20 36951.984),(21 36965.367),(22 36882.805),(23 37245.797),(24 36942.676),(25 37012.117),(26 37142.813),(27 38134.906),(28 37312.723),(29 37222.027),(30 37472.76),(31 37567),(32 37735.48),(33 37058.598),(34 38535.363),(35 37467.492),(36 36606.633),(37 37116.344),(38 37227.785),(39 37855.586),(40 37944.47),(41 38064.293),(42 37817.6),(43 37699.594),(44 36820.05),(45 37210.527),(46 37916.742),(47 37414.836),(48 37744.05),(49 37341.848),(50 37140.914),(51 38355.402),(52 37089.56),(53 37251.99),(54 37237.15),(55 37747.457),(56 37621.457),(57 36924.31),(58 37837.55),(59 37150.094),(60 37129.684),(61 37184.77),(62 37781.027),(63 37450.523),(64 37835.53),(65 38429.035),(66 37594.953),(67 36911.254),(68 37002.598),(69 37587.445),(70 37485.16),(71 37819.16),(72 37546.383),(73 37641.438),(74 37633.2),(75 38062.363),(76 38606.633),(77 37952.336),(78 38326.254),(79 37664.258),
(1 33130.176),(2 34551.96),(3 34572.406),(4 34718.08),(5 34693.363),(6 33774.957),(7 34731.504),(8 35888.727),(9 34836.758),(10 33960.793),(11 34771.695),(12 34320.113),(13 33858.734),(14 35019.51),(15 34589.96),(16 34468.348),(17 34168.203),(18 33982.16),(19 34231.445),(20 34306.605),(21 34257.207),(22 34952.68),(23 34288.45),(24 34224.082),(25 34847.69),(26 34771.332),(27 34881.707),(28 34043.645),(29 34278.215),(30 34200.836),(31 35119.86),(32 34518.81),(33 34533.55),(34 34573.184),(35 34016.24),(36 34449.836),(37 34259.87),(38 35346.008),(39 35148.83),(40 35002.973),(41 35506.11),(42 35474.184),(43 34774.727),(44 34763.297),(45 34564.47),(46 35280.195),(47 34837.086),(48 35093.72),(49 35326.38),(50 35000.82),(51 34857.023),(52 35464.785),(53 34966.387),(54 34856.68),(55 34834.293),(56 35109.734),(57 34978.477),(58 35303.223),(59 34885.25),(60 34761.355),(61 35007.32),(62 35174.297),(63 35118),(64 34876.547),(65 34781.137),(66 35114.613),(67 34817.074),(68 35311.402),(69 34483.336),(70 35010.82),(71 35803.016),(72 34984.445),(73 35865.395),(74 35776.9),(75 36184.332),(76 35581.586),(77 35684.56),(78 35962.414),(79 35737.926),
(1 33022.965),(2 34789.848),(3 34797.344),(4 34975.82),(5 34559.996),(6 33412.6),(7 34281.605),(8 34377.773),(9 34284.098),(10 34166.566),(11 34800.688),(12 34154.33),(13 34136.242),(14 34082.727),(15 34303.496),(16 34269.01),(17 34344.773),(18 33784.754),(19 34295.656),(20 35304.625),(21 34847.02),(22 35057.38),(23 35298.34),(24 34218.188),(25 35147.016),(26 34682.86),(27 34688.453),(28 33654.51),(29 35066.97),(30 34718.88),(31 34282.816),(32 34238.797),(33 33880.434),(34 34890.96),(35 34088.33),(36 34123.156),(37 34483.38),(38 35081.773),(39 35023.406),(40 34403.02),(41 34917.57),(42 34803.633),(43 34145.383),(44 34232.41),(45 35332.13),(46 35219.883),(47 35314.08),(48 35814.246),(49 35507.813),(50 34884.367),(51 34987.11),(52 36040.38),(53 35094.63),(54 34571.527),(55 34940.33),(56 34675.707),(57 34139.78),(58 34768.645),(59 35059.684),(60 34947.164),(61 34443.24),(62 35511.42),(63 35066.125),(64 34871.402),(65 33982.063),(66 34678.242),(67 34964.35),(68 34918.402),(69 34771.426),(70 35229.266),(71 35336.77),(72 35086.723),(73 35681.223),(74 35222.72),(75 35542.273),(76 35291.688),(77 35211.004),(78 36364.754),(79 35871.977),
(1 31250.404),(2 31879.53),(3 32091.965),(4 31626.492),(5 32416.543),(6 32320.256),(7 32027.512),(8 31720.707),(9 32090.203),(10 32444.475),(11 32248.633),(12 32226.89),(13 32625.14),(14 32064.03),(15 32030.607),(16 32245.738),(17 32198.23),(18 31607.076),(19 32286.531),(20 32268.705),(21 32254.287),(22 32674.855),(23 32726.896),(24 31930.271),(25 32681.668),(26 32230.53),(27 32116.656),(28 31800.688),(29 32580.627),(30 32582.16),(31 32383.03),(32 32484.6),(33 32041.574),(34 33539.137),(35 32347.598),(36 32390.033),(37 32519.91),(38 32134.854),(39 32286.063),(40 32728.705),(41 32191.285),(42 32619.71),(43 32212.342),(44 31753.277),(45 32532.102),(46 33086.62),(47 33308.508),(48 32948.297),(49 33124.523),(50 32348.412),(51 32794.348),(52 32594.146),(53 32417.738),(54 32100.547),(55 32297.018),(56 32218.848),(57 32078.184),(58 32675.459),(59 33649.797),(60 32718.332),(61 32810),(62 33108.242),(63 32982.258),(64 32059.428),(65 32623.344),(66 32302.582),(67 32562.133),(68 32486.092),(69 32280.285),(70 33068.645),(71 32928.42),(72 32660.172),(73 32727.059),(74 32633.627),(75 32967.75),(76 32616.938),(77 32527.543),(78 33622.16),(79 33783.215),
(1 30922.824),(2 31663.445),(3 31747.605),(4 31114.605),(5 31516.182),(6 31221.602),(7 31366.727),(8 31505.81),(9 31230.506),(10 32097.627),(11 31403.664),(12 31795.223),(13 31425.713),(14 31267.885),(15 32032.877),(16 31692.984),(17 31848.709),(18 31387.07),(19 31288.824),(20 31246.434),(21 31508.162),(22 31921.34),(23 31188.07),(24 31711.041),(25 31414.66),(26 31626.584),(27 30879.727),(28 31350.553),(29 31823.322),(30 31455.77),(31 31920.967),(32 31620.77),(33 31504.822),(34 31916.746),(35 31433.875),(36 31631.682),(37 31788.578),(38 30940.55),(39 31858.895),(40 31651.473),(41 32523.523),(42 31986.525),(43 32240.152),(44 31657.049),(45 32042.553),(46 32306.709),(47 32382.22),(48 31878.086),(49 32893.7),(50 31706.342),(51 32566.525),(52 32689.834),(53 32560.371),(54 32195.947),(55 31784.916),(56 32187.56),(57 32127.242),(58 32261.24),(59 32466.434),(60 32401.04),(61 32437.191),(62 32611.426),(63 32212.547),(64 32180.914),(65 32227.813),(66 31974.258),(67 32449.01),(68 31766.455),(69 31459.336),(70 31828.133),(71 31811.686),(72 31834.805),(73 31657.783),(74 31927.057),(75 32530.857),(76 31549.979),(77 31444.238),(78 32132.902),(79 32085.285),
(1 29216.504),(2 29244.492),(3 29443.818),(4 29758.098),(5 29558.87),(6 29993.795),(7 30040.19),(8 29802.82),(9 30041.684),(10 30161.586),(11 30434.395),(12 29769.346),(13 30535.658),(14 30880.959),(15 30634.611),(16 30645.79),(17 30941.258),(18 29817.162),(19 30667.807),(20 30537.678),(21 30054.58),(22 30137.107),(23 30109.053),(24 30915.508),(25 30742.32),(26 30406.8),(27 30202.346),(28 30489.564),(29 30503.035),(30 29401.865),(31 29396.295),(32 30007.506),(33 30042.047),(34 30325.885),(35 30033.316),(36 29862.541),(37 30240.125),(38 29779.871),(39 30553.357),(40 29980.701),(41 30304.287),(42 29987.486),(43 30731.594),(44 30004.97),(45 29638.693),(46 30678.91),(47 30314.932),(48 29941.21),(49 30778.463),(50 30292.895),(51 30445.486),(52 30003.902),(53 30626.441),(54 30473.121),(55 30017.256),(56 29717.703),(57 30429.23),(58 29926.723),(59 29837.66),(60 29985.998),(61 30461.85),(62 30244.033),(63 29572.758),(64 29749.096),(65 30009.484),(66 30313.334),(67 29744.703),(68 29595.533),(69 29868.76),(70 29473.271),(71 29815.252),(72 30295.613),(73 30063.914),(74 30381.258),(75 30499.367),(76 29776.717),(77 29961.512),(78 30143.99),(79 29812.105),
(1 27891.145),(2 28904.117),(3 28806.402),(4 29271.174),(5 28730.53),(6 28580.846),(7 28675.117),(8 29451.592),(9 29585.205),(10 29656),(11 29532.072),(12 28864.135),(13 29211.352),(14 29625.17),(15 29231.117),(16 29731.959),(17 29192.047),(18 29387.45),(19 29380.037),(20 29413.49),(21 29576.13),(22 29679.074),(23 29180.447),(24 28883.658),(25 29217.615),(26 29327.2),(27 29241.799),(28 29122.24),(29 29697.373),(30 29181.305),(31 28833.027),(32 28587.22),(33 29232.242),(34 29780.691),(35 29991.166),(36 29496.277),(37 29703.004),(38 28946.688),(39 29290.361),(40 28922.154),(41 29568.453),(42 29145.895),(43 29679.656),(44 29623.926),(45 29299.953),(46 29279.477),(47 28962.682),(48 29289.535),(49 29339.598),(50 30148.902),(51 29963.855),(52 29437.47),(53 29943.05),(54 29797.768),(55 29363.914),(56 29354.594),(57 29391.906),(58 29168.176),(59 29587.672),(60 29037.037),(61 29095.527),(62 29265.795),(63 29315.328),(64 29552.191),(65 29558.678),(66 29576.076),(67 29217.95),(68 28845.025),(69 29581.504),(70 28768.076),(71 29071.67),(72 29248.01),(73 29850.07),(74 29587.684),(75 29315.156),(76 29099.018),(77 30042.701),(78 29995.518),(79 29314.564),
(1 28029.72),(2 28935.629),(3 28639.895),(4 28353.049),(5 28922.164),(6 28561.152),(7 28772.934),(8 29012.51),(9 29024.797),(10 28553.012),(11 28574.197),(12 28805.145),(13 28474.209),(14 28383.621),(15 28596.498),(16 29177.021),(17 28548.232),(18 28507.287),(19 28956.496),(20 29052.227),(21 28397.932),(22 29320.863),(23 28671.227),(24 28629.553),(25 28161.68),(26 28635.258),(27 28644.316),(28 28803.832),(29 28749.46),(30 29158.232),(31 28618.758),(32 29053.14),(33 29191.498),(34 29501.1),(35 28834.604),(36 29175.936),(37 29027.387),(38 28965.158),(39 29775.947),(40 28925.309),(41 29082.322),(42 29145.383),(43 28922.68),(44 28665.213),(45 28476.375),(46 29671.492),(47 30032.115),(48 29398.28),(49 28649.383),(50 28765.383),(51 28769.424),(52 28736.701),(53 28746.688),(54 29007.111),(55 29102.938),(56 28943.713),(57 28610.025),(58 29270.693),(59 29002.15),(60 29386.496),(61 28564.229),(62 28425.604),(63 28392.652),(64 29145.523),(65 28684.049),(66 29265.27),(67 29257.432),(68 28798.654),(69 28535.256),(70 28138.428),(71 28637.385),(72 29026.67),(73 29355.313),(74 29001.146),(75 28702.926),(76 29316.416),(77 29349.473),(78 29213.797),(79 29124.637),
(1 25963.4),(2 27020.68),(3 26873.234),(4 27894.902),(5 27171.115),(6 27090.354),(7 27325.857),(8 27027.08),(9 27415.816),(10 27411.752),(11 26959.14),(12 27317.332),(13 27496.6),(14 27655.594),(15 27152.729),(16 27521.857),(17 27291.656),(18 27333.186),(19 27601.035),(20 27489.49),(21 27051.195),(22 27369.186),(23 27577.307),(24 26580.268),(25 26870.957),(26 27332.842),(27 27322.54),(28 27406.615),(29 26795.422),(30 26815.043),(31 27072.072),(32 26907.025),(33 27632.354),(34 27747.47),(35 27539.258),(36 27460.031),(37 27526.219),(38 27257.375),(39 27408.734),(40 27092.047),(41 27393.285),(42 27191.346),(43 27131.707),(44 27373.256),(45 27275.6),(46 28024.547),(47 27529.66),(48 27080.799),(49 27425.941),(50 27438.482),(51 27149.758),(52 27151.227),(53 26536.922),(54 27569.225),(55 27709.613),(56 26846.451),(57 27340.553),(58 27415.447),(59 27068.912),(60 27279.904),(61 27360.021),(62 27227.865),(63 27244.617),(64 27833.531),(65 27110.783),(66 27212.686),(67 26886.62),(68 27033.445),(69 27256.86),(70 27621.846),(71 27372.066),(72 27364.291),(73 27556.781),(74 27606.512),(75 27427.607),(76 27966.713),(77 26980.027),(78 27786.225),(79 27998.979),
(1 25269.309),(2 26796.963),(3 26082.025),(4 26084.031),(5 26442.59),(6 26141.242),(7 26506.777),(8 26125.207),(9 26368.01),(10 26614.857),(11 25912.508),(12 26241.904),(13 26744.318),(14 26177.047),(15 26521.229),(16 26225.885),(17 26644.574),(18 26648.256),(19 26589.766),(20 26527.992),(21 26392.559),(22 26440.133),(23 26936.125),(24 26160.13),(25 26371.191),(26 26454.34),(27 26440.695),(28 26336.727),(29 26562.482),(30 25650.166),(31 26380.861),(32 26107.28),(33 27131.088),(34 26560.178),(35 26167.357),(36 26951.97),(37 26409.107),(38 26631.299),(39 26613.076),(40 26906.742),(41 26590.049),(42 27000.832),(43 26682.785),(44 26450.164),(45 26348.408),(46 26460.936),(47 26747.031),(48 25840.738),(49 26335.629),(50 25858.928),(51 26750.826),(52 25813.354),(53 26198.59),(54 26269.69),(55 26220.092),(56 26354.33),(57 25945.656),(58 26106.346),(59 27348.852),(60 26641.85),(61 26231.508),(62 26554.064),(63 26983.682),(64 26850.744),(65 26847.979),(66 26710.598),(67 27131.934),(68 26669.244),(69 26624.344),(70 26876.877),(71 26442.066),(72 26554.3),(73 26279.174),(74 26934.72),(75 27200.334),(76 27143.594),(77 26450.186),(78 27089.043),(79 27319.457),
(1 24656.11),(2 24850.836),(3 24940.916),(4 24996.783),(5 25260.342),(6 25234.436),(7 25179.232),(8 24845.889),(9 25451.818),(10 25737.797),(11 25573.803),(12 25793.523),(13 25514.727),(14 25447.37),(15 25085.715),(16 25252.766),(17 25299.502),(18 25075.215),(19 25423.916),(20 25150.422),(21 25553.418),(22 25015.37),(23 25472.29),(24 25160.375),(25 24672.436),(26 25014.945),(27 25310.209),(28 25134.994),(29 25084.771),(30 24825.78),(31 25341.004),(32 24934.178),(33 25041.818),(34 25421.99),(35 25082.586),(36 26100.797),(37 25272.525),(38 25626.73),(39 25855.354),(40 25310.602),(41 25401.21),(42 25616.848),(43 25832.926),(44 25385.049),(45 25342.674),(46 25755.588),(47 25815.15),(48 25665.773),(49 25548.3),(50 25277.98),(51 25522.047),(52 25009.68),(53 25564.717),(54 25196.13),(55 25861.139),(56 25341.248),(57 25565.602),(58 26059.334),(59 25797.93),(60 25331.08),(61 25439.678),(62 25964.52),(63 25764.525),(64 25428.871),(65 25691.951),(66 25493.467),(67 25185.793),(68 25094.7),(69 25397.375),(70 25410.98),(71 25157.47),(72 25216.496),(73 25755.65),(74 25444.352),(75 25559.049),(76 25589.453),(77 25488.717),(78 25685.43),(79 25740.24),
(1 23346.572),(2 23885.32),(3 24181.934),(4 23698.219),(5 24505.447),(6 24067.795),(7 23978.95),(8 24191.559),(9 24118.268),(10 24361.889),(11 24357.682),(12 24165.223),(13 24347.682),(14 24340.219),(15 24394.207),(16 23986.133),(17 24393.682),(18 24510.568),(19 24270.72),(20 24258.168),(21 24158.078),(22 23927.225),(23 24459.162),(24 23998.844),(25 24264.955),(26 24385.91),(27 24360.55),(28 24826.697),(29 24126.555),(30 24259.795),(31 24442.389),(32 24434.154),(33 24858.25),(34 24564.13),(35 24287.97),(36 24565.55),(37 24325.162),(38 24009.467),(39 25035.418),(40 24816.771),(41 24378.91),(42 24523.4),(43 24804.863),(44 24323.594),(45 24321.031),(46 25007.525),(47 24581.377),(48 24505.098),(49 24341.281),(50 24352.717),(51 24155.799),(52 24748.305),(53 24357.752),(54 24291.287),(55 24493.576),(56 23967.416),(57 24276.33),(58 24891.148),(59 24828.816),(60 24892.672),(61 24687.94),(62 24485.387),(63 24669.643),(64 24540.25),(65 24894.557),(66 24729.207),(67 24291.676),(68 24828.684),(69 24475.262),(70 25415.549),(71 24692.525),(72 24711.129),(73 25027.803),(74 24867.705),(75 24823.258),(76 24779.322),(77 24444.242),(78 24852.613),(79 24914.61),
(1 22854.781),(2 22899.71),(3 23208.178),(4 23344.732),(5 23561.736),(6 23448.916),(7 22922.164),(8 23562.947),(9 23206.914),(10 23843.234),(11 23229.457),(12 23098.193),(13 23546.936),(14 23403.273),(15 23751.846),(16 23483.682),(17 23580.7),(18 23741.764),(19 23574.824),(20 23441.637),(21 23729.586),(22 23404.611),(23 23589.48),(24 23733.648),(25 23488.816),(26 23461.947),(27 23966.385),(28 23929.64),(29 23509.3),(30 23346.213),(31 23773.447),(32 24060.588),(33 23917.979),(34 24415.705),(35 23808.14),(36 24458.535),(37 24264.803),(38 23832.998),(39 24612.633),(40 24452.635),(41 24448.451),(42 23807.951),(43 23755.027),(44 24438.498),(45 24110.93),(46 24273.012),(47 24209.37),(48 24587.664),(49 24000.87),(50 24060.365),(51 24135.686),(52 24305.547),(53 23865.729),(54 23911.979),(55 23529.795),(56 24171.752),(57 23815.5),(58 24091.875),(59 23724.906),(60 24155.473),(61 23987.58),(62 23674.469),(63 23733.104),(64 23965.338),(65 23972.084),(66 23287.611),(67 23930.67),(68 23782.639),(69 23681.965),(70 24125.361),(71 22952.93),(72 23749.543),(73 23569.13),(74 23454.549),(75 24124.842),(76 24009.502),(77 24044.701),(78 24234.295),(79 23922.863),
(1 21480.508),(2 22039.346),(3 22161.146),(4 22093.482),(5 22313.434),(6 22073.621),(7 22234.613),(8 22367.818),(9 22408.566),(10 22769.191),(11 22606.479),(12 21875.932),(13 21869.527),(14 21824.625),(15 21863.06),(16 22179.535),(17 22185.576),(18 22192.91),(19 22081.133),(20 22144.191),(21 22204.822),(22 22209.24),(23 22047.18),(24 22208.965),(25 22063.54),(26 22247.24),(27 22485.979),(28 22298.621),(29 21991.488),(30 22629.682),(31 22516.248),(32 22412.506),(33 22398.463),(34 22787.045),(35 22614.783),(36 22491.57),(37 22038.879),(38 22048.969),(39 22214.535),(40 22409.309),(41 22615.084),(42 22721.59),(43 22517.51),(44 22982.59),(45 22842.953),(46 23134.42),(47 22857.664),(48 22694.238),(49 23199.748),(50 23126.541),(51 22569.162),(52 22563.578),(53 22140.29),(54 22303.59),(55 22257.053),(56 22400.936),(57 22580.453),(58 22716.885),(59 22961.574),(60 22112.611),(61 22185.28),(62 22733.764),(63 22060.428),(64 22613.506),(65 22657.299),(66 22033.566),(67 22253.574),(68 22034.46),(69 22131.035),(70 22610.484),(71 22152.148),(72 22415.898),(73 22264.916),(74 22234.951),(75 22375.904),(76 22391.441),(77 22271.15),(78 22556.756),(79 22716.904),
(1 20886.066),(2 20931.76),(3 21134.11),(4 21683.152),(5 20937.85),(6 20741.406),(7 21268.803),(8 21119.205),(9 21344.965),(10 21499.174),(11 20931.158),(12 21033.35),(13 20852.156),(14 21124.428),(15 21157.55),(16 21142.666),(17 21318.781),(18 21191.826),(19 21135.318),(20 21024.379),(21 21527.504),(22 21662.998),(23 21096.68),(24 21043.705),(25 21225.83),(26 21508.213),(27 21529.709),(28 21531.295),(29 21216.701),(30 21729.805),(31 21403.621),(32 21620.223),(33 21733.494),(34 21985.93),(35 21424.451),(36 21547.537),(37 21576.104),(38 21236.72),(39 21488.2),(40 21361.072),(41 21755.95),(42 21633.809),(43 21219.51),(44 21856.908),(45 21742.563),(46 22005.893),(47 21650.262),(48 21970.615),(49 21847.104),(50 22088.049),(51 21769.16),(52 21628.19),(53 21106.307),(54 21885.113),(55 21678.09),(56 22095.063),(57 21788.668),(58 22385.648),(59 21868.75),(60 21164.309),(61 21199.506),(62 21818.172),(63 21566.74),(64 21735.736),(65 21951.348),(66 22027.193),(67 21759.271),(68 21619.453),(69 21915.557),(70 21767.824),(71 21527.938),(72 21581.531),(73 21594.877),(74 21552.334),(75 21883.049),(76 22032.42),(77 21657.846),(78 21889.68),(79 21667.09),
(1 19575.998),(2 19623.916),(3 19934.979),(4 19976.63),(5 20361.355),(6 19834.492),(7 19931.875),(8 19524.805),(9 19688.43),(10 20066.967),(11 19945.793),(12 20012.223),(13 19923.797),(14 20015.29),(15 19785.285),(16 19793.902),(17 20145.432),(18 20256.209),(19 20219.816),(20 20058.164),(21 20156.434),(22 20088.082),(23 19935.443),(24 19848.297),(25 19942.217),(26 20146.309),(27 20408.533),(28 20068.375),(29 20024.441),(30 20343.156),(31 20558.209),(32 20338.176),(33 20358.893),(34 20371.06),(35 20300.814),(36 20304.07),(37 20433.09),(38 20421.918),(39 20414.807),(40 20092.518),(41 20638.756),(42 20416.422),(43 20496.148),(44 20218.861),(45 20538.83),(46 20483.42),(47 20528.824),(48 21052.031),(49 20575.115),(50 20581.047),(51 20722.895),(52 20807.613),(53 20865.123),(54 20443.684),(55 20522.88),(56 20814.63),(57 20936.012),(58 20581.273),(59 20775.03),(60 20347.22),(61 20616.96),(62 20752.086),(63 21074.857),(64 20265.387),(65 21018.57),(66 20442.38),(67 20496.314),(68 20006.6),(69 20322.14),(70 20304.209),(71 20539.572),(72 20164.912),(73 20603.178),(74 20723.063),(75 20669.287),(76 21067.664),(77 20521.363),(78 20616.725),(79 20988.043),
(1 19601.488),(2 19553.361),(3 20062.266),(4 20085.746),(5 19935.834),(6 20239.75),(7 19785.158),(8 19813.432),(9 20118.963),(10 20409.201),(11 20178.566),(12 20491.383),(13 20307.682),(14 19843.627),(15 19962.205),(16 20532.955),(17 20377.16),(18 20172.762),(19 20252.77),(20 20577.115),(21 20007.69),(22 20362.576),(23 20406.393),(24 20356.877),(25 20094.762),(26 20098.97),(27 20589.213),(28 20499.295),(29 20218.268),(30 20493.127),(31 20492.563),(32 20294.807),(33 20267.422),(34 20534.684),(35 20318.262),(36 20585.1),(37 20688.336),(38 20709.58),(39 20245.346),(40 20573.434),(41 20637.52),(42 20641.52),(43 20793.764),(44 20475.32),(45 20288.523),(46 20603.943),(47 20487.49),(48 20288.102),(49 20263.396),(50 20457.625),(51 20751.563),(52 20702.82),(53 20747.824),(54 20548.377),(55 20463.041),(56 20590.531),(57 20194.158),(58 20886.42),(59 20585.434),(60 20754.984),(61 20338.465),(62 20530.71),(63 20510.182),(64 20443.404),(65 20808.209),(66 20718.482),(67 20544.574),(68 20347.293),(69 19937.12),(70 20690.58),(71 20351.402),(72 20595.752),(73 20814.297),(74 20483.371),(75 20328.963),(76 20622.73),(77 20382.846),(78 20370.84),(79 20807.758),
(1 19147.15),(2 19179.594),(3 19474.8),(4 20063.99),(5 19560.021),(6 19506.121),(7 19705.584),(8 19541.523),(9 19364.498),(10 19579.285),(11 19628.85),(12 19511.021),(13 19656.92),(14 19966.32),(15 19494.361),(16 19318.574),(17 18962.266),(18 19573.906),(19 19540.307),(20 19476.383),(21 19540.248),(22 19584.771),(23 19999.576),(24 19616.904),(25 19231.828),(26 19153.545),(27 19684.508),(28 19611.322),(29 19185.45),(30 19930.654),(31 19436.076),(32 19418.455),(33 19448.734),(34 19992.006),(35 19796.402),(36 19799.125),(37 19534.652),(38 19358.104),(39 19273.56),(40 19571.398),(41 20104.982),(42 20011.297),(43 19676.953),(44 19544.826),(45 19727.059),(46 19791.44),(47 19937.99),(48 19810.713),(49 19893.426),(50 19721.713),(51 20069.791),(52 20152.352),(53 20273.701),(54 20148.28),(55 19758.066),(56 20007.967),(57 19891.451),(58 20160.05),(59 19821.996),(60 20024.857),(61 20278.469),(62 20105.318),(63 19975.95),(64 19941.047),(65 19716.887),(66 19800.615),(67 19590.445),(68 19929.01),(69 19711.568),(70 20125.383),(71 19940.445),(72 19792.904),(73 20074.922),(74 19916.871),(75 20123.645),(76 19970.037),(77 20055.725),(78 19700.723),(79 19946.355),
