1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54910.77),(2 199668.94),(3 438124.16),(4 764332.5),(5 1143596.4),(6 1601880.4),(7 2101951.8),(8 2658822),(9 3231284),(10 3820325),(11 4397629.5),(12 5007813),(13 5634677.5),(14 6237806.5),(15 6862676),(16 7507356.5),(17 8187842.5),(18 8910620),(19 9614986),(20 10362171),(21 11121227),(22 11859673),(23 12695293),(24 13382300),(25 14075119),(26 14777795),(27 15472561),(28 16165321),(29 16788862),(30 17454102),(31 18146918),(32 18914810),(33 19721438),(34 20625320),(35 21617458),(36 22667338),(37 23798402),(38 25109768),(39 26450864),(40 27890454),(41 29433866),(42 31153646),(43 33012912),(44 34913308),(45 36977436),(46 39083844),(47 41437692),(48 44048336),(49 46756860),(50 49621390),(51 52666400),(52 55698828),(53 59267504),(54 62591980),(55 65957652),(56 69315540),(57 72771864),(58 76304904),(59 79766360),(60 83103816),(61 86842280),(62 90593240),(63 94301864),(64 98064504),(65 101833280),(66 105659880),(67 109666216),(68 113863420),(69 117762850),(70 121714470),(71 125774840),(72 129820280),(73 133383910),(74 136595570),(75 140059900),(76 143449470),(77 146835460),(78 150226740),(79 153819120),
(1 9117.737),(2 20104.756),(3 27329.438),(4 30951.047),(5 32296.36),(6 32451.508),(7 32100.36),(8 31754.318),(9 31942.31),(10 31808.148),(11 31561.047),(12 31981.15),(13 32603.861),(14 32897.63),(15 33237.69),(16 33294.766),(17 33289.9),(18 33750.715),(19 34250.445),(20 34585.95),(21 34546.51),(22 34101.223),(23 34010.285),(24 33967.49),(25 34028.33),(26 34610.453),(27 34601.72),(28 34334.59),(29 34585.23),(30 35119.316),(31 36183.582),(32 36606.008),(33 36335.67),(34 35799.33),(35 35855.035),(36 36941.445),(37 38285.953),(38 38240.35),(39 38287.055),(40 38230.477),(41 38023.977),(42 38413.71),(43 38865.625),(44 39286.938),(45 40317.813),(46 41171.652),(47 41687.645),(48 41647.227),(49 42283.95),(50 42744.652),(51 42804.66),(52 42902.418),(53 42499.016),(54 42110.2),(55 41956.758),(56 42257.11),(57 43025.22),(58 43352.496),(59 44017.637),(60 44985.152),(61 45410.313),(62 45804.477),(63 45545.02),(64 44755.914),(65 43891.74),(66 43820.816),(67 43782.125),(68 43390.89),(69 43383.15),(70 42485.527),(71 41264.715),(72 40966.773),(73 40891.71),(74 40849.51),(75 40597.36),(76 39980.832),(77 39398.883),(78 38785.004),(79 38620.125),
(1 8727.605),(2 19586.387),(3 26758.889),(4 30688.49),(5 32306.912),(6 32760.424),(7 32269.332),(8 31500.35),(9 31679.596),(10 31995.04),(11 31925.387),(12 31821.133),(13 31598.469),(14 32260.242),(15 32606.008),(16 32863.67),(17 32704.084),(18 33098.125),(19 34103.246),(20 34789.93),(21 34686.44),(22 34384.297),(23 33853.637),(24 33794.66),(25 33424.563),(26 32986.535),(27 33168.004),(28 33335.695),(29 33462.56),(30 34550.77),(31 35073.74),(32 34876.516),(33 35271.8),(34 35854.69),(35 36270.395),(36 37222.12),(37 38008.184),(38 38115.55),(39 38339.973),(40 39167.805),(41 38939.023),(42 39052.984),(43 39079.566),(44 39431.492),(45 40249.77),(46 40656.305),(47 41462.93),(48 41692.06),(49 42195.805),(50 42797.36),(51 42182.23),(52 42116.26),(53 42289.344),(54 42426.457),(55 42954.79),(56 44102.926),(57 45011.965),(58 45211.07),(59 45124.11),(60 45085.996),(61 45178.81),(62 44983.41),(63 45022.496),(64 45287.664),(65 45386.69),(66 45536.773),(67 45146.797),(68 43956.453),(69 43416.71),(70 43306.453),(71 42297.758),(72 42215.246),(73 41728.504),(74 41676.81),(75 41475.848),(76 41018.758),(77 40749.4),(78 40247.92),(79 39468.043),
(1 8886.719),(2 19929.563),(3 27424.582),(4 31167.857),(5 32650.31),(6 32842.746),(7 32224.453),(8 31220.85),(9 31003),(10 30913.225),(11 31151.576),(12 31280.35),(13 31315.6),(14 32041.332),(15 32769.02),(16 32803.344),(17 32626.586),(18 32876.688),(19 33352.14),(20 33470.133),(21 33437.535),(22 33123.957),(23 33073.08),(24 33605.26),(25 33478.29),(26 33433.395),(27 33389.676),(28 33300.957),(29 33842.168),(30 33933.86),(31 33503.914),(32 33380.367),(33 33582.02),(34 33684.094),(35 34047.21),(36 34655.563),(37 35109.11),(38 35035.023),(39 35698.23),(40 36226.79),(41 37107.336),(42 38220.133),(43 38618.547),(44 38970.535),(45 39231.08),(46 39393.227),(47 39513.027),(48 40064.145),(49 41150.07),(50 41571.32),(51 40811.277),(52 40787.38),(53 41262.875),(54 41494.023),(55 42422.996),(56 43573.508),(57 44157.44),(58 44196.82),(59 43637.38),(60 43497.996),(61 43782.348),(62 43546.547),(63 43399.3),(64 42959.188),(65 42722.332),(66 43161.99),(67 42933.7),(68 42866.293),(69 43366.516),(70 43072.973),(71 41998.55),(72 41339.938),(73 40745.223),(74 40480.836),(75 40287.836),(76 40011.02),(77 39307.168),(78 39122.95),(79 38611.883),
(1 8337.224),(2 18272.037),(3 24669.342),(4 27720.615),(5 28848.738),(6 29136.125),(7 28977.557),(8 28721.438),(9 28762.43),(10 28806.365),(11 28856.332),(12 28397.482),(13 28314.469),(14 28720.262),(15 29158.547),(16 29177.313),(17 29195.098),(18 29647.404),(19 30216.236),(20 30534.951),(21 30719.164),(22 30632.688),(23 30841.775),(24 31127.777),(25 31099.678),(26 30973.107),(27 30888.777),(28 30790.941),(29 31256.824),(30 31835.205),(31 31883.469),(32 31507.459),(33 31465.695),(34 31678.47),(35 32147.781),(36 32477.088),(37 32603.754),(38 32442.547),(39 32592.371),(40 32492.813),(41 33047.316),(42 33999.887),(43 34909.24),(44 35929),(45 36877.1),(46 36834.86),(47 36588.36),(48 36525.883),(49 37042.582),(50 37269.746),(51 37388.117),(52 37889.67),(53 38891.414),(54 39273.805),(55 39492.105),(56 39175.656),(57 38880.254),(58 38977.79),(59 38980.918),(60 39024.04),(61 38909.594),(62 38546.16),(63 39079.063),(64 39504.46),(65 39752.895),(66 39495.41),(67 39193.25),(68 38850.29),(69 38541.133),(70 37526.86),(71 36506.027),(72 35729.29),(73 35404.547),(74 35474.33),(75 35532.016),(76 35742.613),(77 36113.535),(78 35619.9),(79 34352.258),
(1 8687.433),(2 19439.924),(3 26261.912),(4 29225.195),(5 30089.705),(6 29961.898),(7 29933.848),(8 29751.672),(9 30207.553),(10 30277.486),(11 30473.496),(12 29789.197),(13 29524.41),(14 29686.014),(15 29916.676),(16 30109.338),(17 30363.854),(18 30874.61),(19 31390.271),(20 31251.408),(21 30888.459),(22 31309.887),(23 31157.834),(24 30195.441),(25 29515.553),(26 29324.38),(27 29867.043),(28 30170.799),(29 31015.703),(30 31689.969),(31 31754.4),(32 31652.39),(33 31326.217),(34 31022.955),(35 32005.963),(36 32657.748),(37 32886.6),(38 32890.24),(39 33244.945),(40 33529.426),(41 33767.32),(42 34628.324),(43 35395.27),(44 36407.402),(45 36511.434),(46 36960.67),(47 37647.72),(48 37665.188),(49 37955.523),(50 38387.863),(51 38422.605),(52 38902.18),(53 39417.94),(54 39640.29),(55 39819.69),(56 39722.832),(57 40216.418),(58 40398.68),(59 40432.22),(60 40796.668),(61 40941.555),(62 41112.21),(63 41060.574),(64 40777.9),(65 40275.754),(66 40091.04),(67 39686.74),(68 39302.492),(69 39255.02),(70 38364.523),(71 37575.33),(72 37572.293),(73 37412.15),(74 37220.887),(75 37226.016),(76 36909.53),(77 36288.883),(78 35427.293),(79 34724.258),
(1 8430.559),(2 18863.727),(3 25028.887),(4 27778.906),(5 28319.352),(6 28555.477),(7 28740.703),(8 28909.19),(9 28728.229),(10 28086.277),(11 27171.281),(12 27047.326),(13 27594.393),(14 28174.34),(15 28700.889),(16 28642.96),(17 28756.986),(18 28853.762),(19 29380.059),(20 29737.258),(21 30234.033),(22 31160.63),(23 31044.543),(24 30743.627),(25 29789.688),(26 29044.068),(27 28806.92),(28 29057.871),(29 30207.1),(30 31415.469),(31 31165.52),(32 31204.41),(33 31303.51),(34 31355.68),(35 31803.004),(36 32592.607),(37 33133.14),(38 33100.42),(39 33157.266),(40 32867.047),(41 32836.03),(42 33425.176),(43 34263.926),(44 34535.96),(45 34399.93),(46 34550.273),(47 34810.637),(48 34856.95),(49 34931.145),(50 35505.285),(51 35918.43),(52 36258.16),(53 36169.406),(54 36673.133),(55 37170.82),(56 37693.016),(57 37889.105),(58 38149.008),(59 37718.645),(60 37448.727),(61 37319.797),(62 37422.33),(63 37629.332),(64 37451.668),(65 37373.035),(66 37620.59),(67 37347.777),(68 37131.914),(69 36828.758),(70 36589.465),(71 36475.184),(72 36519.027),(73 35719.695),(74 35083.938),(75 34611.355),(76 34051.684),(77 33489.715),(78 32939.832),(79 32467.453),
(1 8173.48),(2 17714.303),(3 23182.715),(4 25172.588),(5 26097.766),(6 26688.826),(7 26754.465),(8 27211.336),(9 27862.354),(10 27876.953),(11 27412.162),(12 26814.36),(13 26799.225),(14 27281.37),(15 27724.201),(16 27817.9),(17 27932.592),(18 28230.531),(19 28833.88),(20 28625.498),(21 28662.535),(22 28920.568),(23 28517.19),(24 28162.186),(25 27960.945),(26 28065.945),(27 28447.156),(28 28817.566),(29 29349.838),(30 30262.701),(31 30311.713),(32 30641.61),(33 30592.313),(34 30922.97),(35 31609.445),(36 32247.307),(37 32287.936),(38 31625.898),(39 31938.28),(40 31765.713),(41 31814.588),(42 32208.357),(43 32697.496),(44 33342.55),(45 33986.816),(46 34342.527),(47 35015.37),(48 35111.04),(49 35441.727),(50 35787.21),(51 35504.973),(52 35351.176),(53 35711.89),(54 36208.504),(55 36263.61),(56 36995.3),(57 38091.152),(58 38977.258),(59 38600.516),(60 38416.004),(61 38403.15),(62 38115.176),(63 38269.54),(64 38133.824),(65 38095.938),(66 38006.805),(67 37618.426),(68 37382.55),(69 37093.43),(70 37072.73),(71 37087.273),(72 36315.598),(73 35169.082),(74 34604.63),(75 34567.574),(76 34183.977),(77 33655.84),(78 32724.713),(79 32191.742),
(1 8441.89),(2 18336.924),(3 24721.188),(4 27756.37),(5 28945.404),(6 29085.992),(7 29121.926),(8 28764.3),(9 28659.365),(10 28552.7),(11 28347.678),(12 27764.768),(13 27369.719),(14 27831.512),(15 28284.271),(16 28598.596),(17 28807.441),(18 29010.324),(19 29855.582),(20 30206.51),(21 30163.66),(22 29879.021),(23 29409.281),(24 28521.572),(25 27529.943),(26 27417.266),(27 27765.846),(28 28231.828),(29 29482.566),(30 30324.654),(31 30164.975),(32 30376.764),(33 30222.65),(34 30390.744),(35 31467.734),(36 32787.156),(37 33083.063),(38 31777.832),(39 31689.885),(40 31832.139),(41 32477.12),(42 32648.291),(43 32378.04),(44 32741.406),(45 33255.41),(46 33908.2),(47 34456.035),(48 34311.164),(49 34628.668),(50 34969.17),(51 34706.566),(52 35682.87),(53 36444.297),(54 36951.49),(55 36698.813),(56 36884.637),(57 36964.004),(58 37003.07),(59 36916.168),(60 37004.563),(61 36928.574),(62 36762.91),(63 36781.92),(64 36736.9),(65 36646.68),(66 36540.043),(67 36838.625),(68 36720.453),(69 36742.402),(70 36195.56),(71 35652.285),(72 35321.73),(73 34836.1),(74 34360.98),(75 34001.08),(76 33368.848),(77 32351.14),(78 31818.12),(79 31811.691),
(1 7747.765),(2 16679.592),(3 22019.191),(4 24521.316),(5 25393.732),(6 25527.598),(7 25436.832),(8 25045.428),(9 24818.742),(10 25079.268),(11 25490.242),(12 25527.322),(13 25641.58),(14 26124.852),(15 27032.148),(16 27309.732),(17 27150.986),(18 27008.857),(19 26982.95),(20 27132.002),(21 27287.785),(22 27065.734),(23 27057.992),(24 26963.316),(25 26631.77),(26 26379.127),(27 26562.299),(28 27107.666),(29 28011.607),(30 28211.271),(31 28243.438),(32 28358.549),(33 28439.709),(34 28703.123),(35 29225.885),(36 29778.418),(37 30265.96),(38 30118.867),(39 30035.78),(40 30316.816),(41 30960.477),(42 31063.066),(43 30544.553),(44 30719.09),(45 31227.889),(46 31976.611),(47 32630.965),(48 32525.543),(49 32562.94),(50 32350.05),(51 32629.992),(52 33605.813),(53 34117.01),(54 34317.36),(55 34756.043),(56 34961.184),(57 35198.895),(58 35413.516),(59 35374.65),(60 35261.277),(61 35032.406),(62 34578.742),(63 34907.07),(64 34846.477),(65 34801.203),(66 34941.375),(67 34909.063),(68 34490.164),(69 34734.438),(70 35055.77),(71 34761.023),(72 34462.156),(73 34012.26),(74 33529.188),(75 32779.88),(76 32078.719),(77 31382.64),(78 30863.555),(79 30561.541),
(1 7931.1563),(2 17209.363),(3 23106.021),(4 25785.375),(5 26667.934),(6 26634.51),(7 26258.182),(8 25460.783),(9 25236.56),(10 25631.818),(11 25873.535),(12 26003.803),(13 25728.02),(14 25566.723),(15 25938.521),(16 26288.969),(17 26610.98),(18 27019.678),(19 26741.514),(20 26370.57),(21 26339.89),(22 26619.129),(23 26546.727),(24 26165.572),(25 25956.838),(26 25939.457),(27 26379.795),(28 26506.877),(29 26863.9),(30 26794.184),(31 26860.861),(32 27086.184),(33 27185.89),(34 27680.67),(35 28495.082),(36 29271.975),(37 29204.85),(38 28933.158),(39 29059.795),(40 29702.25),(41 30154.047),(42 29958.277),(43 30151.484),(44 30893.234),(45 31702.146),(46 32142.656),(47 32550.959),(48 32404.39),(49 32361.713),(50 32369.686),(51 32005.332),(52 32618.398),(53 33009.895),(54 33605.434),(55 34031.957),(56 34415.895),(57 34846.418),(58 34808.426),(59 34394.57),(60 34544.594),(61 34378.39),(62 34234.99),(63 34937.813),(64 35135.555),(65 35357.305),(66 35363.83),(67 34943.11),(68 33864.758),(69 33356.844),(70 33357.984),(71 33373.656),(72 33462.05),(73 33228.72),(74 32340.59),(75 31461.748),(76 30652.332),(77 30128.492),(78 30245.225),(79 30708.01),
(1 7901.6157),(2 17196.479),(3 23058.969),(4 25781.838),(5 26452.45),(6 26362.445),(7 26249.092),(8 25798.076),(9 25581.832),(10 26109.748),(11 26607.709),(12 26790.611),(13 26915.596),(14 26740.275),(15 26714.773),(16 27015.498),(17 27197.951),(18 26807.443),(19 26279.473),(20 25613.96),(21 25580.781),(22 26281.574),(23 26330.094),(24 26077.508),(25 26115.031),(26 26552.63),(27 27310.15),(28 27128.734),(29 27090.594),(30 27340.318),(31 27780.33),(32 28241.031),(33 28275.188),(34 28317.584),(35 28881.14),(36 29181.162),(37 29104.049),(38 28695.072),(39 28881.262),(40 30052.64),(41 30935.064),(42 31201.88),(43 30889.188),(44 30946.98),(45 31833.809),(46 32266.38),(47 32724.455),(48 33125.848),(49 33547.344),(50 33470.977),(51 33046.566),(52 33683.184),(53 34786.863),(54 36023.76),(55 36023.305),(56 35902.39),(57 36188.266),(58 36382.777),(59 36332.023),(60 36249.418),(61 35756.355),(62 35516.05),(63 35694.906),(64 35911.215),(65 35900.27),(66 36099.125),(67 35869.84),(68 35016.063),(69 34728.58),(70 34637.324),(71 34785.344),(72 34827.094),(73 34748.004),(74 33824.734),(75 32964.02),(76 32078.953),(77 31423.62),(78 31008.602),(79 30844.133),
(1 7603.1626),(2 16738.752),(3 22485.227),(4 25045.773),(5 25359.703),(6 24946.043),(7 25066.98),(8 25139.1),(9 25497.61),(10 25825.346),(11 26311.408),(12 26507.441),(13 26432.56),(14 26068.88),(15 25544.627),(16 24986.045),(17 24677.111),(18 24675.924),(19 24630.334),(20 24327.24),(21 24330.514),(22 24537.412),(23 24842.137),(24 25015.26),(25 24798.65),(26 24776.77),(27 25726.512),(28 26017.367),(29 26273.248),(30 26662.48),(31 26989.5),(32 27509.4),(33 27740.898),(34 27562.354),(35 27610.744),(36 27404.785),(37 27288.969),(38 27072.84),(39 27663.055),(40 28679.102),(41 29463.857),(42 29736.588),(43 29722.896),(44 29780.633),(45 29866.03),(46 30210.072),(47 30606.467),(48 30796.184),(49 31269.22),(50 31651.709),(51 32210.748),(52 33242.258),(53 33844.613),(54 34383.684),(55 34935.3),(56 34881.027),(57 34446.52),(58 34387.88),(59 34014.355),(60 33342.21),(61 33143.8),(62 32983.51),(63 33519.754),(64 33882.215),(65 33977.76),(66 34135.23),(67 33879.16),(68 33425.3),(69 33829.043),(70 34296.22),(71 34367.02),(72 34212.453),(73 33873.785),(74 33171.324),(75 31987.229),(76 30808.738),(77 30635.623),(78 30592.383),(79 31054.986),
(1 7550.007),(2 16377.174),(3 21661.934),(4 24220.76),(5 24667.723),(6 24488.621),(7 24329.523),(8 24299.334),(9 24552.85),(10 24674.785),(11 24526.738),(12 24435.527),(13 24760.652),(14 24747.271),(15 24609.465),(16 24770.398),(17 24912.176),(18 25227.898),(19 25088.43),(20 24790.57),(21 24515.85),(22 24444.61),(23 24678.266),(24 24671.303),(25 24111.658),(26 24097.824),(27 24705.283),(28 25082.963),(29 25298.953),(30 25817.648),(31 26559.379),(32 27460.158),(33 27874.96),(34 27819.973),(35 27929.186),(36 27931.736),(37 27588.19),(38 27022.297),(39 27415.768),(40 28635.014),(41 29466.824),(42 29872.523),(43 29558.223),(44 29574.867),(45 29792.328),(46 30074.375),(47 30769.885),(48 31044.027),(49 31467.129),(50 31929.459),(51 32299.584),(52 33018.92),(53 33521.75),(54 33702.95),(55 33928.18),(56 34627.52),(57 35171.67),(58 35001.85),(59 34846.605),(60 34889.258),(61 34759.465),(62 34207.36),(63 34273.93),(64 34260.016),(65 34580.355),(66 34746.68),(67 34514.7),(68 34098.52),(69 34016.7),(70 33715.32),(71 33505.668),(72 33586.816),(73 32963.84),(74 32234.936),(75 31693.389),(76 31613.412),(77 31632.027),(78 31164.637),(79 31008.314),
(1 7514.851),(2 16325.609),(3 21341.918),(4 23351.064),(5 23747.26),(6 23592.219),(7 23526.396),(8 23289.14),(9 23165.795),(10 23030.607),(11 23027.977),(12 22824.988),(13 22900.24),(14 23250.22),(15 23470.986),(16 23573.842),(17 23809.375),(18 24071.342),(19 23984.686),(20 23515.799),(21 23043.621),(22 23002.516),(23 23516.436),(24 23929.549),(25 23636.977),(26 23544.055),(27 23757.338),(28 23915.996),(29 24526.998),(30 24838.877),(31 25203.36),(32 25887.133),(33 26095.662),(34 25817.15),(35 25566.559),(36 25935.447),(37 26373.404),(38 25984.6),(39 26611.045),(40 27862.3),(41 28199.576),(42 28361.762),(43 28159.88),(44 27928.604),(45 28279.383),(46 29388.768),(47 30186.535),(48 30511.355),(49 30770.404),(50 30884.873),(51 31079.781),(52 31415.688),(53 31807.598),(54 32303.451),(55 32392.705),(56 32799.58),(57 33372.664),(58 33651.457),(59 33497.496),(60 33397.723),(61 32818.504),(62 32898.902),(63 32995.695),(64 33019.19),(65 33014.484),(66 32894.266),(67 32602.658),(68 32266.63),(69 31983.691),(70 31903.041),(71 31702.078),(72 31558.107),(73 31052.21),(74 30493.455),(75 29947.346),(76 30174.041),(77 29902.021),(78 29665.662),(79 29536.014),
(1 7689.2915),(2 16468.117),(3 21338.748),(4 23067.898),(5 23636.795),(6 23650.19),(7 23522.32),(8 23522.557),(9 23603.535),(10 23650.604),(11 24035.898),(12 23839.09),(13 23793.191),(14 23762.92),(15 24160.53),(16 24266.676),(17 24271.41),(18 24338.025),(19 24208.525),(20 23821.156),(21 23606.064),(22 23486.834),(23 23522.166),(24 23929.285),(25 24224.762),(26 24717.902),(27 25191.19),(28 24971.861),(29 24899.074),(30 24738.871),(31 25443.705),(32 26497.783),(33 26488.705),(34 25894.527),(35 25556.004),(36 25305.512),(37 25470.625),(38 25657.72),(39 26105.041),(40 26880.05),(41 27249.629),(42 27397.844),(43 27578.645),(44 28226.6),(45 28730.846),(46 28868.5),(47 29168.95),(48 29330.926),(49 29988.244),(50 30583.953),(51 30726.74),(52 31080.982),(53 31343.38),(54 31744.69),(55 31851.168),(56 32527.36),(57 32889.65),(58 33213.01),(59 32982.902),(60 32528.943),(61 32339.844),(62 32231.453),(63 32117.42),(64 32216.313),(65 32165.875),(66 32148.62),(67 31798.287),(68 31212.17),(69 31296.28),(70 31060.033),(71 30948.156),(72 30912.156),(73 30264.611),(74 29964.316),(75 29766.9),(76 29279.889),(77 28909.855),(78 28786.363),(79 28960.557),
(1 7273.2334),(2 15743.38),(3 20755.33),(4 22487.465),(5 22615.49),(6 22515.79),(7 22618.861),(8 22260.578),(9 22011.828),(10 22329.81),(11 22968.928),(12 23081.764),(13 23102.34),(14 23143.32),(15 23331.705),(16 23558.463),(17 23824.912),(18 24016.137),(19 23751.889),(20 23381.1),(21 23242.188),(22 22577.373),(23 22141.328),(24 21989.16),(25 22068.041),(26 22493.143),(27 22844.674),(28 22961.824),(29 23158.146),(30 23551.889),(31 23963.922),(32 24369.273),(33 24668.482),(34 24584.125),(35 24307.65),(36 24234.15),(37 24801.217),(38 24893.018),(39 25689.512),(40 26521.266),(41 26519.438),(42 26786.953),(43 26973.184),(44 27344.717),(45 27678.709),(46 28221.096),(47 28591.31),(48 28868.121),(49 29333.389),(50 29704.188),(51 29837.357),(52 30227.951),(53 30828.025),(54 30909.902),(55 31346.455),(56 31639.736),(57 31837.94),(58 32141.938),(59 32248.172),(60 32143.428),(61 32061.973),(62 31671.064),(63 31679.033),(64 31613.986),(65 31262.516),(66 30744.697),(67 30083.408),(68 29713.201),(69 29921.283),(70 29840.262),(71 29779.736),(72 29675.76),(73 29011.135),(74 28626.5),(75 28083.723),(76 27390.795),(77 27314.002),(78 27406.479),(79 27160.012),
(1 6933.465),(2 14610.98),(3 18576.277),(4 20082.307),(5 20126.459),(6 20007.3),(7 19884.95),(8 19818.648),(9 19839.209),(10 20256.6),(11 20974.299),(12 21008.24),(13 21018.492),(14 21020.871),(15 21256.053),(16 21279.303),(17 21222.895),(18 21673.02),(19 21789.086),(20 22067.574),(21 22372.113),(22 22015.871),(23 21572.146),(24 21249.385),(25 20990.762),(26 21098.572),(27 21443.71),(28 21173.875),(29 21458.393),(30 21901.318),(31 22261.887),(32 22117.117),(33 22099.719),(34 22071.785),(35 22038.977),(36 22363.357),(37 23005.9),(38 23532.13),(39 24122.424),(40 24327.422),(41 24265.707),(42 24688.023),(43 24933.371),(44 25515.47),(45 26056.52),(46 26233.54),(47 26461.088),(48 26588.53),(49 26693.66),(50 27304.297),(51 27918.441),(52 28439.523),(53 28185),(54 28261.445),(55 28534.086),(56 28531.988),(57 29020.018),(58 29718.207),(59 30101.1),(60 30091.629),(61 29750.533),(62 29251.717),(63 29563.92),(64 29366.635),(65 28829.516),(66 28683.68),(67 28436.45),(68 28101.322),(69 28138.793),(70 27700.678),(71 27148.504),(72 27153.209),(73 27011.447),(74 27080.854),(75 26881.352),(76 26437.33),(77 26497.4),(78 26687.664),(79 26879.08),
(1 6829.2725),(2 14677.724),(3 19224.924),(4 21233.379),(5 21852.031),(6 21680.742),(7 21412.768),(8 21276.693),(9 21251.078),(10 21283.139),(11 21443.299),(12 21381.123),(13 21439.979),(14 21530.111),(15 21987.627),(16 21999.188),(17 22239.846),(18 22845.256),(19 22784.197),(20 22599.41),(21 22863.809),(22 22732.164),(23 22356.184),(24 21791.018),(25 21340.799),(26 21579.342),(27 22244.139),(28 22567.988),(29 22661.158),(30 22489.572),(31 22283.28),(32 22380.516),(33 22189.482),(34 22394.146),(35 22543.563),(36 22628.041),(37 23371.684),(38 23523.402),(39 23785.012),(40 23807.19),(41 24086.215),(42 24325.564),(43 24728.988),(44 25141.459),(45 25364.04),(46 25743.484),(47 26380.955),(48 27146.65),(49 27568.254),(50 28023.576),(51 28509.525),(52 28679.273),(53 28284.324),(54 28273.025),(55 28528.69),(56 29146.72),(57 29824.402),(58 30405.383),(59 30625.986),(60 30833.248),(61 30558.986),(62 30446.824),(63 30740.441),(64 30627.252),(65 30251.84),(66 30015.078),(67 29443.21),(68 28649.105),(69 28580.586),(70 28445.771),(71 28109.865),(72 27500.867),(73 27333.063),(74 27473.666),(75 27478.855),(76 27158.54),(77 26680.947),(78 26088.541),(79 25822.256),
