1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 19566.146),(2 23349.191),(3 24500.469),(4 25468.342),(5 25690.377),(6 26061.768),(7 25760.537),(8 26070.486),(9 25618.535),(10 26125.17),(11 27282.322),(12 27774.502),(13 27893.92),(14 28111.639),(15 27861.166),(16 27950.797),(17 28462.28),(18 28343.592),(19 28940.889),(20 29107.365),(21 29265),(22 28961.97),(23 29328.268),(24 29166.05),(25 28980.105),(26 28942.934),(27 29459.373),(28 29386.52),(29 29915.465),(30 29495.965),(31 29912.145),(32 29896.379),(33 29789.27),(34 28883.645),(35 28246.816),(36 28730.816),(37 28989.988),(38 28637.9),(39 29212.744),(40 29700.16),(41 29175.105),(42 28414.17),(43 28875.146),(44 28231.791),(45 28303.5),(46 27376.77),(47 27262.65),(48 26793),(49 27635.78),(50 27935.848),(51 28679.86),(52 27753.791),(53 28611.486),(54 28415.523),(55 28953.414),(56 28869.563),(57 28693.646),(58 28987.73),(59 28996.121),(60 29314.914),(61 29621.807),(62 30330.822),(63 29486.057),(64 29156.764),(65 29497.85),(66 28911.477),(67 29136.688),(68 28730.195),(69 28823.291),(70 28287.752),(71 28139.58),(72 28388.426),(73 27966.063),(74 27726.998),(75 27185.658),(76 27057.994),(77 26805.389),(78 27082.385),(79 27521.078),
(1 19075.395),(2 22289.656),(3 23493.354),(4 24104.377),(5 24272.748),(6 24889.852),(7 24598.068),(8 25561.965),(9 25368.4),(10 25934.79),(11 26594.766),(12 26855.697),(13 26645.395),(14 26331.035),(15 26604.96),(16 27084.582),(17 26971.77),(18 26949.123),(19 27570.178),(20 27428.736),(21 28967.23),(22 28560.125),(23 28400.844),(24 28166.666),(25 27879.78),(26 27554.924),(27 27802.049),(28 28045.328),(29 28252.006),(30 27661.764),(31 28047.043),(32 28447.69),(33 28330.977),(34 28268.896),(35 27850.826),(36 28250.426),(37 28939.828),(38 28198.795),(39 28039.002),(40 27721.955),(41 27775.77),(42 27712.803),(43 27848.383),(44 27159.291),(45 27055.3),(46 26161.807),(47 26193.166),(48 25976.123),(49 26516.246),(50 26230.938),(51 26862.309),(52 26424.152),(53 27412.385),(54 27616.977),(55 27262.55),(56 26630.943),(57 27203.44),(58 27414.648),(59 27921.61),(60 28323.994),(61 27585.486),(62 27486.193),(63 26953.48),(64 27561.166),(65 27023.566),(66 27534.037),(67 27928.44),(68 28226.572),(69 28064.977),(70 28035.674),(71 27507.582),(72 27009.197),(73 26934.852),(74 26467.934),(75 26654.758),(76 26872.014),(77 26743.955),(78 26032.248),(79 26133.938),
(1 18206.129),(2 21786.813),(3 22614.469),(4 22284.602),(5 23326.475),(6 24451.5),(7 24410.275),(8 25111.521),(9 24039.281),(10 24219.434),(11 24677.662),(12 25116.508),(13 25538.574),(14 25501.846),(15 25592.646),(16 25629.795),(17 25722.441),(18 25205.795),(19 26211.973),(20 26678.799),(21 26498.146),(22 25885.365),(23 26727.342),(24 25900.592),(25 26415.342),(26 25726.967),(27 26121.799),(28 26085.66),(29 26681.121),(30 26058.582),(31 25945.232),(32 26569.846),(33 26937.195),(34 26984.412),(35 27043.7),(36 26688.121),(37 27328.627),(38 26816.188),(39 26519.652),(40 26627.545),(41 26929.951),(42 26651.867),(43 26718.266),(44 26495.139),(45 26371.76),(46 25612.406),(47 25295.266),(48 25303.734),(49 26156.629),(50 25932.889),(51 26401.025),(52 26381.242),(53 26860.514),(54 27297.555),(55 26826.979),(56 26787.615),(57 27365.094),(58 27144.922),(59 28048.936),(60 27576.605),(61 27786.105),(62 27435.648),(63 27541.688),(64 27398.28),(65 27147.1),(66 27421.662),(67 27574.652),(68 27568.42),(69 27865.545),(70 27758.926),(71 27205.58),(72 26424.594),(73 26357.986),(74 26472.873),(75 26240.758),(76 25877.361),(77 25763.559),(78 25228.209),(79 24991.955),
(1 17701.436),(2 20546.654),(3 21331.58),(4 21929.277),(5 22167.203),(6 23062.775),(7 23223.447),(8 24036.725),(9 24194.719),(10 24425.787),(11 24511.146),(12 25039.188),(13 24899.822),(14 24792.127),(15 25025.986),(16 25438.082),(17 25538.955),(18 25720.191),(19 25395.705),(20 26059.838),(21 26196.23),(22 25423.393),(23 25814.531),(24 24914.803),(25 25655.127),(26 25375.057),(27 25640.998),(28 25214.873),(29 25590.982),(30 25571.572),(31 25652.48),(32 25854.748),(33 25882.236),(34 25977.922),(35 25966.977),(36 25553.182),(37 25919.273),(38 25080.941),(39 25639.957),(40 25463.063),(41 25731.662),(42 25547.512),(43 25913.752),(44 25044.727),(45 25137.05),(46 24949.398),(47 24811.012),(48 24563.713),(49 24699.313),(50 25238.596),(51 25029.918),(52 25808.557),(53 26037.877),(54 25600.668),(55 25486.95),(56 25950.54),(57 25932.342),(58 26110.832),(59 26206.037),(60 26536.941),(61 25906.32),(62 25808.682),(63 25671.693),(64 26118.797),(65 25872.23),(66 26250.158),(67 26043.227),(68 25793.508),(69 25771.877),(70 25256.432),(71 24898.012),(72 24658.764),(73 25145.023),(74 24663.752),(75 24219.371),(76 24589.814),(77 23943.783),(78 23770.975),(79 23941.186),
(1 16775.814),(2 19002.95),(3 19560.66),(4 20744.504),(5 20781.414),(6 21279.531),(7 21296.807),(8 21720.594),(9 22220.65),(10 22199.512),(11 22132.86),(12 22318.25),(13 22796.537),(14 22898.854),(15 23438.916),(16 23842.98),(17 23898.232),(18 24086.836),(19 23968.453),(20 24040.428),(21 24143.13),(22 24357.973),(23 24091.365),(24 23892.994),(25 23696.232),(26 24322.693),(27 24391.15),(28 23961.846),(29 23853.924),(30 23636.547),(31 23857.13),(32 23705.975),(33 24517.598),(34 24075.025),(35 24213.826),(36 23932.771),(37 24481.512),(38 24208.904),(39 24023.674),(40 24250.229),(41 23979.586),(42 23797.26),(43 23507.078),(44 23320.033),(45 23231.863),(46 22988.256),(47 23483.936),(48 22912.195),(49 23542.729),(50 23890.104),(51 24257.592),(52 24374.313),(53 24559.33),(54 24043.955),(55 24334.994),(56 24171.531),(57 24530.494),(58 24534.447),(59 24362.682),(60 24705.316),(61 25022.605),(62 24595.375),(63 24515.916),(64 24771.7),(65 24219.83),(66 24646.885),(67 24662.346),(68 24583.31),(69 24711.791),(70 23910.08),(71 24053.969),(72 23023.557),(73 23664.707),(74 23658.15),(75 23581.664),(76 23981.844),(77 23765.65),(78 22940.072),(79 22329.58),
(1 16023.8125),(2 18892.38),(3 19396.453),(4 20635.55),(5 20342.104),(6 20798.088),(7 20943.924),(8 21277.578),(9 21086.854),(10 21196.846),(11 21342.945),(12 20988.09),(13 21156.055),(14 21420.805),(15 21582.51),(16 21840.674),(17 22579.828),(18 22694.158),(19 22908.043),(20 22429.516),(21 22905.654),(22 23453.217),(23 23197.328),(24 23591.395),(25 23502.098),(26 23711.207),(27 23566.99),(28 22922.277),(29 23176.455),(30 23209.297),(31 23633.873),(32 23335.617),(33 23772.355),(34 23559.44),(35 23504.273),(36 23668.436),(37 23476.441),(38 23699.768),(39 24096.098),(40 23392.117),(41 23012.072),(42 22950.066),(43 22128.666),(44 22068.813),(45 22862.7),(46 22716.701),(47 22618.953),(48 21898.953),(49 22372.01),(50 22691.072),(51 22775.611),(52 22940.336),(53 23260.977),(54 22827.514),(55 22716.074),(56 22808.037),(57 22938.89),(58 22789.584),(59 23324.328),(60 23228.613),(61 23378.822),(62 22893.895),(63 23274.49),(64 22652.617),(65 22764.285),(66 22459.111),(67 23369.01),(68 23502.852),(69 23578.215),(70 23265.264),(71 22774.2),(72 22128.031),(73 22260.635),(74 22080.01),(75 22480.074),(76 22245.494),(77 22514.584),(78 22753.39),(79 22579.773),
(1 15479.918),(2 18672.11),(3 19270.934),(4 19770.15),(5 19384.766),(6 19907.096),(7 20088.094),(8 20771.043),(9 20658.68),(10 21086.041),(11 21109.275),(12 21641.59),(13 21811.586),(14 21337.172),(15 21355.455),(16 21344.24),(17 22040.797),(18 22370.889),(19 22180.29),(20 22227.229),(21 22396.484),(22 22647.65),(23 23066.746),(24 23068.707),(25 23051.357),(26 22258.807),(27 22552.35),(28 22752.664),(29 22867.156),(30 22846.766),(31 22937.457),(32 23123.262),(33 23632.807),(34 23183.588),(35 22537.506),(36 22869.287),(37 22296.143),(38 22002.656),(39 22365.773),(40 22373.975),(41 22424.885),(42 22501.982),(43 22034.156),(44 21783.451),(45 21801.785),(46 21630.807),(47 21840.896),(48 21203.293),(49 21593.547),(50 21554.744),(51 20890.793),(52 21637.475),(53 21324.016),(54 22086.348),(55 21531.44),(56 22098.281),(57 22143.479),(58 22088.625),(59 22213.564),(60 22568.328),(61 22608.83),(62 22021.162),(63 21827.043),(64 22053.027),(65 21681.633),(66 21650.867),(67 21906.13),(68 22162.092),(69 22199.19),(70 21955.994),(71 21903.67),(72 21662.865),(73 21343.307),(74 21275.941),(75 21439.967),(76 20958.69),(77 20696.21),(78 20642.824),(79 21192.691),
(1 14935.293),(2 17379.035),(3 18086.178),(4 18817.93),(5 18798.596),(6 19283.588),(7 19660.453),(8 19786.34),(9 19668.77),(10 19722.914),(11 19585.605),(12 19777.78),(13 19963.16),(14 20138.908),(15 20286.168),(16 20006.95),(17 20290.033),(18 20908.21),(19 21332.734),(20 21533.533),(21 21480.678),(22 21790.34),(23 21492.195),(24 20875.174),(25 20779.605),(26 21136.645),(27 21561.512),(28 21656.623),(29 21433.816),(30 21253.7),(31 21769.695),(32 22122.072),(33 22345.648),(34 22513.604),(35 22081.865),(36 22223.664),(37 21950.225),(38 21662.564),(39 21878.09),(40 21724.154),(41 21744.225),(42 21882.53),(43 21429.775),(44 21548.074),(45 21598.363),(46 21294.402),(47 21056.035),(48 20977.643),(49 21411.988),(50 21168.063),(51 21587.555),(52 21735.56),(53 21824.025),(54 21815.734),(55 21114.107),(56 21045.123),(57 20986.5),(58 21058.322),(59 21819.46),(60 21301.547),(61 21631.258),(62 21407.701),(63 21344.664),(64 21715.29),(65 21254.566),(66 21261.79),(67 21064.191),(68 21581.104),(69 21207.898),(70 20832.086),(71 20531.1),(72 20774.92),(73 20766.559),(74 20423.021),(75 19849.879),(76 20166.771),(77 19644.938),(78 19673.484),(79 19817.656),
(1 13754.7295),(2 16190.655),(3 17422.766),(4 17890.406),(5 17870.732),(6 17985.383),(7 18243.523),(8 18867.057),(9 18391.77),(10 19084.516),(11 18878.549),(12 18763.953),(13 19452.037),(14 19478.082),(15 19982.516),(16 19728.459),(17 19681.473),(18 20155.594),(19 20901.818),(20 20878.748),(21 20984.383),(22 20725.305),(23 20413.059),(24 20229.148),(25 19874.512),(26 20578.438),(27 20825.402),(28 20248.541),(29 20182.113),(30 20420.61),(31 20964.375),(32 20822.512),(33 21051.53),(34 20750.87),(35 20812.918),(36 20987.953),(37 20604.434),(38 20614.541),(39 20947.164),(40 20588.78),(41 20536.486),(42 20830.69),(43 20656.611),(44 20170.682),(45 20014.928),(46 19954.002),(47 20046.146),(48 19767.576),(49 20375.105),(50 19757.396),(51 19940.695),(52 20531.13),(53 20816.12),(54 20545.635),(55 20185.164),(56 19872.28),(57 20130.777),(58 20298.336),(59 20337.732),(60 20573.816),(61 20311.084),(62 20123.516),(63 20767.488),(64 20629.422),(65 20820.127),(66 20439.604),(67 20497.117),(68 20390.465),(69 20010.74),(70 19761.4),(71 20167.08),(72 19727.156),(73 20179.756),(74 19510.402),(75 19743.602),(76 19790.406),(77 19747.463),(78 19483.996),(79 19154.373),
(1 13218.472),(2 15869.612),(3 16604.756),(4 17353.123),(5 17506.72),(6 17721.049),(7 18171.355),(8 18425.377),(9 18340.836),(10 18503.256),(11 18726.225),(12 18721.385),(13 18890.031),(14 19450.379),(15 18927.84),(16 19024.28),(17 19102.021),(18 19302.867),(19 19511.074),(20 19213.3),(21 19399.813),(22 19417.168),(23 19895.238),(24 19938.68),(25 19730.002),(26 20036.494),(27 19895.97),(28 19749.436),(29 19686.994),(30 19470.56),(31 20077.7),(32 19836.418),(33 20090.56),(34 20314.764),(35 19803.123),(36 20233.926),(37 20048.148),(38 19618.578),(39 19459.5),(40 19546.338),(41 19596.398),(42 19448.664),(43 19026.645),(44 19133.79),(45 19247.125),(46 19022.13),(47 18948.398),(48 19162.252),(49 19482.408),(50 19334.654),(51 19651.375),(52 18917.879),(53 19536.549),(54 19574.664),(55 19625.836),(56 19175.398),(57 19012.125),(58 19146.729),(59 18995.43),(60 19777.04),(61 19587.072),(62 19809.906),(63 19986.371),(64 20014.924),(65 19789.14),(66 19482.582),(67 19334.986),(68 19389.93),(69 19566.47),(70 18763.193),(71 19155.86),(72 19136.691),(73 18921.117),(74 18611.252),(75 18500.275),(76 18837.402),(77 18777.049),(78 18698.063),(79 18365.44),
(1 12927.032),(2 15035.606),(3 16114.547),(4 16243.411),(5 16394.488),(6 16695.467),(7 17106.934),(8 17319.373),(9 16994.49),(10 17167.496),(11 17308.848),(12 17853.7),(13 18077.418),(14 18362.143),(15 18464),(16 18295.068),(17 18472.025),(18 18549.846),(19 18489.766),(20 18585.508),(21 18771.773),(22 18719.588),(23 19032.932),(24 18894.096),(25 19006.686),(26 18981.65),(27 19118.326),(28 19187.041),(29 19326.834),(30 19133.604),(31 19359.398),(32 19399.906),(33 19216.596),(34 19272.967),(35 19261.076),(36 19581.09),(37 19245.463),(38 19312.76),(39 18682.07),(40 18689.232),(41 18565.918),(42 18631.377),(43 18624.66),(44 18977.04),(45 19218.139),(46 18414.31),(47 18693.17),(48 18596.549),(49 18794.924),(50 18799.732),(51 19136.994),(52 18623.563),(53 18610.51),(54 19201.445),(55 19155.928),(56 18895.691),(57 18880.541),(58 19126.53),(59 19431.814),(60 19607.672),(61 19769.217),(62 19860.83),(63 19256.326),(64 19040.352),(65 19250.492),(66 19304.29),(67 19731.256),(68 19123.408),(69 19497.9),(70 18766.85),(71 18604.197),(72 18476.88),(73 18295.818),(74 18324.023),(75 18056.396),(76 18130.115),(77 17970.111),(78 18097.86),(79 18329.275),
(1 12652.228),(2 14363.792),(3 15092.074),(4 15585.816),(5 16191.275),(6 16363.362),(7 16271.378),(8 16609.596),(9 15953.005),(10 16417.482),(11 17029.834),(12 17236.592),(13 17213.94),(14 17557.545),(15 17653.68),(16 17489.096),(17 17858.338),(18 17868.002),(19 17886.209),(20 18044.412),(21 18120.719),(22 18142.158),(23 18578.59),(24 18230.3),(25 18539.402),(26 18268.156),(27 18460.285),(28 18335.61),(29 18321.344),(30 18466.104),(31 18348.076),(32 18474.207),(33 18355.793),(34 18564.938),(35 18580.285),(36 18007.104),(37 18150.053),(38 18055.398),(39 18125.324),(40 17889.137),(41 17613.445),(42 18081.086),(43 17749.201),(44 17662.658),(45 18210.598),(46 17964.215),(47 18039.36),(48 17734.97),(49 17779.006),(50 17352.633),(51 17676.941),(52 18108.275),(53 18077.617),(54 18038.7),(55 18067.248),(56 17490.15),(57 17479.42),(58 17939.725),(59 18066.168),(60 18586.574),(61 18306.666),(62 18294.967),(63 18018.887),(64 17885.79),(65 17811.668),(66 17637.314),(67 17768.236),(68 17759.1),(69 17678.404),(70 17340.508),(71 17617.26),(72 17250.76),(73 17345.111),(74 17287.994),(75 17241.588),(76 17026.072),(77 17224.469),(78 17017.633),(79 16872.637),
(1 11895.224),(2 13920.069),(3 14523.916),(4 15365.044),(5 15802.326),(6 16170.398),(7 16095.877),(8 16358.489),(9 16270.345),(10 16414.955),(11 16978.846),(12 16547.95),(13 16759.74),(14 17053.582),(15 16882.738),(16 17065.031),(17 17190.441),(18 17504.777),(19 17948.9),(20 18038.973),(21 18013.182),(22 18489.549),(23 18516.441),(24 17999.502),(25 17865.117),(26 17766.85),(27 18208.115),(28 17562.396),(29 18151.295),(30 17905.867),(31 17831.32),(32 17969.295),(33 18216.828),(34 18503.31),(35 18567.28),(36 18289.65),(37 18335.588),(38 17849.781),(39 17905.27),(40 17490.598),(41 17339.443),(42 17367.096),(43 17398.24),(44 17124.246),(45 17352.328),(46 16930.984),(47 17043.422),(48 16689.291),(49 17279.049),(50 16945.848),(51 17332.072),(52 17152.588),(53 17526.355),(54 17744.813),(55 17963.367),(56 17331.428),(57 17350.402),(58 17447.723),(59 17443.37),(60 17532.658),(61 16818.955),(62 16957.367),(63 17236.69),(64 17603.2),(65 17674.604),(66 17225.717),(67 17744.854),(68 17841.588),(69 17667.723),(70 17571.834),(71 17382.994),(72 16951.533),(73 16942.27),(74 16819.094),(75 16471.328),(76 16643.035),(77 16626.557),(78 16251.005),(79 16401.174),
(1 11671.76),(2 13283.403),(3 14109.22),(4 14551.6455),(5 14929.789),(6 15217.753),(7 15141.975),(8 15024.162),(9 15292.07),(10 15537.996),(11 15588.563),(12 15889.029),(13 16366.424),(14 16334.422),(15 16425.98),(16 16197.074),(17 16552.766),(18 16269.926),(19 16126.295),(20 16702.025),(21 16680.387),(22 17035.701),(23 16580.578),(24 16921.412),(25 16593.922),(26 16543.273),(27 16759.518),(28 16648.893),(29 16723.85),(30 16880.604),(31 16929.668),(32 16926.69),(33 16928.688),(34 17131.752),(35 16878.654),(36 17056.207),(37 16794.684),(38 16650.785),(39 16736.076),(40 16767.717),(41 16597.639),(42 16597.521),(43 16596.232),(44 16247.712),(45 16257.143),(46 15804.305),(47 15710.846),(48 15752.42),(49 15652.657),(50 15708.434),(51 15578.975),(52 15430.666),(53 16032.171),(54 16200.563),(55 16206.618),(56 16335.995),(57 16333.112),(58 16586.35),(59 16550.498),(60 16430.809),(61 16442.293),(62 16373.736),(63 17017.309),(64 16878.682),(65 16651.484),(66 16143.367),(67 16430.607),(68 16600.215),(69 16753.836),(70 16680.611),(71 16361.99),(72 15979.021),(73 16100.773),(74 15716.949),(75 15895.575),(76 15702.799),(77 16079.98),(78 15311.424),(79 15314.788),
(1 10871.056),(2 12645.694),(3 12814.156),(4 13244.133),(5 13632.377),(6 13460.128),(7 13784.948),(8 13975.77),(9 13772.679),(10 14135.28),(11 14283.399),(12 14520.111),(13 14741.903),(14 15174.428),(15 15103.8125),(16 15180.969),(17 15373.699),(18 15425.312),(19 15568.358),(20 15902.24),(21 15720.646),(22 15406.331),(23 15591.942),(24 15292.186),(25 15319.349),(26 15339.167),(27 15523.785),(28 15307.806),(29 15489.922),(30 15278.256),(31 15575.151),(32 15612.097),(33 15673.145),(34 15938.784),(35 15780.2295),(36 15459.052),(37 15412.835),(38 15404.821),(39 15249.001),(40 15501.999),(41 15745.311),(42 15657.575),(43 15384.9795),(44 15352.017),(45 15294.662),(46 15316.099),(47 15462.338),(48 15253.746),(49 14950.172),(50 15282.818),(51 15660.246),(52 15207.511),(53 15380.2295),(54 15601.983),(55 15694.136),(56 15766.924),(57 15107.066),(58 15392.06),(59 15451.846),(60 15898.653),(61 15616.366),(62 15329.152),(63 15377.748),(64 15665.591),(65 15727.3),(66 15405.903),(67 15113.062),(68 15121.735),(69 15266.999),(70 15159.627),(71 15208.964),(72 14835.184),(73 15018.483),(74 14374.594),(75 14265.465),(76 14662.876),(77 14661.91),(78 14424.169),(79 14248.149),
(1 10456.832),(2 12456.435),(3 13170.049),(4 13585.839),(5 13795.161),(6 13781.12),(7 13841.681),(8 14095.511),(9 14297.364),(10 14425.141),(11 14377.528),(12 14527.282),(13 14936.232),(14 15438.989),(15 15153.209),(16 15182.263),(17 15239.959),(18 15606.771),(19 15569.288),(20 15590.154),(21 15860.527),(22 15820.145),(23 15867.716),(24 15605.523),(25 15444.445),(26 15496.5),(27 15430.685),(28 15598.242),(29 15900.031),(30 15621.983),(31 15683.057),(32 15883.451),(33 16113.434),(34 15999.8),(35 15841.87),(36 15721.103),(37 15850.288),(38 15530.853),(39 15365.682),(40 15432.336),(41 15391.65),(42 15271.046),(43 14928.822),(44 14961.968),(45 15085.771),(46 14934.559),(47 15121.922),(48 14912.413),(49 15217.726),(50 15171.107),(51 15189.645),(52 15173.212),(53 15255.643),(54 14949.344),(55 15385.315),(56 15146.205),(57 15121.774),(58 15547.181),(59 15464.565),(60 15258.446),(61 15480.009),(62 15332.751),(63 15196.36),(64 15314.241),(65 14890.261),(66 14741.446),(67 15008.931),(68 14890.264),(69 15066.918),(70 14919.677),(71 14901.602),(72 14775.154),(73 14934.049),(74 14659.418),(75 14732.216),(76 14497.132),(77 14983.524),(78 14647.459),(79 14496.396),
(1 10236.488),(2 11741.103),(3 12214.725),(4 12614.467),(5 12919.287),(6 13156.68),(7 13151.65),(8 13182.741),(9 12965.854),(10 13212.876),(11 13720.211),(12 13769.933),(13 13520.4),(14 14075.201),(15 14100.532),(16 14178.693),(17 13838.446),(18 14225.901),(19 14517.593),(20 14372.185),(21 14775.492),(22 14879.976),(23 14808.876),(24 15078.557),(25 14891.367),(26 14797.722),(27 14849.06),(28 14645.189),(29 14937.972),(30 14744.451),(31 14775.569),(32 15025.94),(33 15273.43),(34 15351.808),(35 15307.244),(36 14769.362),(37 15125.046),(38 14596.519),(39 14878.393),(40 14818.66),(41 14899.508),(42 14797.891),(43 14498.149),(44 14562.339),(45 14690.85),(46 14789.072),(47 14591.2295),(48 14315.825),(49 14385.119),(50 14492.293),(51 14310.348),(52 14373.4),(53 14602.623),(54 14117.382),(55 14405.996),(56 14211.25),(57 14539.096),(58 14689.882),(59 14865.68),(60 14487.335),(61 14799.366),(62 14544.755),(63 14481.062),(64 14323.986),(65 14292.069),(66 14174.827),(67 14299.423),(68 14303.746),(69 14191.859),(70 14213.037),(71 14005.745),(72 14077.598),(73 13972.011),(74 13764.5),(75 13997.793),(76 13791.062),(77 13796.214),(78 13757.879),(79 13337.332),
(1 9691.378),(2 11036.77),(3 11554.364),(4 11937.655),(5 12234.406),(6 12647.431),(7 12347.495),(8 12702.455),(9 12587.86),(10 12759.2),(11 13129.789),(12 12984.435),(13 13016.298),(14 13417.004),(15 13460.217),(16 13696.012),(17 14149.087),(18 14064.838),(19 14261.36),(20 14085.493),(21 14264.59),(22 14395.678),(23 14039.849),(24 13975.914),(25 13852.629),(26 13605.479),(27 13713.841),(28 13720.88),(29 13663.936),(30 13812.534),(31 13853.458),(32 13713.807),(33 13775.177),(34 13786.558),(35 14014.186),(36 14103.132),(37 14188.826),(38 14060.64),(39 14019.075),(40 13916.652),(41 13827.584),(42 14006.255),(43 14226.61),(44 14132.061),(45 14089.848),(46 13837.022),(47 13468.951),(48 13490.529),(49 13530.178),(50 13701.918),(51 13554.908),(52 14160.606),(53 14351.262),(54 14593.61),(55 14931.102),(56 14385.886),(57 14665.261),(58 14472.833),(59 14279.634),(60 14109.262),(61 14533.837),(62 14504.634),(63 14590.216),(64 14290.521),(65 14265.353),(66 14278.185),(67 14019.322),(68 14360.879),(69 14429.15),(70 14460.659),(71 14314.291),(72 13726.41),(73 13837.227),(74 13860.582),(75 13844.694),(76 14067.003),(77 13932.89),(78 13864.431),(79 13879.029),
