1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 726318.06),(2 2043110),(3 3419749.8),(4 4336164),(5 5234471.5),(6 6104669.5),(7 7037050.5),(8 8217792),(9 9678833),(10 10774543),(11 11633835),(12 11964169),(13 12451037),(14 13263048),(15 14565968),(16 15811289),(17 17571978),(18 19285386),(19 20172176),(20 20895414),(21 21310664),(22 21877842),(23 22717472),(24 23505146),(25 24222208),(26 24825272),(27 25033264),(28 25013058),(29 25039654),(30 25312808),(31 25422678),(32 26106912),(33 26736698),(34 27120304),(35 26868288),(36 26884336),(37 27416266),(38 28570558),(39 29620738),(40 30360258),(41 30740752),(42 31372808),(43 32232000),(44 32775090),(45 33289712),(46 33300682),(47 33638436),(48 34386236),(49 34706884),(50 35061810),(51 35587970),(52 35995276),(53 37033668),(54 38781748),(55 40720132),(56 42467212),(57 43424144),(58 43422364),(59 44400124),(60 45539996),(61 47232660),(62 48858450),(63 50782156),(64 52198420),(65 53533588),(66 53829764),(67 54630370),(68 56302468),(69 57341748),(70 57908850),(71 58223584),(72 58716588),(73 60438060),(74 61752896),(75 62905860),(76 63828864),(77 64885390),(78 65315820),(79 66165580),
(1 3263658),(2 10916600),(3 19401526),(4 25914446),(5 28540152),(6 27002146),(7 23114142),(8 18728084),(9 15383816),(10 13989970),(11 14404249),(12 15910997),(13 17660224),(14 19107580),(15 19772244),(16 19692852),(17 19299822),(18 18769790),(19 18335382),(20 18061470),(21 17854822),(22 17600576),(23 17549476),(24 17841094),(25 18472912),(26 19046782),(27 19092404),(28 18475852),(29 17425450),(30 16658307),(31 16791432),(32 17714130),(33 18990128),(34 19736980),(35 19415714),(36 18270484),(37 16817886),(38 16084124),(39 16456679),(40 17973278),(41 19957022),(42 21302732),(43 20957782),(44 18929002),(45 16092519),(46 13504178),(47 12256732),(48 12884697),(49 14919940),(50 17482924),(51 19461118),(52 20294956),(53 19921950),(54 18843538),(55 17784846),(56 17282052),(57 17378170),(58 17830492),(59 18347714),(60 18600838),(61 18233122),(62 17539582),(63 17036456),(64 17055814),(65 17812222),(66 19040164),(67 20461646),(68 21621510),(69 22064986),(70 21904540),(71 21386306),(72 20658022),(73 19740496),(74 19026358),(75 18625132),(76 18667090),(77 18934546),(78 19133824),(79 19113336),
(1 3581553.3),(2 11871304),(3 20637808),(4 26033558),(5 26499306),(6 22807598),(7 17165628),(8 12571656),(9 11104745),(10 12864191),(11 16404651),(12 19578448),(13 21107480),(14 20550900),(15 18373110),(16 15659675),(17 13792043),(18 13396777),(19 14188173),(20 15407999),(21 16608925),(22 17067640),(23 16654853),(24 15892064),(25 15373423),(26 15436328),(27 15902341),(28 16518973),(29 17126774),(30 17578458),(31 17713296),(32 17505454),(33 17065288),(34 16644383),(35 16380077),(36 16477059),(37 17105298),(38 18217254),(39 19066356),(40 19190490),(41 18514050),(42 17430674),(43 16283344),(44 15668945),(45 15908576),(46 16876526),(47 18400222),(48 19797184),(49 20165166),(50 19373466),(51 17941302),(52 16720125),(53 16427744),(54 17115916),(55 18513688),(56 20090490),(57 20855260),(58 20410616),(59 19235502),(60 17923510),(61 16795258),(62 16258163),(63 16422555),(64 16880616),(65 17543530),(66 18357018),(67 19328174),(68 20295492),(69 21393878),(70 22624144),(71 23465410),(72 23194398),(73 21560530),(74 19517850),(75 18113680),(76 18014370),(77 19447252),(78 21645736),(79 23728800),
(1 2997541.5),(2 9615007),(3 15812844),(4 18795822),(5 17892910),(6 14489302),(7 10891543),(8 9030904),(9 9608949),(10 11730563),(11 13848681),(12 14879651),(13 14701724),(14 13527818),(15 12423104),(16 12399301),(17 13485015),(18 15093612),(19 16325307),(20 16393957),(21 15306700),(22 13594282),(23 12012495),(24 11486241),(25 12110500),(26 13373084),(27 14963032),(28 16063347),(29 16183076),(30 15135959),(31 13626885),(32 12425751),(33 11878712),(34 12176346),(35 13103162),(36 14023073),(37 14375579),(38 14375826),(39 14159212),(40 14059039),(41 14050383),(42 14065436),(43 13876151),(44 13313979),(45 12674468),(46 12318456),(47 12362092),(48 12859804),(49 13563525),(50 14252822),(51 14728625),(52 14660652),(53 13880768),(54 12737526),(55 11761946),(56 11402304),(57 12038511),(58 13188307),(59 14457972),(60 15220086),(61 14968155),(62 13882689),(63 12669362),(64 11831494),(65 11729679),(66 12184095),(67 12792005),(68 13333187),(69 13793044),(70 14280956),(71 14980974),(72 15695025),(73 15978028),(74 15400323),(75 13997844),(76 12457518),(77 11627930),(78 11956209),(79 13223567),
(1 3877578),(2 12469516),(3 20121516),(4 22856088),(5 20298712),(6 15153053),(7 10736465),(8 9145926),(9 10698514),(10 13945088),(11 16745507),(12 17316904),(13 15631338),(14 12870346),(15 10991820),(16 11430143),(17 13787444),(18 16457016),(19 17557464),(20 16471718),(21 14378004),(22 12986135),(23 13007553),(24 14141308),(25 15459212),(26 15899281),(27 15313380),(28 14400490),(29 14103973),(30 14772827),(31 15602762),(32 15773277),(33 15000982),(34 13825165),(35 13303319),(36 13885180),(37 15133055),(38 16363904),(39 16562871),(40 15707450),(41 14539967),(42 13668733),(43 13395164),(44 13625101),(45 14013683),(46 14300252),(47 14076502),(48 13669134),(49 13972870),(50 15272823),(51 17023286),(52 18386802),(53 18379642),(54 16752019),(55 14134938),(56 11610720),(57 10583240),(58 11630363),(59 14386579),(60 17734940),(61 19867566),(62 19540062),(63 16927746),(64 13506703),(65 11116129),(66 11052136),(67 13335364),(68 16617480),(69 19081184),(70 19271704),(71 17252010),(72 14314862),(73 12136966),(74 11816923),(75 12855054),(76 14343151),(77 15282930),(78 15322586),(79 14697866),
(1 3542407.8),(2 11061167),(3 17151948),(4 18793400),(5 16205741),(6 12242196),(7 9752322),(8 9658863),(9 11055963),(10 12655298),(11 13465114),(12 13238468),(13 12263649),(14 11440090),(15 11262425),(16 11703972),(17 12378164),(18 12803937),(19 12590404),(20 12244494),(21 12309703),(22 12973833),(23 13701114),(24 13852851),(25 12945344),(26 11604408),(27 10768416),(28 10840028),(29 11905227),(30 13264581),(31 13965717),(32 13908606),(33 13592535),(34 13316162),(35 13328588),(36 13605621),(37 14167238),(38 14673519),(39 15027424),(40 15151516),(41 15141887),(42 14887290),(43 14559721),(44 14574643),(45 14797924),(46 15076277),(47 14985358),(48 14473614),(49 13969624),(50 14081331),(51 14949685),(52 16080642),(53 16662809),(54 16274209),(55 15193596),(56 14076840),(57 13423399),(58 13645485),(59 14767481),(60 16119392),(61 16835658),(62 16558903),(63 15544437),(64 14593615),(65 14123730),(66 14118786),(67 14431479),(68 14850213),(69 15257855),(70 15425811),(71 15417986),(72 15048482),(73 14277306),(74 13546558),(75 13204889),(76 13235611),(77 13526443),(78 14073380),(79 14731591),
(1 3825575.5),(2 11779582),(3 17784516),(4 18892038),(5 16057381),(6 12645101),(7 11156811),(8 11759774),(9 12758959),(10 12988369),(11 12588211),(12 12378948),(13 12498646),(14 12738065),(15 12759041),(16 12411707),(17 12309095),(18 12891263),(19 13567510),(20 13731715),(21 13080705),(22 12211114),(23 11815717),(24 12206110),(25 13025159),(26 13695989),(27 13418487),(28 12293713),(29 11078465),(30 10685897),(31 11291996),(32 12241902),(33 12922183),(34 12810219),(35 12447246),(36 12680346),(37 13791804),(38 14940925),(39 14978956),(40 13875639),(41 12559714),(42 12069153),(43 12716145),(44 13759840),(45 14312502),(46 14014743),(47 13193610),(48 12695453),(49 12823563),(50 13530566),(51 13999255),(52 14160585),(53 14392675),(54 14884527),(55 15556625),(56 15764922),(57 14976343),(58 13602637),(59 12464622),(60 12069313),(61 12537033),(62 13463934),(63 14141525),(64 14444404),(65 14500663),(66 14262337),(67 13788427),(68 13424849),(69 13487684),(70 13880557),(71 14198261),(72 13962939),(73 12964297),(74 11774995),(75 11356127),(76 11806185),(77 12709675),(78 13528154),(79 13619733),
(1 3862355),(2 11516804),(3 16599516),(4 16523392),(5 13545494),(6 11152749),(7 10943567),(8 11896899),(9 12377209),(10 11791300),(11 11083378),(12 11152312),(13 11739601),(14 12211740),(15 12319232),(16 12090808),(17 11622660),(18 10990290),(19 10199668),(20 9761602),(21 10093482),(22 10942515),(23 11476382),(24 11384925),(25 10987836),(26 10634157),(27 10654809),(28 10949489),(29 11315718),(30 11566970),(31 11682678),(32 11835414),(33 11775148),(34 11407936),(35 11000221),(36 10980542),(37 11435784),(38 12004261),(39 12091291),(40 11584797),(41 11136626),(42 11480083),(43 12522414),(44 13046686),(45 12378137),(46 11067912),(47 10127202),(48 10595907),(49 12029004),(50 13155050),(51 13158062),(52 12524236),(53 12118450),(54 12572993),(55 13390772),(56 13765259),(57 13174857),(58 11946111),(59 11096793),(60 10972351),(61 11609228),(62 12643523),(63 13692663),(64 14376371),(65 14328465),(66 13365668),(67 12054717),(68 11290629),(69 11621575),(70 12768665),(71 13692223),(72 13674110),(73 12936705),(74 12228234),(75 12114762),(76 12613210),(77 13037419),(78 12902187),(79 12412067),
(1 4052333),(2 12017047),(3 17402602),(4 17750600),(5 15212527),(6 13066756),(7 12319758),(8 12116783),(9 11600407),(10 11144978),(11 11352990),(12 12078032),(13 12809564),(14 12966345),(15 12456742),(16 11795921),(17 11501574),(18 11491698),(19 11544881),(20 11828353),(21 12162537),(22 12313316),(23 11890736),(24 10820912),(25 9885197),(26 9944605),(27 11197161),(28 12936550),(29 14052228),(30 13757922),(31 12511272),(32 11247673),(33 10759274),(34 11042643),(35 11365194),(36 11205533),(37 11035478),(38 11576539),(39 12643654),(40 13251885),(41 12729435),(42 11449876),(43 10551091),(44 10911978),(45 12146173),(46 12817585),(47 12058820),(48 10642368),(49 9932218),(50 10497497),(51 11847435),(52 12738928),(53 12570411),(54 12072712),(55 11794662),(56 11978660),(57 12145647),(58 12087703),(59 11856959),(60 11492388),(61 10873976),(62 10430327),(63 10590239),(64 11629209),(65 12673648),(66 12859425),(67 12143668),(68 11396229),(69 11204663),(70 11585287),(71 12107464),(72 12272940),(73 11952118),(74 11722067),(75 11614824),(76 11664218),(77 11674179),(78 11788962),(79 11970601),
(1 4281082),(2 11897528),(3 15630516),(4 14104756),(5 11203802),(6 10255846),(7 11132742),(8 11781309),(9 11599766),(10 11118416),(11 10569489),(12 10235939),(13 10277113),(14 10691631),(15 11280446),(16 11606906),(17 11228228),(18 10488178),(19 10241610),(20 10605779),(21 11019088),(22 10861042),(23 10301490),(24 9932290),(25 10086667),(26 10536096),(27 10859942),(28 10676680),(29 10497616),(30 10970594),(31 11712399),(32 12073178),(33 11538211),(34 10644504),(35 9871246),(36 9640096),(37 9933066),(38 10440178),(39 10871638),(40 10888618),(41 10667628),(42 10670765),(43 11096798),(44 11491587),(45 11454420),(46 10954574),(47 10257135),(48 9833705),(49 10050875),(50 10713349),(51 11033096),(52 10367001),(53 9490293),(54 9688859),(55 11103801),(56 12505425),(57 12434280),(58 10972978),(59 9347154),(60 8826582),(61 9726788),(62 11061036),(63 11729971),(64 11502528),(65 10867786),(66 10474062),(67 10582989),(68 10931682),(69 11313008),(70 11578012),(71 11855107),(72 12235862),(73 12466974),(74 12525775),(75 12406922),(76 12258632),(77 12022473),(78 11893329),(79 11820123),
(1 2905285.8),(2 7840074.5),(3 9958772),(4 8992051),(5 7504072),(6 7290601.5),(7 8015022.5),(8 8472247),(9 8431804),(10 8375716.5),(11 8460551),(12 8258572),(13 7940424.5),(14 7975282),(15 8277403.5),(16 8690288),(17 8734404),(18 8245850),(19 7891115),(20 8278341),(21 9168678),(22 9600668),(23 9002878),(24 8124763.5),(25 7990453.5),(26 8828057),(27 9605172),(28 9511220),(29 8854595),(30 8505399),(31 8874371),(32 9310027),(33 8959443),(34 8028190.5),(35 7194017.5),(36 7075295),(37 7577077.5),(38 8039604),(39 7906646.5),(40 7333505.5),(41 7158690.5),(42 7703736),(43 8520526),(44 8725422),(45 8164565.5),(46 7547699),(47 7546778),(48 8203995.5),(49 8832708),(50 8809469),(51 8312451.5),(52 8006497),(53 8060883),(54 8275715.5),(55 8444075),(56 8596886),(57 8643709),(58 8565163),(59 8150725),(60 7679240.5),(61 7931159.5),(62 8741290),(63 9222588),(64 9037044),(65 8524611),(66 8315408.5),(67 8526022),(68 8910370),(69 9022111),(70 8847293),(71 8630919),(72 8570657),(73 8725020),(74 8909395),(75 8998251),(76 8932601),(77 8656810),(78 8357782.5),(79 8094370.5),
(1 3793826.8),(2 10031504),(3 12150861),(4 10107575),(5 7691452.5),(6 7364439.5),(7 8310725.5),(8 8915631),(9 8786464),(10 8796935),(11 9429930),(12 9859444),(13 9238341),(14 8100433.5),(15 7903647),(16 8788377),(17 9514244),(18 9240574),(19 8335129.5),(20 8157783),(21 8876754),(22 9463165),(23 8979830),(24 8205884.5),(25 8297583.5),(26 8949208),(27 9053242),(28 8435890),(29 8089399),(30 8803856),(31 9923544),(32 10289043),(33 9428890),(34 8315281.5),(35 7832382),(36 7849718),(37 7913497.5),(38 7961239),(39 8101860.5),(40 8301531.5),(41 8350076.5),(42 8491309),(43 8681474),(44 8595743),(45 8276458),(46 8205721.5),(47 8463453),(48 8743658),(49 8529712),(50 8104993),(51 8246142),(52 8983622),(53 9185712),(54 8609955),(55 8467830),(56 9031691),(57 9638585),(58 9260480),(59 8352768),(60 8167514.5),(61 8933719),(62 9756217),(63 9953047),(64 9488291),(65 8822294),(66 8258589.5),(67 8302453),(68 8953096),(69 9740986),(70 9925513),(71 9352783),(72 8632838),(73 8486296),(74 9007157),(75 9278607),(76 8625717),(77 7869934.5),(78 8071345.5),(79 9163701),
(1 4106793),(2 10554276),(3 11994186),(4 8805540),(5 6453397),(6 7211206),(7 9020844),(8 9219113),(9 8165079),(10 7487509.5),(11 7863448),(12 8476324),(13 8678468),(14 8378364.5),(15 7945285.5),(16 7897179.5),(17 8194985),(18 7918863),(19 6964747.5),(20 6546630),(21 7244946),(22 8329126),(23 8351700.5),(24 7420558),(25 6789550),(26 7175052.5),(27 7964621.5),(28 8179562.5),(29 7667666.5),(30 7273392.5),(31 7678234.5),(32 8512764),(33 8750276),(34 8235650),(35 7809879),(36 7961813.5),(37 8216826),(38 8115816),(39 7754665),(40 7517583),(41 7915188.5),(42 8411395),(43 8313122.5),(44 7849475.5),(45 7688701.5),(46 8301834),(47 8903319),(48 8757271),(49 8101405.5),(50 7891053.5),(51 8208020.5),(52 8401070),(53 8139110),(54 7747396.5),(55 7560544),(56 7872582),(57 8313934),(58 8340498),(59 8232437.5),(60 8337379.5),(61 8484150),(62 8249830),(63 7729655),(64 7378767.5),(65 7515656),(66 8058880),(67 8558004),(68 8694781),(69 8185245.5),(70 7259001),(71 6805337),(72 7411279),(73 8351295),(74 8781177),(75 8510980),(76 7935742),(77 7658016),(78 7676437.5),(79 7895757.5),
(1 3585414.8),(2 8791993),(3 9444684),(4 7064497),(5 6073510.5),(6 7001092.5),(7 7686563),(8 7224163),(9 6852955),(10 7253133.5),(11 7913868),(12 7893273.5),(13 7186453.5),(14 6375306.5),(15 6113265.5),(16 6481446),(17 6892377.5),(18 6937425),(19 6865162.5),(20 7152352.5),(21 7278040.5),(22 6885089.5),(23 6558260),(24 6721307.5),(25 7346443),(26 7736744),(27 7320325),(28 6885761.5),(29 6966277),(30 7306231),(31 7416710.5),(32 7205629),(33 7030841.5),(34 6854857),(35 6538476.5),(36 6473733),(37 6950927),(38 7315538),(39 7029231),(40 6729226.5),(41 7035858.5),(42 7324237.5),(43 7065874.5),(44 6752864),(45 6886028.5),(46 7160225.5),(47 7188827.5),(48 6963421),(49 6776098),(50 6707215),(51 6778283),(52 6877944),(53 6742380),(54 6385115),(55 6219281),(56 6328950.5),(57 6419861),(58 6600543.5),(59 6927827.5),(60 7263256),(61 7126823.5),(62 6533812),(63 6383249),(64 6981556),(65 7580005),(66 7546063),(67 7050465.5),(68 6804969.5),(69 6819529),(70 6800871.5),(71 6431474),(72 6141611.5),(73 6540947.5),(74 7211175.5),(75 7291678),(76 6713001),(77 6423146.5),(78 6785668.5),(79 7209621),
(1 3148065.5),(2 7394679),(3 7638681),(4 6008259.5),(5 5980877.5),(6 6859380.5),(7 6803421),(8 6238208.5),(9 6292211),(10 6465767),(11 6218394.5),(12 6132439),(13 6351476.5),(14 6329517),(15 5892698),(16 5462699.5),(17 5525205.5),(18 6007961),(19 6317318.5),(20 6294895.5),(21 6107015),(22 5912605),(23 5904416),(24 6232978.5),(25 6639722),(26 6577908),(27 6151313),(28 5988500),(29 6292099.5),(30 6463006.5),(31 6215222),(32 5832800.5),(33 5812860.5),(34 6028692.5),(35 6072319.5),(36 5922455.5),(37 6036515.5),(38 6199216.5),(39 6278431.5),(40 6419794.5),(41 6371904),(42 6119124.5),(43 5927399),(44 6082487.5),(45 6295943),(46 6258659),(47 6171683.5),(48 6287646),(49 6441753.5),(50 6220219.5),(51 5782439),(52 5618151.5),(53 5803612.5),(54 6092784.5),(55 6254804),(56 6213572.5),(57 6015130.5),(58 5981514.5),(59 6007675),(60 6082095.5),(61 6290053.5),(62 6354167.5),(63 5981344.5),(64 5496408.5),(65 5522661.5),(66 6180729.5),(67 6776807),(68 6648726),(69 6260752.5),(70 6320278),(71 6685374),(72 6719192),(73 6507736),(74 6540334),(75 6721738),(76 6552226),(77 6345689.5),(78 6556777),(79 7110487),
(1 3290821.3),(2 7504803.5),(3 7194632.5),(4 5406942.5),(5 5711479.5),(6 6432549),(7 6039394),(8 5541606),(9 5985229.5),(10 6213120),(11 5637480),(12 5290894),(13 5793101),(14 6249028.5),(15 5999143),(16 5689132.5),(17 5951380),(18 6129019.5),(19 5739523.5),(20 5401856),(21 5617230),(22 5863334),(23 5561571),(24 5365250),(25 5863351),(26 6235282.5),(27 6184025),(28 5905059),(29 5698964.5),(30 5372705.5),(31 5079289.5),(32 5322088.5),(33 5996766),(34 6439952.5),(35 6149109.5),(36 5671801.5),(37 5778255.5),(38 6079387),(39 6020868.5),(40 5756034),(41 5695865),(42 5810990.5),(43 5896100),(44 5965810.5),(45 6206366),(46 6408069),(47 6272119),(48 5836582.5),(49 5575923),(50 5596482.5),(51 5700823.5),(52 5756133),(53 5586158),(54 5499454.5),(55 5964719.5),(56 6380126.5),(57 6008424.5),(58 5295257),(59 5285095.5),(60 5952049),(61 6254516.5),(62 6005317),(63 5739135.5),(64 5809246),(65 5856790),(66 5658391),(67 5648409.5),(68 5773406),(69 5798104),(70 5897669),(71 6218060),(72 6241668.5),(73 5797952),(74 5866493),(75 6375392),(76 6295146.5),(77 5537101),(78 5328014.5),(79 5996045.5),
(1 3639877.3),(2 7787690.5),(3 6544690.5),(4 4321540.5),(5 5273819.5),(6 6732168.5),(7 6160567),(8 5400821.5),(9 5890746.5),(10 6193017),(11 5589021.5),(12 5314080.5),(13 5713423),(14 5644247),(15 5059813.5),(16 5045348),(17 5557906),(18 5575688.5),(19 5192254.5),(20 5344306),(21 5812577.5),(22 5603079),(23 5304433.5),(24 5403698.5),(25 5351617),(26 5027843),(27 5213091),(28 5669616),(29 5656222),(30 5202826),(31 4920861.5),(32 5034135),(33 5374737.5),(34 5732298.5),(35 5570516.5),(36 5124177),(37 5413263),(38 6051318),(39 5766341.5),(40 5011030.5),(41 5206523.5),(42 5742838.5),(43 5487391),(44 5096015),(45 5514769),(46 6094841),(47 5777872.5),(48 5072959.5),(49 5066759.5),(50 5298280),(51 5241078),(52 5193540),(53 5207201.5),(54 5365975),(55 5520069.5),(56 5605599),(57 5513997.5),(58 5261303),(59 5190135),(60 5348034.5),(61 5319865),(62 5302819.5),(63 5324257),(64 5052291.5),(65 4772651),(66 5022991.5),(67 5439386),(68 5237902.5),(69 4852094.5),(70 5020597.5),(71 5325498),(72 5113509.5),(73 4847504),(74 5079524),(75 5320679.5),(76 5220585),(77 5154149.5),(78 5245905),(79 5208644),
(1 3468258.3),(2 7033359.5),(3 5644255.5),(4 4151564.5),(5 5144851.5),(6 5863975.5),(7 5418654),(8 5293652),(9 5359910),(10 5197544.5),(11 5294865),(12 5439111),(13 5236727.5),(14 5112704),(15 5201467),(16 5154331),(17 4955476.5),(18 4845767),(19 4942461),(20 4884303.5),(21 4761529),(22 4839298.5),(23 4933806),(24 4869459.5),(25 4880712.5),(26 5091881.5),(27 5191192),(28 4874989),(29 4591247.5),(30 4718072),(31 5087562.5),(32 5014587.5),(33 4667044.5),(34 4863840.5),(35 5177917),(36 4970491.5),(37 4883618),(38 5046051.5),(39 4760820.5),(40 4499630),(41 4775743.5),(42 4892760.5),(43 4552765.5),(44 4603724),(45 5135632.5),(46 5502253.5),(47 5146112.5),(48 4589633.5),(49 4742455.5),(50 5133205),(51 5222045),(52 5091251),(53 4883004.5),(54 4623020),(55 4788353.5),(56 5062077),(57 4881081),(58 4615732.5),(59 4747790),(60 4994477),(61 5039867),(62 4977076.5),(63 4970039),(64 4761236.5),(65 4651047.5),(66 4816194.5),(67 5143896),(68 5038990),(69 4754917),(70 4660819),(71 4896608.5),(72 5330790),(73 5292012.5),(74 4720440),(75 4386512.5),(76 4701213),(77 5151549),(78 5072126.5),(79 4704439),
(1 3001322.8),(2 6035126.5),(3 4782436),(4 3526672),(5 4185258),(6 4640943),(7 4355650),(8 4260943.5),(9 4206964.5),(10 4101607.3),(11 4233984.5),(12 4286539.5),(13 4328119),(14 4524666.5),(15 4337663.5),(16 4140507.3),(17 4409345.5),(18 4603413.5),(19 4141895),(20 3812925.3),(21 4456269.5),(22 4865250),(23 4300425),(24 4054929),(25 4541177.5),(26 4630368.5),(27 4302729.5),(28 4365524),(29 4404340.5),(30 4324100.5),(31 4614662.5),(32 4683788),(33 4255457.5),(34 4148478.8),(35 4610713.5),(36 4634819),(37 4375489.5),(38 4331644),(39 4350841.5),(40 4238516),(41 4002402.5),(42 3995585.3),(43 4279296.5),(44 4515438.5),(45 4345940),(46 4134315.5),(47 4148811),(48 4211161),(49 4211577),(50 4126666.8),(51 4107075.8),(52 4202958),(53 4153013.3),(54 3884498.3),(55 3903024.8),(56 4191821.8),(57 4181603.3),(58 3741341.8),(59 3589816.5),(60 3935217),(61 4266340),(62 4277187),(63 4163959.5),(64 4163490.5),(65 4144635.3),(66 4202523),(67 4163191.8),(68 4090558),(69 4223303),(70 4411144),(71 4514286),(72 4566832.5),(73 4363167.5),(74 4076072.8),(75 4168986.3),(76 4410878.5),(77 4369144),(78 4267270.5),(79 4362773.5),
(1 2678087.8),(2 5084517.5),(3 3964277.8),(4 3244960),(5 4111945),(6 4289216),(7 3830834.8),(8 3804241.3),(9 4033029.3),(10 4227353.5),(11 4280812.5),(12 4110085),(13 4043166),(14 4195311.5),(15 4134239),(16 4145567.3),(17 4282000.5),(18 4213558.5),(19 4081403),(20 3981772.8),(21 4124635.8),(22 4402849.5),(23 4357528.5),(24 4049053.3),(25 4107342),(26 4448740.5),(27 4368802.5),(28 4151525.8),(29 4510347.5),(30 4790728.5),(31 4473795.5),(32 4127048.8),(33 4239873.5),(34 4216748.5),(35 4079771.8),(36 4327137.5),(37 4641315.5),(38 4535433.5),(39 4041966.8),(40 3893292),(41 4181535.8),(42 4245848),(43 3970382),(44 3949741.3),(45 4059601.8),(46 3972610),(47 3868166.8),(48 3834879.3),(49 3771323.8),(50 3735925.8),(51 3877434),(52 4029104),(53 3854483.8),(54 3691141),(55 3804978),(56 3941223.3),(57 3826115.3),(58 3551317.3),(59 3609594.8),(60 4019440),(61 4069476),(62 3942035.8),(63 4068058.3),(64 4198056.5),(65 3913948.3),(66 3658998),(67 3873289.8),(68 4160498.8),(69 4199947.5),(70 4159272.8),(71 4213434),(72 4306042.5),(73 4298165.5),(74 3944776),(75 3777751),(76 4147345.8),(77 4281097.5),(78 4144517.3),(79 4236008.5),
