1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1768545.1),(2 6530514.5),(3 13768392),(4 23303552),(5 34891940),(6 47823532),(7 61681748),(8 75249016),(9 89224440),(10 104305704),(11 119726460),(12 135978320),(13 154418000),(14 174166930),(15 196181100),(16 220363820),(17 246771060),(18 275747300),(19 306635170),(20 343142880),(21 379096600),(22 417552640),(23 462260130),(24 506688930),(25 554826430),(26 604197600),(27 643883260),(28 679515200),(29 712723840),(30 743425540),(31 771356860),(32 795830100),(33 816431940),(34 833524740),(35 846092600),(36 852671000),(37 855524540),(38 849835840),(39 843478850),(40 833134800),(41 816261440),(42 794564900),(43 770422200),(44 740087100),(45 701751700),(46 663108350),(47 622551360),(48 582075900),(49 541955500),(50 503034720),(51 465443500),(52 431019000),(53 396934140),(54 366558880),(55 338867360),(56 314369760),(57 293299650),(58 275954940),(59 262189180),(60 251087360),(61 242532880),(62 236080020),(63 231878930),(64 229234300),(65 227932560),(66 227766140),(67 227769390),(68 226910450),(69 225829440),(70 224171090),(71 222745420),(72 221037490),(73 219728000),(74 218756740),(75 218801740),(76 218929660),(77 218544980),(78 217822030),(79 217308670),
(1 1208528.9),(2 4559468),(3 9843918),(4 16959854),(5 25730290),(6 35901560),(7 47242492),(8 59676076),(9 74032930),(10 90061896),(11 107281064),(12 126538390),(13 148155070),(14 171489250),(15 196420270),(16 222780060),(17 250214190),(18 277885950),(19 304143680),(20 331148350),(21 355188160),(22 378586430),(23 399937340),(24 417317860),(25 432907680),(26 446972500),(27 458330200),(28 467385340),(29 474223800),(30 478506300),(31 480102300),(32 479396160),(33 475825570),(34 469365860),(35 460427970),(36 448662100),(37 434339520),(38 417832350),(39 399460700),(40 379998400),(41 359803740),(42 339774270),(43 320395460),(44 302215870),(45 286253100),(46 270872900),(47 255854690),(48 240956620),(49 226801630),(50 212956060),(51 199961440),(52 187552400),(53 175752860),(54 164778160),(55 154923740),(56 146093340),(57 138445260),(58 132242740),(59 127486230),(60 123886504),(61 121393130),(62 119727976),(63 118823470),(64 118429416),(65 118166230),(66 117655016),(67 116759220),(68 115455510),(69 114096900),(70 112792960),(71 111832600),(72 111207270),(73 111056344),(74 111555600),(75 112737360),(76 114173400),(77 115588220),(78 117156840),(79 118821170),
(1 1236526),(2 4711620.5),(3 10117581),(4 17185608),(5 25755786),(6 35606228),(7 46563296),(8 58676610),(9 71753410),(10 86032450),(11 101234024),(12 117203144),(13 133618650),(14 149885520),(15 165542080),(16 180571220),(17 194499330),(18 207318660),(19 218339890),(20 228165070),(21 235431470),(22 240974740),(23 244834420),(24 247479040),(25 249278860),(26 249967600),(27 248786580),(28 246309070),(29 242651280),(30 237786380),(31 231754800),(32 224920580),(33 217386050),(34 209310190),(35 201080820),(36 193031870),(37 185407250),(38 178148270),(39 171222500),(40 165050580),(41 159340820),(42 154192720),(43 149389740),(44 144824240),(45 140655150),(46 137153780),(47 134325900),(48 131937730),(49 129999740),(50 128289820),(51 126969370),(52 125473340),(53 123791740),(54 121575360),(55 119150660),(56 116748010),(57 114068870),(58 111259176),(59 108647544),(60 106295576),(61 104317080),(62 102744160),(63 101704220),(64 101058490),(65 100667040),(66 100198870),(67 99434820),(68 97982790),(69 96524310),(70 95282490),(71 94369944),(72 93869660),(73 93944890),(74 94626560),(75 95878040),(76 97367256),(77 98948770),(78 100779050),(79 102879580),
(1 779032),(2 2953972.8),(3 6313786),(4 10747228),(5 16162432),(6 22318486),(7 28959324),(8 35886000),(9 42895376),(10 50066092),(11 57039936),(12 63608148),(13 69498680),(14 74524810),(15 78528780),(16 81478160),(17 83415940),(18 84715410),(19 85171900),(20 85327220),(21 84874000),(22 84347440),(23 83671540),(24 82424860),(25 80774970),(26 78726360),(27 76369224),(28 73726820),(29 71034590),(30 68474220),(31 66225010),(32 64509584),(33 63514770),(34 63333450),(35 64136684),(36 65811330),(37 68207230),(38 71011736),(39 73751624),(40 76204630),(41 77946380),(42 78711700),(43 78396530),(44 77501120),(45 76456030),(46 75486936),(47 74104410),(48 72519976),(49 70686920),(50 68639064),(51 66374756),(52 63951376),(53 61622470),(54 59578350),(55 57784264),(56 55577496),(57 53464320),(58 51443044),(59 49578268),(60 47898744),(61 46491372),(62 45473956),(63 44994784),(64 45098796),(65 45736660),(66 46705530),(67 47659330),(68 48669780),(69 49730384),(70 51031836),(71 52586450),(72 54473864),(73 56649348),(74 59074290),(75 61541776),(76 64024724),(77 66238656),(78 68173260),(79 69706610),
(1 843181.4),(2 3201538.5),(3 6801531.5),(4 11436915),(5 16889766),(6 22769922),(7 28663022),(8 34303092),(9 39373580),(10 43969484),(11 48027856),(12 51556310),(13 54529330),(14 56866460),(15 58832640),(16 60513060),(17 62056000),(18 63707148),(19 65227900),(20 66754380),(21 67891224),(22 68786110),(23 69348610),(24 69129730),(25 68669100),(26 68342264),(27 68142570),(28 67886024),(29 67670960),(30 67565660),(31 67464584),(32 67381464),(33 67324376),(34 67228060),(35 67089460),(36 66825750),(37 66434896),(38 65947264),(39 65364748),(40 64593664),(41 63689796),(42 62474216),(43 60856704),(44 59138790),(45 57500100),(46 55551900),(47 53308964),(48 50929884),(49 48490508),(50 46141696),(51 43917444),(52 41971596),(53 40451908),(54 39457384),(55 38977668),(56 38794984),(57 38870108),(58 39092720),(59 39312770),(60 39532100),(61 39749864),(62 40023070),(63 40496892),(64 41233084),(65 42219740),(66 43345416),(67 44397708),(68 45374324),(69 46257256),(70 47165470),(71 48080260),(72 49077516),(73 50148416),(74 51284196),(75 52381080),(76 53227652),(77 53722960),(78 53870890),(79 53645708),
(1 709966),(2 2668295.3),(3 5598846.5),(4 9242432),(5 13319265),(6 17452188),(7 21228858),(8 24388444),(9 26706340),(10 28368730),(11 29372346),(12 29869414),(13 30168620),(14 30346156),(15 30595072),(16 31042246),(17 31584768),(18 32061156),(19 32439392),(20 32617324),(21 32568032),(22 32208090),(23 31945574),(24 31773888),(25 32008236),(26 32656282),(27 33730170),(28 35164628),(29 36842860),(30 38615530),(31 40196670),(32 41423376),(33 42116884),(34 42176372),(35 41657800),(36 40664440),(37 39446944),(38 38348760),(39 37550268),(40 37011770),(41 36540564),(42 35817304),(43 34445480),(44 32666892),(45 30856954),(46 29570432),(47 28524076),(48 27743514),(49 27084452),(50 26504738),(51 25986342),(52 25558460),(53 25387420),(54 25357612),(55 25456174),(56 25429236),(57 25384550),(58 25309084),(59 25231506),(60 25128192),(61 25067584),(62 25087558),(63 25158876),(64 25331896),(65 25668650),(66 26184066),(67 26734870),(68 27195546),(69 27451276),(70 27590352),(71 27672224),(72 27720320),(73 27728086),(74 27686284),(75 27579392),(76 27372806),(77 27135372),(78 26937194),(79 26748736),
(1 1011293.56),(2 3810084.3),(3 7900505),(4 12674442),(5 17433008),(6 21608000),(7 24720830),(8 26643000),(9 27540384),(10 27619588),(11 27253380),(12 26877212),(13 26819712),(14 27275666),(15 28025474),(16 28850498),(17 29438260),(18 29490824),(19 29062770),(20 28280836),(21 27300020),(22 26374198),(23 25856660),(24 25734258),(25 25994546),(26 26445400),(27 27257388),(28 28299548),(29 29458784),(30 30585826),(31 31528642),(32 32131744),(33 32253664),(34 31936652),(35 31178424),(36 30045832),(37 28802498),(38 27733886),(39 26878496),(40 26318046),(41 25907136),(42 25466296),(43 24862538),(44 24137792),(45 23630466),(46 23271618),(47 22988236),(48 22883872),(49 22860002),(50 22943752),(51 22990076),(52 22892476),(53 22624096),(54 22181362),(55 21812938),(56 21382476),(57 21076984),(58 20862652),(59 20780714),(60 20784818),(61 20892516),(62 21030748),(63 21099858),(64 21074208),(65 21058004),(66 21122700),(67 21197762),(68 21099224),(69 20773732),(70 20360568),(71 19925632),(72 19469458),(73 19068918),(74 18831762),(75 18828174),(76 18963944),(77 19280756),(78 19742610),(79 20266450),
(1 1154614),(2 4316508),(3 8835081),(4 13934690),(5 18769676),(6 22701994),(7 25269290),(8 26374076),(9 26345024),(10 25613362),(11 24881874),(12 24723500),(13 25452014),(14 26964992),(15 28604618),(16 29883358),(17 30533076),(18 30516686),(19 30003316),(20 29209266),(21 28302782),(22 27552032),(23 27091054),(24 26833416),(25 26860434),(26 27066378),(27 27587836),(28 28211574),(29 28814198),(30 29193754),(31 29292604),(32 28856538),(33 27951142),(34 26913844),(35 25865186),(36 24892412),(37 24100526),(38 23456706),(39 22948936),(40 22689404),(41 22646760),(42 22781182),(43 22894562),(44 22769346),(45 22397628),(46 22095480),(47 21896934),(48 21636556),(49 21437004),(50 21104884),(51 20876978),(52 20793198),(53 20784414),(54 20678558),(55 20529934),(56 20436190),(57 20436882),(58 20496960),(59 20618334),(60 20867162),(61 21202606),(62 21438732),(63 21398494),(64 21043284),(65 20696994),(66 20570398),(67 20531704),(68 20319202),(69 19938364),(70 19590922),(71 19330912),(72 19111350),(73 18948014),(74 18936622),(75 19134162),(76 19436230),(77 19867778),(78 20338982),(79 20735764),
(1 1022901.6),(2 3681342.5),(3 7207720.5),(4 10931845),(5 14197709),(6 16462867),(7 17406362),(8 17229718),(9 16691735),(10 16282876),(11 16527228),(12 17621036),(13 19429542),(14 21442076),(15 23136540),(16 24119012),(17 24522556),(18 24562768),(19 24380324),(20 24129366),(21 23787376),(22 23441980),(23 23260104),(24 23298286),(25 23262800),(26 23272404),(27 23427852),(28 23696000),(29 23968128),(30 24006800),(31 23659182),(32 22808994),(33 21700564),(34 20709560),(35 20036492),(36 19741730),(37 19698304),(38 19749794),(39 19758832),(40 19638392),(41 19473936),(42 19371118),(43 19221724),(44 18949062),(45 18734878),(46 18778148),(47 18833356),(48 18799298),(49 18699156),(50 18530786),(51 18281040),(52 18037346),(53 17827062),(54 17686340),(55 17651342),(56 17556816),(57 17466744),(58 17410188),(59 17310042),(60 17213986),(61 17167666),(62 17130080),(63 16969358),(64 16602071),(65 16301660),(66 16257564),(67 16211802),(68 15940482),(69 15521185),(70 15213782),(71 15124572),(72 15160858),(73 15248078),(74 15447860),(75 15814016),(76 16250236),(77 16679078),(78 16991940),(79 17109090),
(1 854431.75),(2 2971541),(3 5669561.5),(4 8544177),(5 11156183),(6 12970616),(7 13708220),(8 13711482),(9 13567737),(10 13593749),(11 14020694),(12 14921252),(13 16049865),(14 17077448),(15 17739720),(16 18014222),(17 18092926),(18 18159254),(19 18347472),(20 18684476),(21 19129962),(22 19726784),(23 20299456),(24 20744924),(25 20945378),(26 20928052),(27 20865262),(28 20760736),(29 20608400),(30 20288362),(31 19676370),(32 18818872),(33 17887964),(34 17074796),(35 16501099),(36 16241945),(37 16274542),(38 16456635),(39 16486386),(40 16275922),(41 16051945),(42 16039175),(43 16067349),(44 15870702),(45 15666960),(46 15586988),(47 15494464),(48 15411559),(49 15272962),(50 15108135),(51 14973328),(52 14822562),(53 14632584),(54 14405809),(55 14323756),(56 14297677),(57 14278796),(58 14247687),(59 14165821),(60 14111460),(61 14214090),(62 14474634),(63 14676798),(64 14615717),(65 14457987),(66 14445204),(67 14511820),(68 14345190),(69 14003904),(70 13792316),(71 13745099),(72 13693252),(73 13629899),(74 13688117),(75 13956996),(76 14236684),(77 14403639),(78 14400921),(79 14238580),
(1 777522.6),(2 2613381),(3 4851475.5),(4 7187838.5),(5 9223758),(6 10444183),(7 10722641),(8 10575467),(9 10558747),(10 10828424),(11 11387304),(12 12110276),(13 12675631),(14 12862341),(15 12635550),(16 12224312),(17 11895078),(18 11783358),(19 11837537),(20 12053310),(21 12418464),(22 12834443),(23 13089176),(24 13196690),(25 13237864),(26 13223567),(27 13284062),(28 13398195),(29 13456319),(30 13294378),(31 12970569),(32 12608838),(33 12401766),(34 12471820),(35 12657526),(36 12746297),(37 12673193),(38 12576365),(39 12574950),(40 12704941),(41 12901591),(42 13155673),(43 13302100),(44 13210152),(45 12850797),(46 12428508),(47 12105082),(48 11826022),(49 11774905),(50 11680793),(51 11450104),(52 11172117),(53 11101015),(54 11185168),(55 11165382),(56 11021344),(57 10968766),(58 11064708),(59 11190027),(60 11251958),(61 11333180),(62 11582448),(63 11906904),(64 12020761),(65 12054159),(66 12291512),(67 12526136),(68 12378567),(69 11953745),(70 11660279),(71 11544640),(72 11445162),(73 11337797),(74 11369052),(75 11542747),(76 11681236),(77 11705542),(78 11596806),(79 11335699),
