1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2067656.4),(2 7420794.5),(3 15425244),(4 24196706),(5 34206720),(6 44866204),(7 56722796),(8 68632030),(9 80725530),(10 92281224),(11 102325860),(12 111532376),(13 121603050),(14 132244664),(15 143979980),(16 156879440),(17 171409570),(18 186627760),(19 202763310),(20 219875980),(21 237645820),(22 255487020),(23 273775900),(24 292124000),(25 310329730),(26 328454300),(27 347040860),(28 364859740),(29 381553120),(30 398005540),(31 413990620),(32 428359140),(33 441547170),(34 453412960),(35 464721300),(36 475800300),(37 486555520),(38 495331200),(39 502244500),(40 508191840),(41 512971300),(42 516466850),(43 518723420),(44 520839040),(45 522051230),(46 522707360),(47 522851800),(48 522777000),(49 522701300),(50 522195740),(51 520979300),(52 519485660),(53 517417120),(54 515463170),(55 513244320),(56 510494560),(57 507322750),(58 503862940),(59 498749860),(60 494152300),(61 488070140),(62 482252540),(63 474664220),(64 466765220),(65 458016860),(66 449257060),(67 440968540),(68 433110560),(69 425086300),(70 417017380),(71 409064030),(72 401583780),(73 395060130),(74 387920100),(75 381389440),(76 374784260),(77 368391700),(78 362443170),(79 355539550),
(1 1910457.6),(2 6889562.5),(3 13892186),(4 21864256),(5 30359174),(6 38839516),(7 47027852),(8 54859230),(9 62240160),(10 69134140),(11 75181970),(12 81179260),(13 88259210),(14 96215490),(15 105381210),(16 115687090),(17 126848270),(18 138497310),(19 150037740),(20 161549780),(21 173211250),(22 184376560),(23 194778480),(24 204032080),(25 212365710),(26 219369780),(27 224606820),(28 228702380),(29 232434690),(30 236383580),(31 239694110),(32 242282830),(33 244580220),(34 245986560),(35 246619060),(36 246730420),(37 246261660),(38 245361580),(39 244187300),(40 242567680),(41 240750980),(42 238766290),(43 237092450),(44 235783170),(45 234926430),(46 234448160),(47 234303790),(48 234548660),(49 234777180),(50 234720590),(51 233994600),(52 232706180),(53 231508640),(54 231070560),(55 231185500),(56 231462350),(57 232679070),(58 234789890),(59 237265710),(60 240597710),(61 244215680),(62 247050460),(63 249088300),(64 249625390),(65 248050140),(66 245136560),(67 242907950),(68 241417780),(69 241501600),(70 242694450),(71 244276380),(72 247304740),(73 251613950),(74 255461380),(75 259361200),(76 263219410),(77 266983630),(78 270610620),(79 273181380),
(1 2380597),(2 8655029),(3 17335718),(4 26998622),(5 36719196),(6 45722796),(7 53471070),(8 60088492),(9 65684020),(10 70351160),(11 73863210),(12 76869720),(13 80017020),(14 83352940),(15 86881800),(16 90575130),(17 94316856),(18 98089176),(19 101322776),(20 103997190),(21 106456840),(22 108586024),(23 110332296),(24 111651176),(25 112858530),(26 113571580),(27 113401750),(28 112923450),(29 112319770),(30 112028580),(31 111952296),(32 112262040),(33 113300376),(34 114911450),(35 116958140),(36 119273770),(37 121573820),(38 124050824),(39 126849110),(40 129625450),(41 132581820),(42 135635980),(43 139007020),(44 142541180),(45 146135120),(46 149677520),(47 153161200),(48 156589360),(49 159927540),(50 162803250),(51 164458700),(52 164503800),(53 162966610),(54 160449100),(55 157459340),(56 154224240),(57 151582130),(58 149719150),(59 147544370),(60 145831060),(61 144081490),(62 141552430),(63 137920500),(64 132870720),(65 126646360),(66 119919896),(67 114499670),(68 111371944),(69 110587176),(70 111392380),(71 113021220),(72 115209730),(73 117892220),(74 121241120),(75 125025816),(76 129008770),(77 132218430),(78 133857880),(79 133560320),
(1 2672018.5),(2 9632453),(3 18871344),(4 28422968),(5 37098720),(6 44128880),(7 49301000),(8 53076068),(9 56132760),(10 58884270),(11 61413140),(12 63991076),(13 66877584),(14 69811270),(15 72698696),(16 75360420),(17 77653470),(18 79937060),(19 81855960),(20 83428810),(21 84945730),(22 86469830),(23 87926000),(24 89448490),(25 91023970),(26 92365540),(27 93259720),(28 93983840),(29 94524530),(30 95352300),(31 96726696),(32 98791580),(33 101743544),(34 105445830),(35 109760940),(36 114547900),(37 119888070),(38 125805540),(39 131905096),(40 138015600),(41 144314030),(42 150932880),(43 157615470),(44 163925310),(45 170021700),(46 175389420),(47 179721700),(48 182838610),(49 184295540),(50 184914980),(51 184621060),(52 182922860),(53 179877520),(54 175727870),(55 170198850),(56 163597120),(57 157091100),(58 151877490),(59 148432290),(60 146538850),(61 145513500),(62 144034370),(63 141211420),(64 136352430),(65 129643864),(66 122418910),(67 116710370),(68 113855560),(69 113928580),(70 116284700),(71 119803760),(72 123598860),(73 127268664),(74 130613150),(75 133370990),(76 135296220),(77 135973400),(78 134866750),(79 131980616),
(1 2587587),(2 9047188),(3 16917836),(4 24132146),(5 29790178),(6 33704580),(7 36307804),(8 38366576),(9 40473036),(10 42761988),(11 45186908),(12 47747904),(13 50437436),(14 52927708),(15 55121856),(16 56787444),(17 58040430),(18 59111988),(19 59937804),(20 60699428),(21 61850096),(22 63506108),(23 65743630),(24 68791544),(25 72614620),(26 77095944),(27 81883580),(28 86773540),(29 91355990),(30 95644550),(31 99735070),(32 103521464),(33 107182230),(34 110677896),(35 114438140),(36 118635980),(37 122981890),(38 127175260),(39 131147300),(40 135075820),(41 139278450),(42 143890060),(43 148843680),(44 154088600),(45 159321330),(46 164044240),(47 168144660),(48 171522740),(49 174043410),(50 175738780),(51 176591470),(52 175852740),(53 173291600),(54 169245840),(55 163919520),(56 157780800),(57 151470140),(58 146363840),(59 143100080),(60 141630530),(61 141082690),(62 140164000),(63 137935790),(64 133572770),(65 127481064),(66 121338616),(67 117225170),(68 116121980),(69 117510240),(70 119943144),(71 121910090),(72 122547430),(73 122080630),(74 121187550),(75 120140620),(76 118562936),(77 115711350),(78 111234610),(79 105601610),
(1 2363198.5),(2 7870801.5),(3 14013021),(4 19196112),(5 23128100),(6 26329518),(7 29568004),(8 33338628),(9 37434090),(10 41205940),(11 44166120),(12 46483564),(13 48065164),(14 48617252),(15 48201850),(16 47191910),(17 46038120),(18 45153350),(19 44537704),(20 44591892),(21 45672840),(22 47445350),(23 49497150),(24 51619640),(25 53724172),(26 55334484),(27 56286650),(28 56808916),(29 56887028),(30 56872296),(31 57278950),(32 58315700),(33 60122900),(34 62982230),(35 66543130),(36 70017360),(37 72972140),(38 75220710),(39 76734690),(40 77693400),(41 78380110),(42 78884440),(43 79420720),(44 80150180),(45 81524820),(46 83632230),(47 86359130),(48 89385100),(49 92069500),(50 94518000),(51 96895760),(52 98092260),(53 97850700),(54 96217880),(55 93515600),(56 89682970),(57 85624940),(58 82393520),(59 80614830),(60 80711580),(61 82049560),(62 83231280),(63 82969550),(64 80359020),(65 75609730),(66 70247464),(67 66698976),(68 66107384),(69 67507200),(70 68935000),(71 69080910),(72 67392060),(73 64636876),(74 62507456),(75 61786090),(76 61852696),(77 61574316),(78 60052684),(79 57479464),
(1 1834951.8),(2 5959098),(3 10444114),(4 14287788),(5 17546478),(6 20648348),(7 23866276),(8 27029182),(9 29741020),(10 31749076),(11 33220970),(12 34072440),(13 34111164),(14 33377280),(15 32140426),(16 30895416),(17 29889218),(18 28983414),(19 28376556),(20 28497682),(21 29294398),(22 30452382),(23 31762368),(24 33103070),(25 34420276),(26 35765770),(27 36985932),(28 38162904),(29 39266940),(30 40086244),(31 40865836),(32 41698896),(33 42449496),(34 43411924),(35 44729410),(36 46219000),(37 47760650),(38 49250300),(39 50516920),(40 51386490),(41 51940270),(42 52342724),(43 52859960),(44 53640464),(45 54841424),(46 56388988),(47 58014396),(48 59346330),(49 59984004),(50 60249516),(51 60038590),(52 59587944),(53 58693100),(54 57537628),(55 55921230),(56 53507610),(57 50325440),(58 47366544),(59 45537190),(60 45305320),(61 46456020),(62 48069800),(63 49005924),(64 48077400),(65 45251016),(66 42274984),(67 40984540),(68 41945750),(69 44174710),(70 46321240),(71 47317490),(72 47096950),(73 46367600),(74 45897110),(75 45943384),(76 45831060),(77 44732160),(78 42436104),(79 39527140),
(1 1523058.4),(2 4794101),(3 8088110),(4 10821702),(5 13285469),(6 15795516),(7 18246414),(8 20347206),(9 21971866),(10 22987556),(11 23328732),(12 22968918),(13 22038182),(14 20807602),(15 19572394),(16 18723852),(17 18577022),(18 19054392),(19 20058744),(20 21485920),(21 23119192),(22 24574076),(23 25666562),(24 26513430),(25 27247278),(26 28080342),(27 29060100),(28 30034196),(29 30709546),(30 31031566),(31 31145974),(32 31007384),(33 30717150),(34 30417962),(35 30383404),(36 30744424),(37 31502260),(38 32481170),(39 33450980),(40 34032880),(41 34188256),(42 34041750),(43 33884564),(44 34156652),(45 34981492),(46 36272090),(47 37781624),(48 39060080),(49 39817664),(50 39974708),(51 39738856),(52 39219884),(53 38414410),(54 37258576),(55 36246440),(56 34925444),(57 33064346),(58 30754636),(59 28764418),(60 28086892),(61 28860212),(62 30622104),(63 32546174),(64 33606984),(65 33186346),(66 31845208),(67 31118168),(68 31914400),(69 33531938),(70 34853060),(71 35184710),(72 34433624),(73 33012854),(74 31596978),(75 30995110),(76 31211234),(77 31579288),(78 31280200),(79 30431262),
(1 1290557.5),(2 3909137.8),(3 6251780.5),(4 8042068.5),(5 9811217),(6 11600644),(7 12912617),(8 13530084),(9 13821018),(10 14075803),(11 14200894),(12 14002031),(13 13739126),(14 13726382),(15 14029599),(16 14695510),(17 15801847),(18 17166660),(19 18658650),(20 20182760),(21 21603012),(22 22773104),(23 23744252),(24 24663664),(25 25490332),(26 26302352),(27 27021080),(28 27531786),(29 27901072),(30 28068518),(31 28044640),(32 28106518),(33 28336810),(34 28676870),(35 28976384),(36 29047258),(37 29002246),(38 28954246),(39 28940560),(40 28829168),(41 28742476),(42 28721048),(43 28840060),(44 28973936),(45 29168112),(46 29515904),(47 30038116),(48 30604446),(49 30953320),(50 30798708),(51 30011524),(52 28974322),(53 27951384),(54 27340358),(55 27372364),(56 27505264),(57 26970718),(58 25738866),(59 24162322),(60 22735218),(61 21820226),(62 21643626),(63 22223262),(64 22820240),(65 22726604),(66 22219244),(67 22283316),(68 23354500),(69 24626170),(70 25376526),(71 25637856),(72 25660066),(73 25298298),(74 24566062),(75 23940356),(76 23622476),(77 23199630),(78 22405974),(79 21455334),
(1 1261200.6),(2 3616146.8),(3 5370186),(4 6644370.5),(5 8173730.5),(6 9671343),(7 10324921),(8 10286733),(9 10526795),(10 11200712),(11 11716750),(12 11877507),(13 12064380),(14 12483420),(15 12871206),(16 13184597),(17 13743708),(18 14605556),(19 15606357),(20 16618848),(21 17528550),(22 18159458),(23 18510884),(24 18612644),(25 18718628),(26 18894144),(27 19120622),(28 19358124),(29 19624456),(30 19969604),(31 20506966),(32 21120290),(33 21579006),(34 21782616),(35 21873712),(36 21853590),(37 21618480),(38 21256292),(39 21002714),(40 20907602),(41 20878854),(42 20738170),(43 20448324),(44 20035730),(45 19609568),(46 19297384),(47 19142022),(48 19130524),(49 19194404),(50 19183028),(51 18985526),(52 18475666),(53 17710980),(54 17044686),(55 17002354),(56 17333514),(57 17395706),(58 16780792),(59 15754357),(60 14886992),(61 14146928),(62 13751796),(63 14235383),(64 15359488),(65 15982210),(66 16035716),(67 16368892),(68 17302544),(69 17787140),(70 17420216),(71 16930740),(72 16679755),(73 16271986),(74 15476654),(75 15024162),(76 15456267),(77 16165440),(78 16273348),(79 15916732),
(1 1453549.6),(2 3946264.5),(3 5534964.5),(4 6718527.5),(5 8347427),(6 9823039),(7 10067175),(8 9501510),(9 9497444),(10 10126797),(11 10740589),(12 11166088),(13 11873424),(14 12916500),(15 13537584),(16 13590549),(17 13573990),(18 13700829),(19 13888149),(20 14157315),(21 14455856),(22 14619101),(23 14665046),(24 14619804),(25 14613267),(26 14745208),(27 14973740),(28 15266137),(29 15633839),(30 16118908),(31 16444166),(32 16601521),(33 16606082),(34 16665097),(35 16799920),(36 16744670),(37 16450127),(38 16058202),(39 15709180),(40 15537324),(41 15586214),(42 15813197),(43 16072708),(44 16192809),(45 16261116),(46 16381939),(47 16533630),(48 16618556),(49 16539953),(50 16141704),(51 15599305),(52 15068454),(53 14597141),(54 14433937),(55 14898995),(56 15475997),(57 15513462),(58 15119301),(59 14640220),(60 14518449),(61 14342172),(62 14002888),(63 14122196),(64 14657388),(65 14929897),(66 14897693),(67 15371919),(68 16706771),(69 17603328),(70 17503576),(71 17476608),(72 17938114),(73 18081242),(74 17464880),(75 17026002),(76 17598234),(77 18373232),(78 18382260),(79 17926182),
