1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125532.44),(2 330899.5),(3 533528.3),(4 671539.4),(5 781025.2),(6 826375.8),(7 848769.25),(8 849983.3),(9 864400),(10 870045.3),(11 945882.06),(12 1082322.9),(13 1293698),(14 1429689),(15 1480331.6),(16 1516328.9),(17 1531582.4),(18 1515638.9),(19 1508701),(20 1542109.5),(21 1668104.4),(22 1838491.1),(23 2044954.1),(24 2421650),(25 2610164.8),(26 2742784.5),(27 2869363.3),(28 2941926.8),(29 2950701.8),(30 3012155.3),(31 3114694.8),(32 3226548),(33 3281233.8),(34 3376559),(35 3563459.3),(36 3765285.8),(37 3907110.8),(38 3932464.3),(39 3800231.8),(40 3639756.3),(41 3476276),(42 3331852.3),(43 3293750),(44 3349802.8),(45 3343506),(46 3327054.8),(47 3204754),(48 3008387.8),(49 2764411.8),(50 2548973.8),(51 2412121),(52 2320958.8),(53 2282280.3),(54 2266401.3),(55 2312312.8),(56 2280229.5),(57 2212598.8),(58 2088765.6),(59 1894296.4),(60 1726698.4),(61 1622128.1),(62 1592589.4),(63 1639042),(64 1700575.1),(65 1840819.6),(66 1889828.4),(67 1864233.5),(68 1863196.1),(69 1924995.5),(70 1899298.5),(71 1857466.6),(72 1824599.1),(73 1863929.4),(74 1959504.9),(75 2206991.5),(76 2410387.3),(77 2694151),(78 2874172.8),(79 2964740),
(1 2224.3442),(2 3534.3923),(3 4314.3477),(4 4799.275),(5 5115.602),(6 5330.3374),(7 5341.9224),(8 5364.398),(9 5481.499),(10 5576.959),(11 5734.9536),(12 5780.96),(13 5867.2495),(14 5884.8237),(15 6007.3745),(16 5984.3643),(17 6012.498),(18 6125.016),(19 6154.4766),(20 6156.105),(21 6257.0605),(22 6335.9775),(23 6428.1826),(24 6491.3345),(25 6499.839),(26 6422.709),(27 6519.341),(28 6502.217),(29 6595.421),(30 6626.5933),(31 6662.134),(32 6724.012),(33 6686.692),(34 6873.2744),(35 6885.8013),(36 6828.4966),(37 6777.563),(38 6798.8477),(39 6787.712),(40 6781.679),(41 6759.8706),(42 6730.8604),(43 6664.163),(44 6672.2017),(45 6697.5024),(46 6803.723),(47 6811.7744),(48 6772.3843),(49 6779.109),(50 6754.8843),(51 6697.094),(52 6694.9873),(53 6660.554),(54 6784.106),(55 6817.8535),(56 6772.821),(57 6834.783),(58 6817.736),(59 6799.0537),(60 6708.9604),(61 6668.9395),(62 6616.5327),(63 6797.77),(64 6779.4023),(65 6879.737),(66 6831.548),(67 6769.9453),(68 6752.807),(69 6777.4976),(70 6806.7163),(71 6736.165),(72 6737.1973),(73 6739.411),(74 6758.303),(75 6828.31),(76 6819.828),(77 6918.247),(78 6860.5093),(79 6845.7217),
(1 2121.4043),(2 3402.785),(3 4120.856),(4 4540.6133),(5 4828.169),(6 5038.571),(7 5083.449),(8 5191.87),(9 5342.7124),(10 5418.223),(11 5573.87),(12 5630.865),(13 5788.661),(14 5869.8667),(15 6056.171),(16 6068.114),(17 6084.255),(18 6067.6196),(19 6042.346),(20 5944.861),(21 5942.737),(22 6048.1396),(23 6158.935),(24 6248.714),(25 6252.8086),(26 6234.359),(27 6329.238),(28 6368.195),(29 6468.866),(30 6445.2773),(31 6491.3403),(32 6524.874),(33 6531.3516),(34 6596.5244),(35 6615.2397),(36 6566.6006),(37 6533.975),(38 6576.0728),(39 6574.4707),(40 6467.2236),(41 6427.568),(42 6449.9683),(43 6394.1816),(44 6448.332),(45 6409.2627),(46 6591.8364),(47 6575.542),(48 6558.3984),(49 6503.3447),(50 6560.664),(51 6526.6133),(52 6507.793),(53 6525.5474),(54 6537.0923),(55 6485.686),(56 6477.397),(57 6490.732),(58 6450.9385),(59 6393.792),(60 6363.545),(61 6308.8447),(62 6284.6587),(63 6389.5166),(64 6291.807),(65 6323.96),(66 6333.109),(67 6267.2627),(68 6247.6255),(69 6243.607),(70 6299.3755),(71 6311.6035),(72 6246.8477),(73 6284.556),(74 6268.027),(75 6416.369),(76 6376.184),(77 6424.8477),(78 6413.914),(79 6386.069),
(1 2042.0808),(2 3293.8108),(3 4018.4875),(4 4397.855),(5 4635.033),(6 4844.647),(7 4914.501),(8 4951.666),(9 5092.856),(10 5172.172),(11 5307.108),(12 5394.5625),(13 5423.76),(14 5455.6543),(15 5525.5083),(16 5536.7993),(17 5570.542),(18 5525.338),(19 5567.796),(20 5557.1216),(21 5613.584),(22 5668.593),(23 5671.799),(24 5752.981),(25 5815.9194),(26 5850.1943),(27 5931.291),(28 5897.028),(29 5880.5664),(30 5880.965),(31 5905.9844),(32 5865.855),(33 5873.065),(34 5975.7837),(35 5941.472),(36 5888.2383),(37 5868.501),(38 5883.1206),(39 5946.5293),(40 5939.139),(41 5788.6865),(42 5916.104),(43 5817.508),(44 5853.621),(45 5829.48),(46 5935.4067),(47 5953.404),(48 5926.4766),(49 5942.55),(50 5973.668),(51 5996.185),(52 5978.3774),(53 5979.7427),(54 6001.722),(55 5999.813),(56 6032.201),(57 6089.1816),(58 6091.9043),(59 6049.4893),(60 6044.514),(61 6009.133),(62 6043.015),(63 6068.4233),(64 6029.9414),(65 6060.822),(66 6069.721),(67 6091.5376),(68 6060.364),(69 6015.997),(70 5976.271),(71 5945.272),(72 5839.0464),(73 5899.2393),(74 5933.8926),(75 5990.3984),(76 5971.1274),(77 5952.425),(78 5918.815),(79 5907.552),
(1 1977.9686),(2 3153.2456),(3 3825.9355),(4 4202.401),(5 4480.034),(6 4676.1953),(7 4788.6724),(8 4844.8857),(9 4845.292),(10 4908.5703),(11 4956.248),(12 5003.2637),(13 5128.93),(14 5179.383),(15 5268.1313),(16 5272.334),(17 5289.6436),(18 5275.5854),(19 5326.9976),(20 5363.341),(21 5411.3647),(22 5522.9355),(23 5520.112),(24 5538.147),(25 5663.9766),(26 5671.958),(27 5713.643),(28 5691.5146),(29 5748.1626),(30 5753.433),(31 5785.0596),(32 5789.0137),(33 5813.965),(34 5871.2617),(35 5816.9663),(36 5830.296),(37 5814.276),(38 5821.754),(39 5769.186),(40 5777.285),(41 5692.999),(42 5807.9116),(43 5859.251),(44 5853.4463),(45 5836.4795),(46 5911.0527),(47 5846.94),(48 5841.5703),(49 5851.4863),(50 5947.874),(51 5990.0356),(52 6036.955),(53 6009.33),(54 5964.3726),(55 5909.566),(56 5920.9805),(57 5942.341),(58 5909.653),(59 5870.514),(60 5822.6045),(61 5887.2427),(62 5925.5376),(63 5998.2563),(64 6036.2163),(65 6069.492),(66 6103.1904),(67 6068.473),(68 6020.3965),(69 6020.6772),(70 6039.219),(71 5997.4004),(72 6009.074),(73 6022.642),(74 6058.443),(75 6123.729),(76 6118.5547),(77 6111.0815),(78 6094.57),(79 6085.9556),
(1 1913.1263),(2 2980.3486),(3 3563.1362),(4 3916.5315),(5 4128.904),(6 4269.8633),(7 4323.142),(8 4385.044),(9 4461.872),(10 4529.641),(11 4682.4946),(12 4800.0693),(13 4870.4673),(14 4865.848),(15 4958.191),(16 4950.907),(17 5044.039),(18 5021.131),(19 5067.5386),(20 5047.378),(21 5123.2925),(22 5182.87),(23 5243.8496),(24 5273.71),(25 5304.1025),(26 5308.052),(27 5494.2085),(28 5523.153),(29 5603.828),(30 5533.61),(31 5518.192),(32 5517.7344),(33 5481.62),(34 5481.907),(35 5471.2046),(36 5503.2583),(37 5555.816),(38 5579.5313),(39 5678.136),(40 5679.1445),(41 5672.124),(42 5720.427),(43 5708.402),(44 5771.282),(45 5760.483),(46 5827.5244),(47 5799.17),(48 5753.364),(49 5715.325),(50 5771.1475),(51 5771.0264),(52 5807.231),(53 5771.2964),(54 5781.7827),(55 5763.1846),(56 5747.2515),(57 5769.1),(58 5726.9424),(59 5741.759),(60 5704.1963),(61 5733.5405),(62 5721.9063),(63 5779.267),(64 5739.7593),(65 5710.397),(66 5628.5137),(67 5609.0127),(68 5559.953),(69 5564.208),(70 5572.325),(71 5610.654),(72 5635.0723),(73 5662.021),(74 5611.0327),(75 5691.427),(76 5675.532),(77 5748.9),(78 5664.544),(79 5661.0254),
(1 1866.4536),(2 2935.3486),(3 3520.7773),(4 3864.805),(5 4096.3022),(6 4263.564),(7 4313.8843),(8 4405.3315),(9 4483.174),(10 4570.78),(11 4673.4365),(12 4762.911),(13 4905.783),(14 4927.4233),(15 5081.9546),(16 5107.064),(17 5095.0537),(18 5064.768),(19 5083.7065),(20 5041.691),(21 5068.8667),(22 5138.2637),(23 5195.49),(24 5257.234),(25 5296.7886),(26 5325.88),(27 5354.5957),(28 5266.9375),(29 5305.2354),(30 5330.8613),(31 5335.1265),(32 5351.8447),(33 5342.1777),(34 5402.6597),(35 5428.6455),(36 5433.1904),(37 5488.7637),(38 5500.3794),(39 5502.3765),(40 5582.0635),(41 5476.0313),(42 5468.906),(43 5409.042),(44 5466.304),(45 5558.7236),(46 5599.952),(47 5589.0366),(48 5632.1743),(49 5592.835),(50 5659.388),(51 5700.9565),(52 5721.403),(53 5740.4893),(54 5794.1465),(55 5814.601),(56 5790.983),(57 5848.59),(58 5853.831),(59 5830.6245),(60 5735.844),(61 5680.378),(62 5722.4644),(63 5767.0493),(64 5679.1753),(65 5698.7),(66 5698.2646),(67 5699.171),(68 5711.1416),(69 5696.91),(70 5673.4463),(71 5642.9893),(72 5580.178),(73 5583.625),(74 5550.5723),(75 5539.0864),(76 5526.768),(77 5536.725),(78 5521.7056),(79 5504.999),
(1 1818.3323),(2 2869.102),(3 3481.5303),(4 3769.107),(5 3942.745),(6 4068.434),(7 4128.079),(8 4187.3975),(9 4315.546),(10 4357.9717),(11 4484.612),(12 4552.5596),(13 4604.7983),(14 4661.153),(15 4792.214),(16 4865.071),(17 4901.4644),(18 4918.985),(19 4927.658),(20 4875.504),(21 4877.832),(22 4890.051),(23 4930.8022),(24 4927.831),(25 4952.18),(26 4993.1294),(27 5099.654),(28 5110.899),(29 5260.3213),(30 5309.231),(31 5299.992),(32 5303.1655),(33 5236.714),(34 5274.0947),(35 5237.792),(36 5231.2593),(37 5209.353),(38 5258.083),(39 5301.7715),(40 5277.862),(41 5232.19),(42 5274.935),(43 5244.357),(44 5275.873),(45 5247.965),(46 5367.59),(47 5311.569),(48 5310.866),(49 5270.056),(50 5319.8594),(51 5286.462),(52 5298.29),(53 5256.4863),(54 5239.953),(55 5208.055),(56 5252.896),(57 5290.8804),(58 5319.1978),(59 5299.8384),(60 5314.679),(61 5356.8193),(62 5323.2637),(63 5404.4995),(64 5337.7314),(65 5326.01),(66 5333.4004),(67 5285.132),(68 5259.9736),(69 5248.045),(70 5288.042),(71 5257.6333),(72 5278.108),(73 5354.7935),(74 5314.838),(75 5327.06),(76 5326.141),(77 5354.5283),(78 5321.69),(79 5306.541),
(1 1747.4897),(2 2741.9575),(3 3275.1907),(4 3514.9717),(5 3703.5374),(6 3842.446),(7 3946.35),(8 4019.6677),(9 4140.453),(10 4177.183),(11 4284.14),(12 4312.913),(13 4360.4863),(14 4420.194),(15 4523.4697),(16 4500.117),(17 4498.388),(18 4560.619),(19 4608.582),(20 4618.6816),(21 4665.737),(22 4708.182),(23 4734.5776),(24 4742.1484),(25 4770.392),(26 4743.883),(27 4832.543),(28 4787.4927),(29 4804.9033),(30 4802.3037),(31 4804.807),(32 4812.4644),(33 4804.227),(34 4911.3525),(35 4960.7734),(36 4936.6553),(37 4950.713),(38 4969.7),(39 4997.4395),(40 5002.226),(41 4992.246),(42 5022.6514),(43 5052.209),(44 5079.673),(45 5056.9346),(46 5128.916),(47 5107.2056),(48 5106.7554),(49 5069.746),(50 5111.227),(51 5127.7896),(52 5138.0317),(53 5086.0635),(54 5141.995),(55 5067.5747),(56 5052.624),(57 5095.841),(58 5087.275),(59 5073.539),(60 5060.4023),(61 5103.718),(62 5076.1577),(63 5157.6914),(64 5078.25),(65 5049.0933),(66 5063.188),(67 5039.226),(68 4983.719),(69 5016.48),(70 4969.405),(71 4931.713),(72 4882.139),(73 4887.3906),(74 4920.3823),(75 4983.1597),(76 4965.3237),(77 5011.4517),(78 5003.502),(79 4989.978),
(1 1750.1543),(2 2717.6702),(3 3269.579),(4 3568.646),(5 3777.1536),(6 3889.7017),(7 3946.749),(8 3972.4285),(9 4060.0208),(10 4106.375),(11 4220.9863),(12 4230.0137),(13 4273.1895),(14 4306.912),(15 4444.347),(16 4499.867),(17 4524.9473),(18 4525.402),(19 4531.9834),(20 4536.3667),(21 4605.467),(22 4678.6797),(23 4728.414),(24 4713.7407),(25 4773.9443),(26 4769.2686),(27 4872.7007),(28 4870.1963),(29 4894.035),(30 4857.3926),(31 4896.065),(32 4936.856),(33 4985.0566),(34 5100.4897),(35 5049.555),(36 5031.7085),(37 5059.738),(38 5092.777),(39 5101.992),(40 5082.5464),(41 5031.906),(42 5021.3887),(43 5036.335),(44 5069.883),(45 5062.4233),(46 5108.1563),(47 5124.5103),(48 5094.206),(49 5043.305),(50 5068.6235),(51 5072.088),(52 5046.917),(53 5009.995),(54 5063.82),(55 5004.42),(56 4977.8525),(57 4958.942),(58 4944.574),(59 4928.068),(60 4901.1655),(61 4878.7393),(62 4852.8936),(63 4932.5864),(64 4856.7285),(65 4847.149),(66 4850.1396),(67 4837.7275),(68 4816.542),(69 4837.238),(70 4807.677),(71 4819.56),(72 4828.9917),(73 4815.7437),(74 4819.0415),(75 4834.7246),(76 4864.812),(77 4895.4985),(78 4924.3286),(79 4922.8057),
(1 1699.1581),(2 2657.0159),(3 3134.3267),(4 3446.6763),(5 3611.798),(6 3706.242),(7 3747.959),(8 3814.7246),(9 3868.9478),(10 3903.5881),(11 3984.5505),(12 4054.5688),(13 4126.7554),(14 4123.341),(15 4252.7114),(16 4246.599),(17 4296.969),(18 4308.086),(19 4315.275),(20 4337.6216),(21 4427.791),(22 4439.1763),(23 4465.0576),(24 4483.543),(25 4467.5493),(26 4454.5015),(27 4482.0293),(28 4453.6943),(29 4467.787),(30 4460.5796),(31 4528.2627),(32 4528.438),(33 4540.265),(34 4605.4575),(35 4548.5664),(36 4553.721),(37 4584.2183),(38 4646.5874),(39 4651.0903),(40 4666.74),(41 4638.062),(42 4629.9326),(43 4699.562),(44 4713.759),(45 4715.887),(46 4780.631),(47 4800.338),(48 4787.945),(49 4760.285),(50 4766.6753),(51 4764.7593),(52 4750.7725),(53 4739.115),(54 4785.1787),(55 4771.867),(56 4752.971),(57 4757.615),(58 4748.3916),(59 4698.8525),(60 4714.489),(61 4724.4707),(62 4705.118),(63 4712.355),(64 4674.8296),(65 4742.3726),(66 4704.057),(67 4723.577),(68 4615.137),(69 4639.167),(70 4600.3794),(71 4627.1616),(72 4574.6875),(73 4610.318),(74 4642.3677),(75 4751.9116),(76 4658.5107),(77 4661.7715),(78 4660.6885),(79 4653.31),
(1 1644.0205),(2 2504.109),(3 2952.3604),(4 3263.3752),(5 3427.368),(6 3517.6016),(7 3596.4072),(8 3640.189),(9 3740.7974),(10 3811.4946),(11 3916.4502),(12 3937.5623),(13 4020.1296),(14 4076.6543),(15 4163.849),(16 4203.192),(17 4211.8745),(18 4139.162),(19 4134.9355),(20 4143.138),(21 4203.5054),(22 4209.178),(23 4291.9756),(24 4297.9897),(25 4308.729),(26 4303.523),(27 4393.256),(28 4367.741),(29 4394.0806),(30 4375.667),(31 4365.609),(32 4323.8174),(33 4266.539),(34 4361.1177),(35 4413.9043),(36 4447.126),(37 4441.131),(38 4464.381),(39 4476.786),(40 4435.6265),(41 4441.0957),(42 4449.352),(43 4442.3105),(44 4458.6685),(45 4476.0415),(46 4518.136),(47 4480.089),(48 4520.5947),(49 4528.1123),(50 4543.571),(51 4549.027),(52 4544.6587),(53 4467.126),(54 4451.0005),(55 4432.5605),(56 4417.7324),(57 4376.5234),(58 4380.0225),(59 4312.4688),(60 4295.087),(61 4337.499),(62 4365.165),(63 4457.9697),(64 4458.9604),(65 4514.107),(66 4534.3237),(67 4596.8145),(68 4536.993),(69 4505.431),(70 4476.4517),(71 4466.79),(72 4441.632),(73 4474.267),(74 4485.762),(75 4554.197),(76 4574.196),(77 4601.0835),(78 4616.649),(79 4544.146),
(1 1520.583),(2 2330.1108),(3 2773.6526),(4 3091.65),(5 3292.9346),(6 3418.3965),(7 3493.8154),(8 3540.9402),(9 3565.901),(10 3630.5618),(11 3637.26),(12 3626.1042),(13 3689.535),(14 3751.8496),(15 3873.2783),(16 3884.9897),(17 3884.7864),(18 3857.6643),(19 3889.1602),(20 3884.0146),(21 3955.4277),(22 4008.7854),(23 4023.002),(24 4010.1726),(25 4017.9019),(26 4059.465),(27 4136.414),(28 4156.1963),(29 4170.626),(30 4202.2983),(31 4225.622),(32 4222.387),(33 4251.9023),(34 4298.886),(35 4334.1377),(36 4314.1606),(37 4345.173),(38 4370.647),(39 4391.885),(40 4374.3496),(41 4325.5156),(42 4368.01),(43 4328.381),(44 4326.818),(45 4319.7886),(46 4346.87),(47 4325.5073),(48 4368.171),(49 4360.905),(50 4334.6284),(51 4350.5205),(52 4341.2725),(53 4269.822),(54 4276.0034),(55 4256.1406),(56 4210.9844),(57 4222.628),(58 4221.2495),(59 4200.8926),(60 4171.221),(61 4167.533),(62 4211.2246),(63 4289.756),(64 4301.131),(65 4307.812),(66 4308.8306),(67 4339.3345),(68 4295.4917),(69 4274.2754),(70 4268.3037),(71 4320.2573),(72 4274.4434),(73 4293.886),(74 4340.099),(75 4434.7373),(76 4393.5313),(77 4379.687),(78 4386.964),(79 4375.482),
(1 1476.7653),(2 2285.7537),(3 2684.2268),(4 2927.4138),(5 3087.0908),(6 3172.7134),(7 3224.4421),(8 3288.8257),(9 3326.3794),(10 3351.7004),(11 3408.7727),(12 3465.0496),(13 3504.764),(14 3536.1782),(15 3614.7458),(16 3660.0896),(17 3693.1501),(18 3719.2893),(19 3778.0986),(20 3791.6438),(21 3844.029),(22 3866.6606),(23 3878.4744),(24 3900.8516),(25 3890.4216),(26 3887.4348),(27 3957.1533),(28 3951.461),(29 3968.473),(30 3934.1594),(31 3917.246),(32 3899.9934),(33 3914.5544),(34 4000.1516),(35 4013.3442),(36 3996.6443),(37 4025.7153),(38 4071.3347),(39 4043.7993),(40 4072.5398),(41 4003.2146),(42 4058.886),(43 4059.689),(44 4107.167),(45 4068.9082),(46 4120.332),(47 4146.9136),(48 4108.2407),(49 4195.5635),(50 4204.423),(51 4207.9053),(52 4187.733),(53 4123.478),(54 4171.283),(55 4185.0225),(56 4163.4565),(57 4177.3623),(58 4187.0713),(59 4163.7964),(60 4125.6816),(61 4110.4775),(62 4113.9565),(63 4206.879),(64 4173.759),(65 4148.7817),(66 4171.834),(67 4217.648),(68 4253.4785),(69 4227.4155),(70 4170.612),(71 4160.612),(72 4140.189),(73 4171.4824),(74 4149.0547),(75 4242.498),(76 4184.291),(77 4153.31),(78 4191.754),(79 4231.8574),
(1 1470.7834),(2 2244.742),(3 2681.816),(4 2917.671),(5 3103.2554),(6 3225.8682),(7 3231.9622),(8 3276.977),(9 3375.885),(10 3408.4905),(11 3481.0208),(12 3498.8977),(13 3566.4314),(14 3625.3943),(15 3684.1504),(16 3725.6719),(17 3780.5012),(18 3745.0354),(19 3706.632),(20 3653.6333),(21 3697.4082),(22 3764.7896),(23 3804.7278),(24 3829.4272),(25 3834.0674),(26 3812.0945),(27 3906.9094),(28 3893.567),(29 3930.5078),(30 3851.147),(31 3891.6877),(32 3900.7498),(33 3896.6533),(34 3995.9712),(35 4016.0493),(36 4028.6523),(37 4040.5806),(38 4048.243),(39 4051.686),(40 4042.9055),(41 4004.2275),(42 4069.318),(43 4057.7258),(44 4116.5767),(45 4126.3228),(46 4150.6636),(47 4175.7188),(48 4148.197),(49 4177.9795),(50 4199.5933),(51 4185.9277),(52 4171.3853),(53 4130.1963),(54 4166.3228),(55 4139.056),(56 4108.974),(57 4110.8066),(58 4040.89),(59 4065.5947),(60 4034.0828),(61 4049.6729),(62 4020.4575),(63 4083.397),(64 4043.5332),(65 4034.267),(66 4064.4995),(67 4076.485),(68 4053.4192),(69 4042.3079),(70 4027.9006),(71 4018.4038),(72 3980.816),(73 3969.0981),(74 4006.0117),(75 4028.003),(76 4003.5276),(77 4023.8792),(78 4077.103),(79 4086.0642),
(1 1402.3547),(2 2136.7822),(3 2556.588),(4 2791.662),(5 2932.427),(6 3080.2292),(7 3153.701),(8 3198.279),(9 3272.6748),(10 3313.0344),(11 3368.233),(12 3417.9622),(13 3449.4753),(14 3430.148),(15 3505.5325),(16 3566.7676),(17 3616.5837),(18 3577.4739),(19 3571.123),(20 3512.306),(21 3522.873),(22 3537.1738),(23 3615.4287),(24 3686.4841),(25 3667.9155),(26 3669.5315),(27 3768.7393),(28 3764.525),(29 3783.8384),(30 3762.5525),(31 3722.9155),(32 3727.2632),(33 3739.496),(34 3790.787),(35 3772.589),(36 3772.7275),(37 3779.9285),(38 3768.842),(39 3789.3384),(40 3796.9202),(41 3807.6719),(42 3792.4236),(43 3819.116),(44 3852.1792),(45 3838.7678),(46 3866.2568),(47 3898.404),(48 3879.037),(49 3885.0776),(50 3916.388),(51 3860.0232),(52 3884.5198),(53 3860.7803),(54 3892.6775),(55 3893.6914),(56 3850.5754),(57 3851.5276),(58 3825.3594),(59 3835.1887),(60 3827.507),(61 3873.4563),(62 3858.8516),(63 3914.2803),(64 3864.593),(65 3844.3464),(66 3867.1414),(67 3856.4194),(68 3795.41),(69 3799.0737),(70 3757.1687),(71 3787.9817),(72 3780.2869),(73 3802.327),(74 3776.9739),(75 3868.3499),(76 3840.7454),(77 3891.2844),(78 3917.6829),(79 3898.7168),
(1 1395.3068),(2 2094.8826),(3 2478.3262),(4 2662.6484),(5 2793.094),(6 2868.264),(7 2882.5737),(8 2911.605),(9 2989.0532),(10 3054.1504),(11 3118.692),(12 3147.6624),(13 3180.0374),(14 3257.156),(15 3361.5396),(16 3359.6345),(17 3362.1506),(18 3310.708),(19 3364.1128),(20 3371.3108),(21 3426.8975),(22 3439.4407),(23 3434.6848),(24 3404.9758),(25 3439.1865),(26 3419.3242),(27 3470.8252),(28 3432.3057),(29 3469.6743),(30 3466.1926),(31 3474.561),(32 3473.5808),(33 3480.0007),(34 3513.3032),(35 3536.773),(36 3520.1196),(37 3528.5063),(38 3511.1519),(39 3524.9229),(40 3538.4666),(41 3533.5745),(42 3553.4395),(43 3522.8271),(44 3553.7493),(45 3566.9958),(46 3588.4854),(47 3590.903),(48 3624.447),(49 3638.8809),(50 3653.0894),(51 3681.8735),(52 3641.4707),(53 3648.4268),(54 3673.793),(55 3678.5178),(56 3646.3367),(57 3677.5647),(58 3711.0684),(59 3695.827),(60 3691.2712),(61 3723.9846),(62 3716.2405),(63 3776.8713),(64 3753.619),(65 3760.19),(66 3755.2202),(67 3753.5574),(68 3720.5762),(69 3705.923),(70 3661.1245),(71 3669.7405),(72 3655.2485),(73 3646.8386),(74 3667.9507),(75 3707.0266),(76 3685.3882),(77 3700.8523),(78 3771.6392),(79 3761.1194),
